dis2ts_3MBPP1_18Cr2_pr_counts	dis2ts_3MBPP1_18Cr2gb_counts	dis2ts_3MBPP1_18Cr2term_counts	dis2ts_3MBPP1_18Cr2pr_map	dis2ts_3MBPP1_18Cr2gb_map	dis2ts_3MBPP1_18Cr2term_map	dis2ts_3MBPP1_18Cr2pr_density	dis2ts_3MBPP1_18Cr2pr_densityRPKM	dis2ts_3MBPP1_18Cr2gb_density	dis2ts_3MBPP1_18Cr2gb_densityRPKM	dis2ts_3MBPP1_18Cr2pause_index_CI_low	dis2ts_3MBPP1_18Cr2pause_index_CI_high	dis2ts_3MBPP1_18Cr2pause_index_scaled	dis2ts_3MBPP1_18Cr2pause_index_CI_low_scaled	dis2ts_3MBPP1_18Cr2pause_index_CI_high_scaled	dis2ts_3MBPP1_18Cr2_ExpPR	dis2ts_3MBPP1_18Cr2_ExpGB	dis2ts_3MBPP1_18Cr2Fexact_Pval
SPNCRNA.1311	0	28	5	100	998	300	0	0	0.0280561122244489	14.2463240428855	0.00327211992868732	0.176722244865318	0	0.0326557568882995	1.76368800375587	2	98	1
SPNCRNA.293	2	16	6	100	410	300	0.02	10.1555938534284	0.0390243902439024	19.8157928847383	0.0198698862921535	0.564288735510909	0.5125	0.0814665337978294	2.31358381559473	3	99	1
SPBC359.05	3	174	9	100	4664	300	0.03	15.2333907801426	0.0373070325900515	18.9437535430589	0.00440684336367598	0.0556164253145262	0.804137931034483	0.205535174481848	2.5939500766695	3	100	1
SPNCRNA.294	5	2	3	100	64	300	0.05	25.3889846335709	0.03125	15.8681153959818	0.433815156497564	18.5601677038827	1.6	0.277641700158441	11.8785073304849	3	102	1
SPNCRNA.1314	2	2	1	100	708	300	0.02	10.1555938534284	0.00282485875706215	1.43440591150118	0.101199373606884	9.88148408788154	7.08	0.716491565136736	69.9609073422013	0	102	1
SPBC359.06	0	8	2	100	824	300	0	0	0.00970873786407767	4.92989992884873	0.0116892782926356	0.673070909790981	0	0.0963196531313171	5.54610429667769	0	100	1
SPBC1683.01	4	1383	74	100	3531	300	0.04	20.3111877068568	0.391673746813934	198.883974784642	0.00092509327015424	0.00796793689937038	0.102125813449024	0.0326650433691462	0.281347851916768	29	75	1
SPBC1683.02	6	106	21	100	1650	300	0.06	30.4667815602851	0.0642424242424242	32.6209984382851	0.0224567587869632	0.133428709431751	0.933962264150943	0.370536519984893	2.20157370562389	6	100	1
SPNCRNA.296	0	3	0	100	413	300	0	0	0.00726392251815981	3.68847234386019	0.0327971598819604	2.22593021867193	0	0.135452270312496	9.19309180311509	0	100	1
SPNCRNA.297	0	5	3	100	515	300	0	0	0.00970873786407767	4.92989992884873	0.0190383591688732	1.16008855872718	0	0.098047549719697	5.97445607744499	0	100	1
SPBC1683.04	9	227	8	100	2811	300	0.09	45.7001723404277	0.0807541800071149	41.0053327059452	0.0190807675510802	0.079400966763769	1.11449339207048	0.536360375860864	2.23196117572955	8	101	1
SPBC1683.05	3	682	213	100	2310	300	0.03	15.2333907801426	0.295238095238095	149.915909264895	0.0011330425913758	0.0140614292713472	0.101612903225806	0.0261732838607809	0.324819016168121	23	80	1
SPBC1683.07	3	332	30	100	3999	300	0.03	15.2333907801426	0.0830207551887972	42.1562535551165	0.00232101636468962	0.0289800628072919	0.361355421686747	0.0928174444239381	1.1589127116636	7	96	1
SPBC1683.08	13	161	15	100	3373	300	0.13	66.0113600472844	0.0477319893270086	24.2373348710639	0.0438695267437065	0.145571121658545	2.72354037267081	1.47971913706522	4.91011393354273	5	108	1
SPNCRNA.298	11	28	5	100	561	300	0.11	55.8557661938561	0.0499108734402852	25.3437279764701	0.184131821194055	0.821627638650306	2.20392857142857	1.03297951689865	4.60933105282821	5	106	1
SPNCRNA.100	2	0	2	100	63	300	0.02	10.1555938534284	0	0	0.246676758328458	19.4460633145857	NA	0.155406357746928	12.251019888189	0	102	1
SPBC1683.12	2	280	45	100	3101	300	0.02	10.1555938534284	0.090293453724605	45.8491821825209	0.00123089069563149	0.0289969852817909	0.2215	0.0381699204715326	0.899196513588337	8	94	1
SPBC1198.01	5	81	9	100	1489	300	0.05	25.3889846335709	0.0543989254533244	27.6226696483445	0.0220775639854989	0.158100632864788	0.919135802469136	0.328734927744079	2.3541184233567	5	100	1
SPBC1198.02	20	337	52	100	1120	300	0.2	101.555938534284	0.300892857142857	152.787282527025	0.0367445890310352	0.0948070196142228	0.664688427299703	0.411539397147594	1.0618386196793	27	93	1
SPNCRNA.1321	2	68	12	100	1304	300	0.02	10.1555938534284	0.0521472392638037	26.4793091270372	0.00498899650666833	0.121833188925145	0.383529411764706	0.065056514446955	1.58870478358389	5	97	1
SPBC1198.05	13	157	42	100	742	300	0.13	66.0113600472844	0.211590296495957	107.441255726971	0.0449609980662388	0.149370985921723	0.614394904458599	0.333610605651492	1.10833271553919	19	94	1
SPNCRNA.1323	1	25	1	100	1695	300	0.01	5.07779692671419	0.0147492625368732	7.48937599810352	0.00201502960057811	0.275223236161762	0.678	0.034154751729799	4.66503385294186	1	100	1
SPBC1198.08	17	338	48	100	1557	300	0.17	86.3225477541412	0.217084136159281	110.2309159428	0.0298849685947811	0.0834625704176332	0.78310650887574	0.465308961020742	1.29951222140255	20	97	1
SPBC1198.09	33	358	31	100	2180	300	0.33	167.567298581568	0.164220183486239	83.3876743010862	0.0634290370832567	0.133283872780629	2.00949720670391	1.382753008415	2.90558842661772	18	115	1
SPBC1198.12	4	5	0	100	1271	300	0.04	20.3111877068568	0.003933910306845	1.99755976660668	0.181238005776631	3.41444135261595	10.168	2.30353505342098	43.3975495917487	0	104	1
SPNCRNA.1324	0	264	9	100	3234	300	0	0	0.0816326530612245	41.4514034833811	0.000344571500503689	0.018203522469171	0	0.0111434423262893	0.588701916652991	7	93	1
SPBC660.05	5	55	1	100	1143	300	0.05	25.3889846335709	0.0481189851268591	24.4338434793771	0.0320836943091316	0.236342089873683	1.03909090909091	0.366716625953374	2.70139008725619	4	101	1
SPBC660.06	4	299	110	100	1063	300	0.04	20.3111877068568	0.281279397930386	142.827966235893	0.00425530409942244	0.0370858363565996	0.142207357859532	0.0452338825768606	0.394222440470653	22	82	1
SPBC660.07	13	258	53	100	2869	300	0.13	66.0113600472844	0.0899268037643778	45.6630047783988	0.0276144053454123	0.0900222049861186	1.44562015503876	0.792257289359878	2.58273706105174	9	104	1
SPBC660.08	20	164	37	100	1202	300	0.2	101.555938534284	0.136439267886855	69.2810895159007	0.0744442681780087	0.197679166378813	1.46585365853659	0.894820103499664	2.37610357987333	14	106	1
SPBC660.09	11	69	47	100	612	300	0.11	55.8557661938561	0.112745098039216	57.2496712325619	0.0798173244260131	0.310484084847484	0.975652173913043	0.4884820254872	1.9001625992666	11	100	1
SPBC660.10	20	87	65	100	2347	300	0.2	101.555938534284	0.0370685982104815	18.8226814070786	0.137072869173223	0.381823017218484	5.39540229885057	3.21710023949554	8.96138621411781	4	116	0.000299115743220335
SPBC660.11	52	572	178	100	1606	300	0.52	264.045440189138	0.356164383561644	180.853041225437	0.0677041526888502	0.121756576467929	1.46	1.08732869218293	1.95541061807494	39	113	1
SPNCRNA.1329	0	10	3	100	713	300	0	0	0.0140252454417952	7.121734820076	0.00929728784483565	0.525639636497703	0	0.0662896623336782	3.74781060822862	1	99	1
SPBC660.14	0	26	23	100	2468	300	0	0	0.0105348460291734	5.3493808790344	0.00352600391483322	0.190799932857011	0	0.0870217766180839	4.70894234291103	1	99	1
SPBC660.15	5	570	4	100	4192	300	0.05	25.3889846335709	0.135973282442748	69.0444715703026	0.00321600936830267	0.0218587492256134	0.367719298245614	0.134815112719248	0.916318767537712	12	93	1
SPNCRNA.62	21	9	10	100	185	300	0.21	106.633735460998	0.0486486486486487	24.7027958596906	1.01784140204289	5.48811488464687	4.31666666666667	1.88300659377935	10.1530125365967	5	116	1
SPNCRNA.102	3	63	5	100	342	300	0.03	15.2333907801426	0.184210526315789	93.5383644394719	0.0119540699724486	0.156920667685371	0.162857142857143	0.0408829193057742	0.536668683483967	16	87	1
SPBC660.16	22	968	71	100	2697	300	0.22	111.711532387712	0.35891731553578	182.250924177209	0.0145251866081907	0.0352175523134807	0.612954545454545	0.391744282822902	0.949817385894573	32	90	1
SPBC31E1.04	5	93	31	100	1430	300	0.05	25.3889846335709	0.065034965034965	33.023434558351	0.0192996768811656	0.137137312446542	0.768817204301075	0.275985379400667	1.96106356798555	6	99	1
SPBC31E1.05	14	127	56	100	1557	300	0.14	71.0891569739986	0.0815671162491972	41.4181252211112	0.0608535484715727	0.1960950075513	1.71637795275591	0.947489749702387	3.05319926757373	8	106	1
SPBC31E1.06	18	480	72	100	3433	300	0.18	91.4003446808554	0.139819399941742	70.9974519319199	0.0227044714654218	0.0611357652854118	1.287375	0.779444505407931	2.09879082224819	14	104	1
SPBC800.02	10	23	6	100	679	300	0.1	50.7779692671419	0.0338733431516937	17.2001957753205	0.193500270515099	0.95591927885059	2.95217391304348	1.31386683679752	6.49069190339551	3	107	1
SPBC800.03	11	195	24	100	2253	278	0.11	55.8557661938561	0.0865512649800266	43.9489747318805	0.0291438944512663	0.106275674517322	1.27092307692308	0.656611941987029	2.39439094687526	8	103	1
SPBC800.06	24	127	93	100	898	300	0.24	121.867126241141	0.141425389755011	71.8129409457352	0.119118476886724	0.297526445307098	1.69700787401575	1.06968392244278	2.67178747885774	15	109	1
SPBC800.08	3	43	23	100	1675	300	0.03	15.2333907801426	0.0256716417910448	13.0355383790275	0.0172895015262644	0.23349064468298	1.16860465116279	0.289599150564929	3.91096829843992	2	101	1
SPBC800.09	16	232	98	100	1740	300	0.16	81.244750827427	0.133333333333333	67.7039590228558	0.0400868519019906	0.116850512103503	1.2	0.697511223094636	2.03319891060095	13	103	1
SPNCRNA.1333	1	2	2	100	310	300	0.01	5.07779692671419	0.00645161290322581	3.27599801723496	0.0179700152612445	6.97865092307548	1.55	0.0557070473098581	21.633817861534	0	101	1
SPNCRNA.299	1	19	16	100	897	300	0.01	5.07779692671419	0.0211817168338907	10.7556456641661	0.00262241420563744	0.368819983318377	0.472105263157895	0.0235230554245678	3.30831525036584	2	99	1
SPBC800.11	5	52	18	100	1454	300	0.05	25.3889846335709	0.0357634112792297	18.1599339882488	0.0338542498364901	0.250645611855144	1.39807692307692	0.492240792622567	3.64438719637379	3	102	1
SPNCRNA.1335	2	2	4	100	725	300	0.02	10.1555938534284	0.00275862068965517	1.40077156599012	0.101199373606884	9.88148408788154	7.25	0.733695458649906	71.6407596371412	0	102	1
SPBC800.13	4	41	11	100	1565	300	0.04	20.3111877068568	0.0261980830670927	13.3028545683886	0.0297199977772654	0.284166864484639	1.52682926829268	0.465117965214204	4.4472114291846	2	102	1
SPBC1773.01	11	143	27	100	2029	300	0.11	55.8557661938561	0.0704780680137999	35.7873317161227	0.0394889887878075	0.145897162803758	1.56076923076923	0.801231582504614	2.96025343328825	7	104	1
SPBC1773.04	0	90	14	100	2002	300	0	0	0.044955044955045	22.8272589113025	0.00101239357055047	0.0537536843252837	0	0.0202681192824203	1.07614876019218	4	96	1
SPNCRNA.1336	0	6	6	100	950	300	0	0	0.00631578947368421	3.20702963792475	0.0157393406208896	0.93492067967121	0	0.149523735898451	8.8817464568765	0	100	1
SPNCRNA.1337	1	12	9	100	1737	300	0.01	5.07779692671419	0.00690846286701209	3.50797715144331	0.0040448521341888	0.610617545978525	1.4475	0.0702590815708594	10.606426773647	0	101	1
SPBC1773.12	1	28	45	100	2107	300	0.01	5.07779692671419	0.0132890365448505	6.74790289264344	0.00180589559329714	0.244217113716604	0.7525	0.0380502201507708	5.14565458600885	1	100	1
SPBC1773.13	18	192	22	100	1882	300	0.18	91.4003446808554	0.10201912858661	51.8032417603148	0.0559949454160373	0.154997462201526	1.764375	1.05382487272982	2.91705223863271	10	108	1
SPBC1773.14	3	113	18	100	1722	300	0.03	15.2333907801426	0.0656213704994193	33.3211993448724	0.00674816527677862	0.0862026439994144	0.45716814159292	0.116203406066128	1.48440952966992	6	97	1
SPBC1773.15	4	129	51	100	1729	300	0.04	20.3111877068568	0.0746096009253904	37.8852402282319	0.00977241720803936	0.086861895364978	0.536124031007752	0.168965093527	1.50184217086047	7	97	1
SPNCRNA.301	0	19	7	100	709	300	0	0	0.0267983074753173	13.6076363339308	0.00484054272324269	0.264551414760663	0	0.0343194479077907	1.8756695306531	2	98	1
SPNCRNA.1339	1	4	3	100	459	300	0.01	5.07779692671419	0.00871459694989107	4.42509536097097	0.0106420142837121	2.34682041637603	1.1475	0.0488468455622386	10.771905711166	0	101	1
SPNCRNA.1340	2	22	10	100	757	300	0.02	10.1555938534284	0.0290620871862616	14.7571376998299	0.0147820536946115	0.398037829225762	0.688181818181818	0.111900146468209	3.01314636723902	2	100	1
SPBC1271.15c	5	169	25	100	3003	300	0.05	25.3889846335709	0.0562770562770563	28.5763463408158	0.0107408440066457	0.0745283707263783	0.888461538461538	0.322547545519571	2.23808697291314	5	100	1
SPNCRNA.1342	0	3	2	100	274	300	0	0	0.0109489051094891	5.55963167158488	0.0327971598819604	2.22593021867193	0	0.0898642180765715	6.0990487991611	1	99	1
SPBC1271.10c	15	425	61	100	2619	300	0.15	76.1669539007128	0.162275677739595	82.4002937706579	0.0203082720292209	0.0602949296491649	0.924352941176471	0.531873644445296	1.57912420751163	16	99	1
SPNCRNA.1343	0	44	18	100	1342	300	0	0	0.0327868852459016	16.648514513817	0.00207619104953031	0.11112403209408	0	0.0278624838846967	1.49128451070256	3	97	1
SPBC1271.08c	4	57	12	100	1803	300	0.04	20.3111877068568	0.0316139767054908	16.0529353756355	0.0216750537613993	0.201163656118787	1.26526315789474	0.390801219318029	3.62698071982173	3	101	1
SPBC1271.07c	4	115	34	100	1589	300	0.04	20.3111877068568	0.0723725613593455	36.7493169648919	0.0109405931398401	0.0976540426401401	0.552695652173913	0.173846024992059	1.55172273755183	7	97	1
SPBC1271.06c	6	60	6	100	491	300	0.06	30.4667815602851	0.122199592668024	62.050471609542	0.0389602722711131	0.240475257804288	0.491	0.191294936851165	1.18073351581905	11	95	1
SPNCRNA.1348	0	0	0	100	696	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC1271.05c	0	216	147	100	2256	300	0	0	0.0957446808510638	48.6172046174763	0.000421221836813361	0.0222657522137641	0	0.00950276463850943	0.502315369942518	8	92	1
SPBC1271.04c	59	160	36	100	1987	300	0.59	299.590018676137	0.0805234021137393	40.8881483781716	0.270497111449526	0.501866803903188	7.3270625	5.37477760450207	9.97209339355634	11	148	1.63615970231775e-19
SPBC1271.03c	16	99	49	100	1163	300	0.16	81.244750827427	0.0851246775580396	43.2245826091749	0.0917826786235345	0.280531783126984	1.87959595959596	1.06743255239171	3.26258463776682	9	107	1
SPNCRNA.1349	1	2	2	100	264	300	0.01	5.07779692671419	0.00757575757575758	3.84681585357135	0.0179700152612445	6.97865092307548	1.32	0.0474408402896856	18.4236384369193	0	101	1
SPBC1271.01c	1	35	19	100	2257	300	0.01	5.07779692671419	0.0155073105892778	7.87429740518372	0.00145382362789627	0.193368363637487	0.644857142857143	0.0328127992816189	4.36432396729807	1	100	1
SPBC106.01	11	122	42	100	2320	300	0.11	55.8557661938561	0.0525862068965517	26.7022079766867	0.0460976739994273	0.171748349001173	2.09180327868852	1.06946603678671	3.98456169682722	5	106	1
SPNCRNA.305	0	0	0	100	99	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC106.03	4	117	86	100	1473	300	0.04	20.3111877068568	0.0794297352342159	40.3328065462023	0.01075689852078	0.0959510295931994	0.503589743589744	0.158449115211089	1.41335866590783	7	97	1
SPBC106.04	50	708	41	100	2792	300	0.5	253.889846335709	0.253581661891117	128.763618342179	0.0524269686961279	0.0948701485493096	1.97175141242938	1.46376096599589	2.64877454749672	30	120	1
SPBC106.06	26	215	70	100	1585	300	0.26	132.022720094569	0.135646687697161	68.8786333907603	0.0787161457854643	0.184467189779813	1.91674418604651	1.24765091069961	2.92380495801003	15	111	1
SPNCRNA.1351	7	74	9	100	974	300	0.07	35.5445784869993	0.0759753593429158	38.5787446177464	0.039933102935157	0.212734288000735	0.921351351351351	0.38894842258843	2.07203196512716	7	100	1
SPNCRNA.1352	12	18	5	100	1241	300	0.12	60.9335631205703	0.0145044319097502	7.36505597750648	0.302479098138294	1.4539745688424	8.27333333333333	3.75376560789623	18.0438243993342	1	111	0.00807182887339929
SPBC106.09	3	239	68	100	4935	300	0.03	15.2333907801426	0.0484295845997974	24.5915595842896	0.00321736367434254	0.0403569022275119	0.619456066945607	0.158776897328804	1.99161312492771	4	99	1
SPBC106.10	21	190	20	100	1972	300	0.21	106.633735460998	0.0963488843813387	48.9240069003903	0.068497575061281	0.176590539212862	2.17957894736842	1.35077218020846	3.48236543327763	10	111	1
SPNCRNA.1353	8	13	4	100	737	300	0.08	40.6223754137135	0.0176390773405699	8.95676527100196	0.233835036004644	1.58445708693878	4.53538461538462	1.72336421535423	11.6774487307388	1	107	1
SPBC106.13	1	85	8	100	1480	300	0.01	5.07779692671419	0.0574324324324324	29.1630228899126	0.000607646510904272	0.0777163283726937	0.174117647058824	0.00899316836138323	1.15020165991587	5	96	1
SPNCRNA.1354	2	38	1	100	2036	300	0.02	10.1555938534284	0.018664047151277	9.47722412648031	0.00878433500901352	0.222638928736117	1.07157894736842	0.178849060783515	4.53292858906734	1	101	1
SPBC106.15	7	74	14	100	850	300	0.07	35.5445784869993	0.0870588235294118	44.2067026561	0.039933102935157	0.212734288000735	0.804054054054054	0.339431374948835	1.80824144800625	8	99	1
SPBC106.16	1	269	31	100	1419	300	0.01	5.07779692671419	0.189570119802678	96.2598571730879	0.000193401590187762	0.0242745102415946	0.0527509293680297	0.00274436856476434	0.344455300328228	16	85	1
SPBC106.18	28	202	54	100	777	300	0.28	142.178313947997	0.25997425997426	132.009649832209	0.0914203182231618	0.208854582178847	1.0770297029703	0.710335872593967	1.62280010352964	26	102	1
SPBC106.19	46	209	60	100	2060	300	0.46	233.578658628853	0.101456310679612	51.5174542564692	0.157832229805124	0.306068040619894	4.53397129186603	3.25134393398556	6.30500163676981	13	133	3.77695194353023e-09
SPBC106.20	20	166	20	100	2469	300	0.2	101.555938534284	0.0672336978533819	34.1399064331533	0.073571447311982	0.195231440897544	2.97469879518072	1.81647903413284	4.82026427576037	7	113	0.68691884563047
SPBC582.03	19	864	163	100	2965	300	0.19	96.4781416075696	0.291399662731872	147.966831186545	0.0135558479547092	0.0352448523939118	0.652025462962963	0.401930891857129	1.04500987347949	26	93	1
SPNCRNA.1356	4	26	6	100	1012	300	0.04	20.3111877068568	0.0256916996047431	13.0457233295029	0.0455844319439998	0.462894764092878	1.55692307692308	0.461314451273278	4.68449501261992	2	102	1
SPBC582.08	37	168	31	100	1754	300	0.37	187.878486288425	0.0957810718358039	48.6356832205236	0.151742093897586	0.318419366993361	3.86297619047619	2.66155632696365	5.58507569706355	11	126	1.71941061978633e-05
SPBC582.09	7	116	61	100	1193	300	0.07	35.5445784869993	0.0972338642078793	49.3733816847314	0.025815272147165	0.133767677983893	0.719913793103448	0.307976196715678	1.59584839834784	9	98	1
SPNCRNA.1357	1	49	2	100	1952	300	0.01	5.07779692671419	0.0251024590163934	12.7465189246411	0.00104598122796186	0.136503271149038	0.398367346938775	0.0204175535698155	2.66454385282922	2	99	1
SPNCRNA.1358	0	28	9	100	1332	300	0	0	0.021021021021021	10.6740475936935	0.00327211992868732	0.176722244865318	0	0.0435846374501151	2.35394030160604	2	98	1
SPBC428.04	0	9	12	100	358	300	0	0	0.0251396648044693	12.7654112682759	0.0103569347612096	0.590306163886248	0	0.0370778264451302	2.11329606671277	2	98	1
SPNCRNA.1360	2	29	31	100	493	300	0.02	10.1555938534284	0.0588235294117647	29.869393686554	0.0113820309314607	0.296059868747899	0.34	0.0561134124921015	1.45957515292714	5	97	1
SPBC428.07	1	25	4	100	2193	300	0.01	5.07779692671419	0.0113999088007296	5.78864218731668	0.00201502960057811	0.275223236161762	0.8772	0.044189599140678	6.03564556902744	1	100	1
SPNCRNA.1361	0	10	3	100	1117	300	0	0	0.00895255147717099	4.54592383770294	0.00929728784483565	0.525639636497703	0	0.103850705226814	5.87139473967934	0	100	1
SPBC428.10	2	171	57	100	2979	254	0.02	10.1555938534284	0.0574018126888218	29.1474748059123	0.00200895647077093	0.0476769849480969	0.348421052631579	0.059846813264266	1.42029738160381	5	97	1
SPBC428.11	5	178	44	100	1668	300	0.05	25.3889846335709	0.106714628297362	54.1875211603792	0.0102049305479653	0.0707051414221756	0.468539325842697	0.170218241540062	1.17936175892189	10	95	1
SPBC428.14	0	96	57	100	2571	300	0	0	0.0373395565927655	18.9602685711615	0.000948971945877649	0.0503622168201372	0	0.0243980687285144	1.29481259444573	3	97	1
SPBC428.15	22	96	15	100	1387	300	0.22	111.711532387712	0.0692141312184571	35.1455302786274	0.140190209681235	0.371481760159891	3.17854166666667	1.94443820827872	5.15245201341768	7	115	0.224676061073435
SPBC428.18	1	40	11	100	1349	300	0.01	5.07779692671419	0.0296515937731653	15.0564771733556	0.00127611792778602	0.168327520214101	0.33725	0.0172148308458334	2.27073824768823	2	99	1
SPBC902.03	7	124	46	100	1445	300	0.07	35.5445784869993	0.0858131487889273	43.5741743192083	0.0241866399396345	0.124931319666759	0.815725806451613	0.349496947127718	1.80525756918466	8	99	1
SPBC902.04	13	124	63	100	2166	300	0.13	66.0113600472844	0.0572483841181902	29.06956689347	0.056574020860559	0.190356579843692	2.2708064516129	1.22539329183971	4.12312351941438	6	107	1
SPBC902.06	15	136	65	100	1545	300	0.15	76.1669539007128	0.0880258899676375	44.6977593548951	0.062216548618965	0.19234502636562	1.70404411764706	0.961245676163009	2.97173065734883	9	106	1
SPBC1685.01	19	288	17	100	2498	300	0.19	96.4781416075696	0.11529223378703	58.5430550397793	0.0402451253231731	0.106875939960283	1.64798611111111	1.00532323057286	2.66976098020788	12	107	1
SPBC1685.03	5	48	27	100	1213	300	0.05	25.3889846335709	0.0395713107996702	20.0935080364617	0.0365432068674776	0.27264061976841	1.26354166666667	0.443269099302503	3.30713071779082	3	102	1
SPBC1685.16	32	113	66	100	984	300	0.32	162.489501654854	0.114837398373984	58.3120988535268	0.187494156542731	0.425778854466994	2.78654867256637	1.84494250038047	4.18966392795522	13	119	0.104786979124844
SPBC1685.04	20	50	10	100	1371	300	0.2	101.555938534284	0.0364697301239971	18.5185883541728	0.23030599898855	0.689152008916821	5.484	3.15749524613303	9.44827404224962	4	116	0.000576439843728185
SPBC1685.05	4	288	8	100	4506	300	0.04	20.3111877068568	0.0639147802929427	32.4546274943117	0.00441664470106084	0.0385140047957124	0.625833333333333	0.199014010229801	1.7354410560948	6	98	1
SPBC1685.06	7	18	3	100	1477	300	0.07	35.5445784869993	0.012186865267434	6.18824270012562	0.147741824161462	0.984087992739588	5.74388888888889	2.1821467428648	14.5349796527637	1	106	1
SPBC1685.08	4	41	4	100	1599	300	0.04	20.3111877068568	0.0256410256410256	13.01999211978	0.0297199977772654	0.284166864484639	1.56	0.475222764458474	4.54382816310937	2	102	1
SPBC1685.09	72	76	160	100	252	300	0.72	365.601378723422	0.301587301587302	153.139907313602	0.67799645759608	1.32360293065491	2.38736842105263	1.70855107314212	3.33547938525038	39	133	0.0887231055169056
SPBC1685.10	52	219	237	100	462	300	0.52	264.045440189138	0.474025974025974	240.700763409179	0.173411978255615	0.32437653942538	1.09698630136986	0.80116333954094	1.49861961214526	48	104	1
SPBC1685.11	93	71	1	100	1315	300	0.93	472.23511418442	0.0539923954372624	27.4162419617268	0.951312706512271	1.80449531848443	17.2246478873239	12.5097620906364	23.7291134380703	9	184	6.06326120999653e-47
SPRRNA.29	0	0	0	18	76	300	0	0	0	0	NA	NA	NA	NA	NA	0	18	1
SPBC1685.17	29	112	76	100	455	300	0.29	147.256110874711	0.246153846153846	124.991924349888	0.168431544536072	0.39590898517757	1.178125	0.766363527639125	1.80138588255794	25	104	1
SPNCRNA.1367	42	129	24	100	2241	300	0.42	213.267470921996	0.0575635876840696	29.2296208632811	0.226311326337501	0.467048073414432	7.29627906976744	5.07163682322339	10.4665473252174	7	135	3.63805916533935e-14
SPBC1685.13	8	500	24	100	2775	300	0.08	40.6223754137135	0.18018018018018	91.4918365173728	0.00739497319125998	0.0331093877683977	0.444	0.205210506057465	0.918785510573036	16	92	1
SPNCRNA.133	24	176	51	100	876	300	0.24	121.867126241141	0.200913242009132	102.019664281016	0.0868605940274903	0.212387589191511	1.19454545454545	0.760898803680815	1.86051528131763	20	104	1
SPBC649.02	42	104	42	100	491	300	0.42	213.267470921996	0.211812627291242	107.554150789873	0.277703237842235	0.585749837467323	1.98288461538462	1.36352289780537	2.87603170196456	24	118	1
SPBC649.03	4	40	39	100	1159	300	0.04	20.3111877068568	0.0345125107851596	17.5247521198074	0.0304258483424129	0.291683834732845	1.159	0.352635582288566	3.38061564455367	3	101	1
SPBC649.04	79	162	42	100	550	300	0.79	401.145957210421	0.294545454545455	149.564200386854	0.369291210736691	0.643378461115401	2.6820987654321	2.0311016590518	3.5385815361347	40	139	0.00014361826717892
SPBC649.05	2	46	21	100	1803	300	0.02	10.1555938534284	0.0255130338325014	12.9550004785831	0.00730283643198064	0.182405882134092	0.783913043478261	0.131670140868611	3.28877805487768	2	100	1
SPBC354.01	9	76	10	100	1297	300	0.09	45.7001723404277	0.0585967617579029	29.7542456769683	0.055476023144778	0.244068331010728	1.53592105263158	0.719524020187771	3.16556625320915	6	103	1
SPNCRNA.66	0	0	1	100	236	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC354.03	1	88	41	100	1663	300	0.01	5.07779692671419	0.052916416115454	26.8698815123781	0.000587142256131819	0.075023577202824	0.188977272727273	0.00976417571947216	1.24764208888296	5	96	1
SPBC354.04	4	66	18	100	887	300	0.04	20.3111877068568	0.0744081172491545	37.7829309090345	0.0188109848359083	0.17276107826074	0.537575757575758	0.166853435494507	1.53239076417276	7	97	1
SPBC354.06	0	125	15	100	2299	300	0	0	0.0543714658547194	27.608726221804	0.000728417876617712	0.0385932182083468	0	0.0167463269834412	0.887258086609894	5	95	1
SPNCRNA.1370	1	6	12	100	370	300	0.01	5.07779692671419	0.0162162162162162	8.23426528656355	0.00755953402951306	1.38050834161111	0.616666666666667	0.0279702759091983	5.10788086396109	1	100	1
SPNCRNA.1371	3	48	12	100	1213	300	0.03	15.2333907801426	0.0395713107996702	20.0935080364617	0.0155539315870732	0.208111576518362	0.758125	0.188669190151198	2.52439342316773	3	100	1
SPBC354.10	13	827	208	100	3183	300	0.13	66.0113600472844	0.259817781966698	131.93019347762	0.00870204777164045	0.0277917879671601	0.500350665054414	0.276986180571316	0.884612610994705	23	90	1
SPNCRNA.312	72	2	0	100	816	300	0.72	365.601378723422	0.00245098039215686	1.24455807027309	8.70362350515277	211.987961164944	293.76	71.0215678020466	1729.82176310594	0	172	9.43075440032258e-55
SPNCRNA.313	0	0	0	100	297	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC354.12	27	428	46	100	1438	300	0.27	137.100517021283	0.297635605006954	151.133316038503	0.0418775292708025	0.0943698656207583	0.90714953271028	0.602198870914139	1.3570386676265	29	98	1
SPNCRNA.315	18	15	124	100	690	300	0.18	91.4003446808554	0.0217391304347826	11.0386889711178	0.577174690677853	2.50477614233581	8.28	3.98250536567718	17.2829553821171	2	116	0.000208532389052658
SPBC354.13	43	495	55	100	2543	300	0.43	218.34526784871	0.194651985843492	98.8403255494897	0.0627831112721974	0.119785850364129	2.20907070707071	1.59657451965198	3.04615417475979	23	120	0.316502172584284
SPBC354.15	3	140	89	100	1563	300	0.03	15.2333907801426	0.0895713371721049	45.4825060614195	0.00546338180326896	0.0693275337518815	0.334928571428571	0.0853926575850939	1.08358935254191	8	95	1
