Cdk9as_3MBPP1r2_pr_counts	Cdk9as_3MBPP1r2gb_counts	Cdk9as_3MBPP1r2term_counts	Cdk9as_3MBPP1r2pr_map	Cdk9as_3MBPP1r2gb_map	Cdk9as_3MBPP1r2term_map	Cdk9as_3MBPP1r2pr_density	Cdk9as_3MBPP1r2pr_densityRPKM	Cdk9as_3MBPP1r2gb_density	Cdk9as_3MBPP1r2gb_densityRPKM	Cdk9as_3MBPP1r2pause_index_CI_low	Cdk9as_3MBPP1r2pause_index_CI_high	Cdk9as_3MBPP1r2pause_index_scaled	Cdk9as_3MBPP1r2pause_index_CI_low_scaled	Cdk9as_3MBPP1r2pause_index_CI_high_scaled	Cdk9as_3MBPP1r2_ExpPR	Cdk9as_3MBPP1r2_ExpGB	Cdk9as_3MBPP1r2Fexact_Pval
SPBC3D6.09	35	247	26	100	976	300	0.35	28.429360674039	0.253073770491803	20.5563585670013	0.0978049900858342	0.204379762402988	1.382995951417	0.954576703237741	1.99474648105316	27	108	1
SPBC3D6.10	25	202	2	100	2534	300	0.25	20.3066861957422	0.079715864246251	6.475060160284	0.0797946943512579	0.190517486687626	3.13613861386139	2.02199755486087	4.82771311266444	9	116	0.0571414306864397
SPBC3D6.12	130	5114	84	100	2708	300	1.3	105.594768217859	1.88847858197932	153.394967806537	0.0212726649600736	0.030356704995265	0.688384825967931	0.576063767118794	0.822059571271776	150	80	1
SPBC3D6.16	3	0	2	100	145	300	0.03	2.43680234348906	0	0	0.449250381531113	30.4904450141133	NA	0.651413053220114	44.2111452704643	0	103	1
SPNCRNA.1427	0	5	2	100	811	300	0	0	0.0061652281134402	0.50078141049919	0.0190383591688732	1.16008855872718	0	0.154401092859562	9.40831821127745	0	100	1
SPNCRNA.1428	9	361	24	100	2285	300	0.09	7.31040703046718	0.157986870897155	12.8327592414231	0.012060183327386	0.0496563123352785	0.569667590027701	0.275575189030769	1.13464673686111	14	95	1
SPNCRNA.346	2	9	209	100	850	300	0.02	1.62453489565937	0.0105882352941176	0.860047885937315	0.0332058119471448	1.09402338033518	1.88888888888889	0.282249401550731	9.29919873284904	1	101	1
SPBC30B4.05	62	3747	47	100	2969	300	0.62	50.3605817654406	1.26204109127652	102.511489626737	0.0127641716342393	0.021406091428794	0.491267680811316	0.378968255820566	0.635546854520894	90	72	1
SPNCRNA.1429	10	27	22	100	339	300	0.1	8.12267447829686	0.079646017699115	6.46938675262582	0.167843887223944	0.798152284222926	1.25555555555556	0.568990777689172	2.70573624351572	8	102	1
SPBC30B4.08	20	241	1	100	2274	300	0.2	16.2453489565937	0.105980650835532	8.60846327735068	0.0511050158091981	0.133310302694808	1.88713692946058	1.16212805950117	3.03147628327994	11	109	1
SPBC27B12.02	66	376	13	100	656	300	0.66	53.6096515567593	0.573170731707317	46.5567927414576	0.133919522770315	0.229689188508065	1.15148936170213	0.878512069373269	1.50676107661291	60	106	1
SPBC27B12.05	12	716	62	100	1902	300	0.12	9.74720937395624	0.376445846477392	30.5774706964277	0.0090347804487564	0.0303453993036284	0.31877094972067	0.171841524135347	0.577169494755013	30	82	1
SPBC27B12.06	25	1273	250	100	2882	300	0.25	20.3066861957422	0.441707147814018	35.8784337643022	0.0129326612121302	0.0295838291413241	0.56598586017282	0.372719296133592	0.852605955852961	38	87	1
SPBC27B12.07	33	777	77	100	1393	300	0.33	26.8048257783797	0.557788944723618	45.3073802558267	0.0294818638845853	0.060865152615116	0.591621621621622	0.410682363912273	0.847851575928566	47	86	1
SPBC27B12.08	29	2216	1	100	8290	300	0.29	23.5557559870609	0.267310012062726	21.7127221277513	0.00890450364264475	0.0191097216496063	1.08488267148014	0.73818335197525	1.58419592475236	27	102	1
SPBC27B12.14	12	578	0	100	1421	300	0.12	9.74720937395624	0.406755805770584	33.039450024318	0.0111782343964801	0.0376382818592785	0.295017301038062	0.158842710773983	0.534839985220347	32	80	1
SPNCRNA.1431	0	56	56	100	1447	300	0	0	0.0387007601935038	3.14353677114461	0.00162951508688572	0.0869233329225396	0	0.0235790833072364	1.25778062738915	3	97	1
SPBC27B12.13	137	3830	428	100	1541	300	1.37	111.280640352667	2.48539909149903	201.880877689014	0.0300485867280988	0.0425553572646362	0.551219321148825	0.463048721480002	0.655778055448044	169	68	1
SPBC8D2.01	199	1798	59	100	2159	300	1.99	161.641222118108	0.832792959703566	67.6450611948947	0.095333184282165	0.128451226436025	2.38954949944383	2.05824344865194	2.77326197875379	135	164	6.98202263787452e-09
SPBC8D2.04	537	2671	313	90	503	300	5.96666666666667	484.65291053838	5.31013916500994	431.325318718309	0.183045244751419	0.220806609373992	1.12363659054037	1.02301953455515	1.23406360572353	527	100	1
SPBC8D2.06	231	6676	88	100	3295	300	2.31	187.633780448658	2.02610015174507	164.573519930531	0.0302787336450847	0.039530543271287	1.14012133013781	0.997684273605541	1.30253140078891	221	110	1
SPBC8D2.23	37	255	211	100	178	300	0.37	30.0538955696984	1.43258426966292	116.364156852006	0.101164240790445	0.207258996893628	0.258274509803922	0.180072348606993	0.368921014470658	80	57	1
SPBC8D2.11	37	3767	326	100	1623	300	0.37	30.0538955696984	2.32101047443007	188.528125445128	0.00700303575216635	0.0137147816058379	0.159413326254314	0.11365927025766	0.22259090546275	95	42	1
SPBC8D2.13	144	587	62	100	2836	300	1.44	116.966512487475	0.206981664315938	16.8124468221448	0.203559942845404	0.295491483501231	6.95713798977854	5.77295997909565	8.38013847209492	41	203	1.24831644071388e-40
SPBC8D2.15	15	1048	63	100	1990	300	0.15	12.1840117174453	0.526633165829146	42.7766977550508	0.00828263322697247	0.0243084175368861	0.284828244274809	0.164824401216752	0.483737508984033	39	76	1
SPBC8D2.17	498	3141	28	100	1930	300	4.98	404.509189019184	1.62746113989637	132.193370654562	0.144078152278755	0.174457485702641	3.05998089780325	2.78070833897998	3.36702947406096	370	228	1.02646827053515e-23
SPBC8D2.19	0	2	0	100	1658	300	0	0	0.00120627261761158	0.0979815980494193	0.0514242900386907	4.05388820080272	0	0.852614728841493	67.2134663693092	0	100	1
SPBC17A3.02	4	139	4	100	788	300	0.04	3.24906979131875	0.176395939086294	14.3280679249145	0.00907991791802302	0.0805065197273681	0.226762589928058	0.0715497531940214	0.63439137545166	15	89	1
SPRRNA.32	0	23	6	100	186	300	0	0	0.123655913978495	10.0441673656359	0.00399043342974737	0.216691035021888	0	0.0074222061793301	0.403045325140712	11	89	1
SPBC17A3.06	1	221	57	100	983	300	0.01	0.812267447829686	0.224821973550356	18.2615570671781	0.000235235966788581	0.0295811282468903	0.0444796380090498	0.00231236955353175	0.290782490666932	18	83	1
SPBC17A3.07	303	3195	282	100	1484	300	3.03	246.117036692395	2.15296495956873	174.878335297564	0.0841417276170765	0.106869712609055	1.40736150234742	1.24866323783742	1.58594653511837	275	128	1
SPBC17A3.08	82	396	17	100	1446	300	0.82	66.6059307220343	0.273858921161826	22.2446686957508	0.16204394292006	0.264297607212447	2.99424242424242	2.34315541462406	3.82174340029199	39	143	1.21895212359861e-07
SPBC17A3.10	17	339	84	100	1312	300	0.17	13.8085466131047	0.258384146341463	20.9877031108433	0.0297979206651033	0.0832131733638301	0.657935103244838	0.390948719126156	1.09175683453345	24	93	1
SPBC691.01	23	312	13	100	1366	300	0.23	18.6821513000828	0.228404099560761	18.5525215024057	0.0470894969297765	0.114391595502918	1.00698717948718	0.643242528060747	1.56258919456986	22	101	1
SPNCRNA.348	1	0	12	100	118	300	0.01	0.812267447829686	0	0	0.0577765545925511	8.27870929775896	NA	0.0681763344192103	9.76887697135557	0	101	1
SPBC691.04	93	3873	280	100	1811	300	0.93	75.5408726481608	2.13859745996687	173.711310074234	0.0194375646511312	0.0296312708142215	0.434864446165763	0.352014295831987	0.536622314445552	131	62	1
SPBP22H7.03	71	1741	133	100	1035	300	0.71	57.6709887959077	1.68212560386473	136.633587118018	0.0319227369285375	0.05201231639701	0.422085008615738	0.330400327210363	0.538327474709053	107	64	1
SPBP22H7.04	3	266	7	100	2380	300	0.03	2.43680234348906	0.111764705882353	9.07828324044944	0.0028930030897346	0.0362279247434643	0.268421052631579	0.0688534735356835	0.862224608894451	10	93	1
SPBP22H7.06	15	956	404	100	1741	300	0.15	12.1840117174453	0.549109707064905	44.6023940336117	0.009076303498385	0.0266580435052702	0.273169456066946	0.158018443906883	0.464116537426754	40	75	1
SPBP22H7.07	156	1865	169	100	1448	300	1.56	126.713721861431	1.28798342541436	104.618700980826	0.0707890341097566	0.0987901020056335	1.21119571045576	1.02502521390928	1.43048067704157	144	112	1
SPBP22H7.08	244	1879	476	100	351	300	2.44	198.193257270443	5.35327635327635	434.829212100279	0.113377044045864	0.148694915103546	0.455795635976583	0.397953424600981	0.521919152013447	289	55	1
SPNCRNA.1434	1	40	26	100	835	300	0.01	0.812267447829686	0.0479041916167665	3.89110154648952	0.00127611792778602	0.168327520214101	0.20875	0.0106555846970132	1.40553479378775	4	97	1
SPBC32H8.15	2	5	8	100	296	300	0.02	1.62453489565937	0.0168918918918919	1.3720733916042	0.0538788235081954	2.30512923539502	1.184	0.159481317584258	6.82318253676925	1	101	1
SPBC32H8.03	244	2702	118	100	1164	300	2.44	198.193257270443	2.3213058419244	188.552117185207	0.0790352836383556	0.103152627791761	1.05113249444856	0.919970701550459	1.2006965874961	240	104	1
SPBC32H8.05	133	989	231	100	554	300	1.33	108.031570561348	1.78519855595668	145.005867491617	0.111728599420261	0.161765370195385	0.745015166835187	0.618976440788243	0.896180150882432	149	84	1
SPBC32H8.06	7	3	0	100	1258	300	0.07	5.6858721348078	0.00238473767885533	0.193704478814711	0.547198984134646	11.3536365524267	29.3533333333333	6.88376322041384	142.828747829528	0	107	0.00964585995400731
SPBC32H8.07	48	341	4	100	1697	300	0.48	38.9888374958249	0.200942840306423	16.3219328055347	0.102798937022853	0.192210672782431	2.38873900293255	1.74449796127782	3.26181511711785	24	124	0.0369848936610169
SPBC32H8.09	8	319	448	100	1619	300	0.08	6.49813958263749	0.197035206917851	16.0045284655757	0.0115515639864202	0.0520834204032844	0.406018808777429	0.187019820940144	0.843230576329174	17	91	1
SPBC32H8.10	76	2292	898	100	2415	300	0.76	61.7323260350562	0.949068322981366	77.0897304524075	0.0261994401398028	0.0419044317457609	0.800785340314136	0.632716479376237	1.01199202666012	85	91	1
SPBC32H8.11	104	1763	8	100	2018	300	1.04	84.4758145742874	0.873637264618434	70.9627111260524	0.0481522311023772	0.0722019497752643	1.19042541123086	0.971712023645973	1.45703534646483	95	109	1
SPBC11B10.01	17	564	2	100	3204	300	0.17	13.8085466131047	0.176029962546816	14.2983408419458	0.0180009527431926	0.0497571162597763	0.965744680851064	0.576750525891891	1.59421800496323	17	100	1
SPNCRNA.1437	8	69	298	100	480	300	0.08	6.49813958263749	0.14375	11.6763445625517	0.0516654516037551	0.249499092729628	0.556521739130435	0.247994167698025	1.19759564510221	13	95	1
SPBC11B10.03	35	575	7	100	2051	300	0.35	28.429360674039	0.280351048269137	22.7720030473949	0.0425891688127244	0.0865870220965876	1.2484347826087	0.873503852348977	1.77589982320101	29	106	1
SPBC11B10.06	24	297	30	100	981	300	0.24	19.4944187479125	0.302752293577982	24.5915832829171	0.0520598217589268	0.124403330422387	0.792727272727273	0.510706851455072	1.22039667144362	28	96	1
SPBC11B10.08	22	858	46	100	1264	300	0.22	17.8698838522531	0.67879746835443	55.1365087213505	0.0163767869846941	0.0397589432543124	0.324102564102564	0.207002587486533	0.502553042734508	49	73	1
SPBC11B10.09	8	1477	166	100	1687	300	0.08	6.49813958263749	0.87551867219917	71.1155317394456	0.00251336199161017	0.0111610430651633	0.0913744075829384	0.0424004167984636	0.188286796509305	50	58	1
SPBC1215.01	0	228	3	100	4151	300	0	0	0.0549265237292219	4.46150272476918	0.000399030627399672	0.0210892057570357	0	0.0165637613433604	0.875412930974553	5	95	1
SPNCRNA.351	4	86	900	100	376	300	0.04	3.24906979131875	0.228723404255319	18.5784575833386	0.014541269606243	0.131490393317198	0.174883720930233	0.0546751737194738	0.494403878872663	19	85	1
SPBC83.01	139	2943	24	100	3565	300	1.39	112.905175248326	0.825525946704067	67.0547853846498	0.0396885066452184	0.0561728430905254	1.68377505946313	1.41489526190203	2.00256185617723	108	131	0.358271863028956
SPBC83.04	24	291	956	100	672	300	0.24	19.4944187479125	0.433035714285714	35.1740814461962	0.0531149348021453	0.127013137879198	0.554226804123711	0.356932361870416	0.85352828654821	37	87	1
SPBC83.05	375	2675	104	100	2375	300	3.75	304.600292936132	1.12631578947368	91.4869651766068	0.125633923647107	0.156406051645074	3.32943925233645	2.98380568661878	3.71464372657051	251	224	9.25763600251709e-26
SPBC83.07	55	3849	139	100	2727	300	0.55	44.6747096306327	1.41144114411441	114.646769589163	0.0108447776929274	0.0187821881133157	0.389672642244739	0.29573708768613	0.51219026985012	90	65	1
SPBC83.08	65	1565	32	100	1536	300	0.65	52.7973841089296	1.01888020833333	82.7603226467096	0.0321392558452972	0.053573270474231	0.637955271565495	0.493658969783765	0.822885434484188	83	82	1
SPNCRNA.1439	13	10	0	100	1107	300	0.13	10.5594768217859	0.00903342366757001	0.733755598762138	0.535428001833244	3.18757201070523	14.391	5.92718798029401	35.2864221585068	1	112	5.88283757581468e-05
SPBC83.10	9	336	24	100	929	300	0.09	7.31040703046718	0.361679224973089	29.378026100191	0.0129490709795691	0.0533877760385557	0.248839285714286	0.120296869400197	0.495972439398183	28	81	1
SPBC83.11	47	2625	106	100	2184	300	0.47	38.1765700479953	1.20192307692308	97.6282990179912	0.0132663409566747	0.0240902524069676	0.39104	0.289736886493775	0.526131112568172	80	67	1
SPBC83.12	9	60	10	100	752	300	0.09	7.31040703046718	0.0797872340425532	6.48085729651345	0.0695349920523924	0.312665305039136	1.128	0.522903140233991	2.3512430938943	8	101	1
SPBC83.13	263	9012	535	100	1266	300	2.63	213.626338779208	7.11848341232227	578.211235374497	0.0257644279026926	0.0330482879436687	0.369460719041278	0.326177657248088	0.418391325366845	318	45	1
SPBC83.15	224	1232	128	100	1532	300	2.24	181.94790831385	0.804177545691906	65.3207242641106	0.15727456106321	0.210136461791858	2.78545454545455	2.40944627548837	3.21929059465127	144	180	1.72787614899629e-13
SPBC83.17	398	374	667	100	465	300	3.98	323.282444236215	0.804301075268817	65.3307581695275	0.921802837463796	1.2285417490503	4.94839572192513	4.28638319420665	5.71271913308389	221	277	1.14111155662563e-34
SPNCRNA.1441	5	131	497	100	705	300	0.05	4.06133723914843	0.185815602836879	15.0931965483247	0.0138009654253936	0.0965760114495429	0.269083969465649	0.0972968062490248	0.680860880719278	16	89	1
SPBC29B5.01	48	4618	52	100	3442	300	0.48	38.9888374958249	1.34166182452063	108.978822605389	0.00773521966582244	0.0139249735166582	0.357765266349069	0.266246260897608	0.479297588443376	84	64	1
SPNCRNA.1442	2	80	56	100	794	300	0.02	1.62453489565937	0.100755667506297	8.18405488997165	0.00425384153375414	0.103145545644734	0.1985	0.0337755017780078	0.818975632419189	9	93	1
SPNCRNA.1443	2	1569	78	100	2477	300	0.02	1.62453489565937	0.633427533306419	51.4512565863859	0.000220587090066723	0.00514723499952286	0.0315742511153601	0.00546394222095274	0.127497010938181	39	63	1
SPNCRNA.1445	1	60	81	100	767	300	0.01	0.812267447829686	0.0782268578878748	6.35411302083197	0.000857068701558265	0.11087817119528	0.127833333333333	0.00657371694095189	0.850435573067794	7	94	1
SPBC27.03	0	37	8	100	1968	300	0	0	0.0188008130081301	1.5271288399237	0.00247136631781596	0.132669995524611	0	0.0486364891346181	2.61094551192435	1	99	1
SPBC27.04	25	1050	55	100	2999	300	0.25	20.3066861957422	0.350116705568523	28.4388402874682	0.0156657096081157	0.0358986444653384	0.714047619047619	0.46981463114739	1.0766003475155	32	93	1
SPBC27.05	13	11	17	100	126	300	0.13	10.5594768217859	0.0873015873015873	7.09122375089409	0.497840372566407	2.8218586925683	1.48909090909091	0.627278869433673	3.55554195263606	9	104	1
SPNCRNA.1448	5	193	592	100	1809	300	0.05	4.06133723914843	0.106688778330569	8.66598216866387	0.00942146113620716	0.0651360008634237	0.468652849740933	0.170434231953988	1.17831025561933	10	95	1
SPNCRNA.358	3	3	17	100	109	300	0.03	2.43680234348906	0.0275229357798165	2.23559848026519	0.162070833932487	6.17014163335868	1.09	0.176657208986411	6.72545438036097	2	101	1
SPBC28F2.02	135	2195	608	100	1169	300	1.35	109.656105457008	1.87767322497861	152.517283831152	0.0514841376739202	0.0734273296070904	0.718974943052392	0.601849569408128	0.858365483106886	153	82	1
SPBC28F2.03	1249	4354	873	100	510	300	12.49	1014.52204233928	8.53725490196078	693.453425068717	0.269233163600035	0.305641000667563	1.46299954065227	1.37308913436018	1.55876910340457	1207	142	1
SPNCRNA.1449	5	101	27	100	996	300	0.05	4.06133723914843	0.10140562248996	8.23684861755003	0.0178060808869474	0.125998019472127	0.493069306930693	0.177348565633996	1.25494027394239	9	96	1
SPBC28F2.07	19	142	13	100	1225	300	0.19	15.433081508764	0.115918367346939	9.4156716401482	0.0803537320689573	0.220301461860512	1.63908450704225	0.984333217844726	2.69869290779128	12	107	1
SPBC28F2.09	170	2004	118	100	1283	300	1.7	138.085466131047	1.56196414653157	126.873263090467	0.0723010495009053	0.0994882081145136	1.08837325349301	0.927622465096615	1.27643371010921	164	106	1
SPNCRNA.1450	0	27	13	100	966	300	0	0	0.0279503105590062	2.27031274238111	0.00339432100419189	0.183491530730493	0	0.0327891409004937	1.77252818685656	2	98	1
SPBC28F2.11	118	1778	314	100	1423	300	1.18	95.847558843903	1.24947294448349	101.490619974784	0.0548305727214908	0.0802696214874953	0.944398200224972	0.780239049826814	1.14223671376706	121	97	1
SPBC28F2.12	887	8926	85	100	5344	300	8.87	720.481226224932	1.67028443113772	135.67176720299	0.092689146199864	0.106534249723663	5.31047277615953	4.95330797292073	5.69319030523257	617	370	1.49530600806531e-76
SPNCRNA.359	0	15	0	0	619	37	NA	NA	0.024232633279483	1.96833791881184	0.00615095181701504	0.339527058120729	NA	NA	NA	0	0	1
SPNCRNA.364	0	0	0	0	35	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPNCRNA.366	0	0	0	0	35	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPNCRNA.368	0	0	1	0	14	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPNCRNA.370	0	0	0	100	277	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.373	0	0	0	0	35	35	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPNCRNA.374	0	0	0	100	249	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC21B10.13c	1	160	1	100	1754	300	0.01	0.812267447829686	0.0912200684150513	7.40950921623431	0.000324415009699036	0.0409604394139384	0.109625	0.00569023927012109	0.718446107320479	8	93	1
SPBC21B10.14	84	312	131	100	308	300	0.84	68.2304656176937	1.01298701298701	82.2816375723578	0.210004720019633	0.344789619590745	0.829230769230769	0.646814537660471	1.06195202833949	92	92	1
SPBC21B10.08c	0	1692	146	100	1163	300	0	0	1.4548581255374	118.173389658455	5.37247264326138e-05	0.00283204652875744	0	0.000624818568411299	0.032936701129449	59	41	1
SPBC21B10.06c	12	876	182	100	1848	300	0.12	9.74720937395624	0.474025974025974	38.5035868127059	0.00739149668090962	0.0247787323766476	0.253150684931507	0.13659485866321	0.457910974320447	36	76	1
SPBC21B10.05c	147	1692	411	100	1220	300	1.47	119.403314830964	1.38688524590164	112.652173912117	0.0731289930933625	0.103160359983987	1.05992907801418	0.892173715739023	1.25855639180464	143	104	1
SPBC21B10.04c	172	1515	1131	100	421	300	1.72	139.710001026706	3.59857482185273	292.300518637049	0.0966500326020411	0.133306109536435	0.47796699669967	0.406896637254593	0.561218721148393	212	60	1
SPBC21B10.03c	122	3034	104	100	2590	300	1.22	99.0966286352217	1.17142857142857	95.1513296029061	0.0334074450487537	0.0483648724007319	1.04146341463415	0.865252826762721	1.25265019517896	119	103	1
SPBC19C2.01	26	1750	53	100	3184	300	0.26	21.1189536435718	0.549623115577889	44.6440965358653	0.00987767666243246	0.0221782142885799	0.473051428571429	0.31450522493185	0.706154342948384	44	82	1
SPBC19C2.02	28	147	133	100	1213	300	0.28	22.7434885392312	0.12118713932399	9.84363683684781	0.124433295741987	0.289816979633382	2.31047619047619	1.5093758773503	3.51547996295292	13	115	1
SPBC19C2.03	30	267	92	100	350	300	0.3	24.3680234348906	0.762857142857143	61.9644024487218	0.0755688333369168	0.166102029297657	0.393258426966292	0.264490916679209	0.5813571025418	56	74	1
SPNCRNA.108	12	47	135	100	124	300	0.12	9.74720937395624	0.379032258064516	30.7875564903188	0.128493905092897	0.497079424670806	0.316595744680851	0.159332442315192	0.6163784865918	30	82	1
SPBC19C2.05	12	1502	24	100	3590	300	0.12	9.74720937395624	0.418384401114206	33.9840029704788	0.00431842374114736	0.0144252557965018	0.286817576564581	0.15503141230719	0.517866683094415	33	79	1
SPNCRNA.1452	31	32	9	100	362	300	0.31	25.1802908827203	0.0883977900552486	7.18026473219612	0.575374776868795	1.63064962066861	3.506875	2.08285669226504	5.90295162682035	10	121	0.0481386328668111
SPNCRNA.1453	0	14	3	100	1299	300	0	0	0.0107775211701309	0.875422961479262	0.0065974714867639	0.365411596620526	0	0.085701154613063	4.74669664010064	1	99	1
SPBC19C2.07	699	20000	1884	100	1079	300	6.99	567.774946032951	18.5356811862836	1505.59304509673	0.0323868589373492	0.0377140102537311	0.3771105	0.349454207933998	0.406934170637759	758	41	1
SPBC19C2.08	386	653	540	100	1187	300	3.86	313.535234862259	0.550126368997473	44.6849741729389	0.520176030384122	0.67168948376572	7.01656967840735	6.17448948065953	7.97295417229909	172	314	1.57154225269899e-65
SPBC19C2.09	338	3544	99	100	3098	300	3.38	274.546397366434	1.14396384764364	92.9204594934929	0.0851637274019539	0.106788780396809	2.9546388261851	2.63837227491253	3.30831641669313	233	205	7.41642151785376e-20
SPBC19C2.10	3	939	21	100	1913	300	0.03	2.43680234348906	0.490852064819655	39.8703153952993	0.000823532793755025	0.0102041867641941	0.0611182108626198	0.0157541823445336	0.195206092799033	33	70	1
SPBC19C2.12	28	424	117	100	834	300	0.28	22.7434885392312	0.508393285371703	41.2951316402622	0.0441553289523101	0.0981165024380291	0.550754716981132	0.368255443462266	0.818291630333163	43	85	1
SPBC19C2.14	57	1232	178	100	1537	300	0.57	46.2992445262921	0.801561483409239	65.10823004074	0.0351393096831788	0.0607778407728772	0.711112012987013	0.540091189830458	0.934155412679122	69	88	1
SPBC2F12.15c	49	1776	270	100	1047	300	0.49	39.8011049436546	1.69627507163324	137.782902325265	0.0205451878119682	0.0369436560760096	0.288868243243243	0.215108116391307	0.38680007911582	93	56	1
SPBC2F12.14c	241	8029	329	100	1803	300	2.41	195.756454926954	4.45313366611204	361.713551781728	0.0263488143627182	0.0341850694739571	0.541191929256445	0.475069122959809	0.616356802615447	278	63	1
SPNCRNA.1455	0	35	57	100	364	300	0	0	0.0961538461538462	7.81026392143929	0.00261349347422073	0.140450384980723	0	0.00951311624616346	0.51123940132983	8	92	1
SPBC2F12.12c	12	340	21	100	1930	300	0.12	9.74720937395624	0.176165803108808	14.3093747286059	0.018919423088108	0.0642799097517573	0.681176470588235	0.365144865600484	1.24060225820892	16	96	1
SPBC2F12.11c	12	735	30	100	1427	300	0.12	9.74720937395624	0.515066573230554	41.8371810900364	0.00880239169465957	0.0295568908652598	0.232979591836735	0.125610129482792	0.421776832647258	38	74	1
SPNCRNA.376	0	0	0	100	301	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC2F12.09c	0	1	1	100	2030	300	0	0	0.000492610837438424	0.0400131747699353	0.120791776113059	17.3080587281839	0	2.4520730550951	351.353592182134	0	100	1
SPBC2F12.08c	29	468	262	100	1477	245	0.29	23.5557559870609	0.316858496953284	25.7373842643394	0.0417710596973252	0.0913503968277707	0.915235042735043	0.616958551729493	1.34924536114617	31	98	1
SPBC2F12.07c	233	1167	505	45	660	300	5.17777777777778	420.574034098482	1.76818181818182	143.62365327534	0.173015943339424	0.230344285951514	2.92830619822908	2.53756716897822	3.3783828606222	177	101	2.6265044038293e-08
SPBC2F12.05c	22	640	5	100	4228	295	0.22	17.8698838522531	0.151371807000946	12.2954391346026	0.0219126972979511	0.0534074802562646	1.453375	0.926468841757373	2.25806826523487	16	106	1
SPBC2F12.03c	49	5361	52	100	3922	300	0.49	39.8011049436546	1.36690464048955	111.0292143757	0.0068247013921216	0.0122053024655449	0.358474165267674	0.267664788599009	0.47869196269867	86	63	1
SPBC2F12.02c	81	1190	22	100	1258	300	0.81	65.7936632742046	0.945945945945946	76.8361099298352	0.0539817676723513	0.0857143954692956	0.856285714285714	0.67909063731818	1.07828709500374	87	94	1
SPBC1D7.02c	120	3422	61	100	3327	300	1.2	97.4720937395624	1.02855425308085	83.5461138104354	0.0291018110767235	0.0422239050679482	1.1666861484512	0.96821725452259	1.40478932161064	111	109	1
SPNCRNA.1461	7	272	54	100	694	300	0.07	5.6858721348078	0.39193083573487	31.8352659668119	0.0111610380740905	0.0562133951085791	0.178602941176471	0.0774576042341884	0.390120962053539	30	77	1
SPBC11G11.01	36	947	81	100	1570	300	0.36	29.2416281218687	0.603184713375796	48.9947307703639	0.0268415226330942	0.0535931193049606	0.596832101372756	0.421411905339578	0.841411973087882	51	85	1
SPBC11G11.03	386	5178	312	100	1207	300	3.86	313.535234862259	4.28997514498757	348.460716227184	0.0671278329952516	0.082773896307816	0.899772112784859	0.810232944252687	0.999080928435339	394	92	1
SPBC11G11.04	80	281	54	100	668	300	0.8	64.9813958263749	0.420658682634731	34.1687354551111	0.220321351847225	0.367465511893219	1.90177935943061	1.47174663033946	2.4546696194467	53	127	0.581159907966331
SPBC11G11.05	112	384	49	100	727	300	1.12	90.9739541569249	0.528198074277854	42.9038101742228	0.234958440828743	0.361815484230831	2.12041666666667	1.70814786482496	2.63039857035814	73	139	0.00333000691474724
SPBC11G11.07	70	3166	81	100	2854	300	0.7	56.858721348078	1.10932025227751	90.1064730143233	0.0173152566699943	0.0281844584075089	0.631017056222363	0.494177425361638	0.804384442950305	89	81	1
SPBC18H10.02	418	6576	278	100	2456	300	4.18	339.527793192809	2.67752442996743	217.486593523128	0.0575067240923666	0.0702524817831324	1.56114355231144	1.41236514370852	1.72540095259373	377	141	0.200037754769411
SPBC18H10.03	69	3885	349	100	1354	274	0.69	56.0464539002484	2.86927621861152	233.061967120999	0.0138912154209615	0.0226684804180177	0.240478764478764	0.188087056799819	0.306931224859959	125	44	1
SPBC18H10.05	188	885	88	100	2532	300	1.88	152.706280191981	0.349526066350711	28.3908645864642	0.180906737669517	0.24936112129899	5.37871186440678	4.58055859779216	6.31382359129044	74	214	8.16773794641632e-37
SPBC18H10.07	4	323	4	100	3403	300	0.04	3.24906979131875	0.0949162503673229	7.70973804434289	0.00394118364336194	0.0343099500036391	0.421424148606811	0.134118479383607	1.16756759862384	9	95	1
SPBC18H10.09	4	167	17	100	2700	300	0.04	3.24906979131875	0.0618518518518519	5.02402458472436	0.0075766093611944	0.0668172283759386	0.646706586826347	0.204568452752249	1.80406516615034	6	98	1
SPBC18H10.13	151	1032	1101	96	346	300	1.57291666666667	127.762900648211	2.98265895953757	242.271678080993	0.122875974275532	0.174146190561221	0.527353843669251	0.442865490618064	0.627651895147735	184	63	1
SPBC18H10.14	374	3397	1478	100	613	300	3.74	303.788025488303	5.5415986949429	450.126022883759	0.098798715369032	0.122671860666374	0.674895496025905	0.605636125212166	0.751978505884871	401	73	1
SPBC18H10.15	12	176	71	100	1489	300	0.12	9.74720937395624	0.118200134318334	9.60101214358797	0.0361904306370966	0.125463738062831	1.01522727272727	0.538875512186368	1.86815505975555	11	101	1
