Cdk9as_3MBPP1_combined_pr_counts	Cdk9as_3MBPP1_combinedgb_counts	Cdk9as_3MBPP1_combinedterm_counts	Cdk9as_3MBPP1_combinedpr_map	Cdk9as_3MBPP1_combinedgb_map	Cdk9as_3MBPP1_combinedterm_map	Cdk9as_3MBPP1_combinedpr_density	Cdk9as_3MBPP1_combinedpr_densityRPKM	Cdk9as_3MBPP1_combinedgb_density	Cdk9as_3MBPP1_combinedgb_densityRPKM	Cdk9as_3MBPP1_combinedpause_index_CI_low	Cdk9as_3MBPP1_combinedpause_index_CI_high	Cdk9as_3MBPP1_combinedpause_index_scaled	Cdk9as_3MBPP1_combinedpause_index_CI_low_scaled	Cdk9as_3MBPP1_combinedpause_index_CI_high_scaled	Cdk9as_3MBPP1_combined_ExpPR	Cdk9as_3MBPP1_combined_ExpGB	Cdk9as_3MBPP1_combinedFexact_Pval
SPBC1773.15	88	1191	54	100	1729	300	0.88	43.696254227985	0.688837478311162	34.2041108796008	0.0591314867972601	0.0922183084014527	1.27751469353484	1.02238340672463	1.59445455226112	76	112	1
SPNCRNA.301	7	323	27	100	709	300	0.07	3.47583840449881	0.455571227080395	22.6213138152955	0.00941403083046121	0.0472552009681337	0.153653250773994	0.06674547858797	0.335039374864068	33	74	1
SPNCRNA.1339	1	37	5	100	459	300	0.01	0.49654834349983	0.0806100217864924	4.0026772787568	0.0013771155727744	0.182508731776351	0.124054054054054	0.00632096047903449	0.837715078853453	7	94	1
SPNCRNA.1340	6	133	83	100	757	300	0.06	2.97929006099898	0.175693527080581	8.72403298355051	0.0179853643094842	0.105776282587339	0.341503759398496	0.136149207822795	0.800726459186155	15	91	1
SPBC1271.15c	11	1674	100	100	3003	300	0.11	5.46203177849813	0.557442557442557	27.6797178494411	0.00344888452055902	0.0121768876747427	0.197329749103943	0.103570002152387	0.365671936872524	39	72	1
SPNCRNA.1342	6	18	17	100	274	300	0.06	2.97929006099898	0.0656934306569343	3.26199641715217	0.118575044140478	0.88865760334922	0.913333333333333	0.324895620944911	2.43492183317686	6	100	1
SPBC1271.10c	465	4204	18	100	2619	300	4.65	230.894979727421	1.60519282168767	79.7055836606828	0.100384813382668	0.121863105629351	2.89684823977165	2.62907826249208	3.1915947364327	348	217	3.35992857783873e-21
SPNCRNA.1343	0	254	105	100	1342	300	0	0	0.189269746646796	9.39815791720989	0.000358149190971556	0.0189227569049333	0	0.00480636214283828	0.253943397664205	15	85	1
SPBC1271.08c	16	717	23	100	1803	300	0.16	7.94477349599727	0.397670549084859	19.7462652406754	0.0131287576284471	0.0373395623174121	0.40234309623431	0.236711500040902	0.673232308582939	33	83	1
SPBC1271.07c	14	597	15	100	1589	300	0.14	6.95167680899761	0.375707992448081	18.6557181289741	0.0132579629036474	0.0406922447011135	0.372629815745394	0.210669030538958	0.646599768300693	31	83	1
SPBC1271.06c	19	18	0	100	491	300	0.19	9.43441852649676	0.0366598778004073	1.82034015946984	0.53058668951334	2.10198788628495	5.18277777777778	2.6051806455105	10.3207605216591	4	115	0.0289779402303529
SPNCRNA.1348	0	3	1	100	696	300	0	0	0.00431034482758621	0.214029458405099	0.0327971598819604	2.22593021867193	0	0.228268232778444	15.4924743219567	0	100	1
SPBC1271.05c	0	3172	180	100	2256	300	0	0	1.40602836879433	69.816105743859	2.86559480727113e-05	0.00151028565968455	0	0.000646478188520367	0.0340720444824835	58	42	1
SPBC1271.04c	48	1671	752	100	1987	300	0.48	23.8343204879918	0.840966280825365	41.7580413683047	0.021319125661636	0.0385891338990903	0.570771992818672	0.423611026896708	0.766766090574925	67	81	1
SPBC1271.03c	406	1130	281	100	1163	300	4.06	201.598627460931	0.971625107480653	48.2458837622362	0.320239579454528	0.403070300954806	4.17856637168142	3.72438630905616	4.6877076001044	249	257	1.70518025735944e-35
SPNCRNA.1349	15	43	15	100	264	300	0.15	7.44822515249744	0.162878787878788	8.08771923124722	0.185531052742745	0.647269073132379	0.92093023255814	0.489801979240848	1.70879035306948	16	99	1
SPBC1271.01c	4	192	138	100	2257	300	0.04	1.98619337399932	0.0850686752326097	4.22407097704773	0.00660084351759105	0.0580097051392565	0.470208333333333	0.14898103819203	1.30927904499302	8	96	1
SPBC106.01	75	2122	69	100	2320	300	0.75	37.2411257624872	0.914655172413793	45.417051073562	0.0278738522304338	0.0447482988953797	0.819981149858624	0.646673371746064	1.03816053437281	83	92	1
SPNCRNA.305	3	1	16	100	99	300	0.03	1.48964503049949	0.0101010101010101	0.501563983333161	0.281109371130232	74.8083338953006	2.97	0.27829827741893	74.0602505563476	1	102	1
SPBC106.03	66	2606	454	100	1473	300	0.66	32.7721906709888	1.76917854718262	87.8482676958965	0.01967707020826	0.0325368920815673	0.373054489639294	0.28984324416767	0.479268420361487	106	60	1
SPBC106.04	392	3756	26	100	2792	300	3.92	194.646950651933	1.34527220630373	66.7992685596476	0.0939210529102345	0.115959349879939	2.91390841320554	2.62227579725375	3.23758504864789	282	210	2.65995016574256e-20
SPBC106.06	865	5473	296	100	1585	300	8.65	429.514317127353	3.45299684542587	171.457986370635	0.147012414480372	0.169907292351262	2.50507034533163	2.3301467695139	2.69303058376751	748	217	9.33048284176862e-17
SPNCRNA.1351	78	1602	48	100	974	300	0.78	38.7307707929867	1.64476386036961	81.6704770314915	0.0385226649893794	0.0614514326079924	0.474232209737828	0.375210756996555	0.598536953601846	110	68	1
SPNCRNA.1352	57	91	4	100	1241	300	0.57	28.3032555794903	0.0733279613215149	3.64108777264178	0.443871619152572	0.882925981471992	7.7732967032967	5.50844679368342	10.9571114300674	10	147	2.01134437105626e-18
SPBC106.09	45	1905	501	100	4935	300	0.45	22.3446754574923	0.386018237082067	19.1676716183825	0.0173675943680912	0.0320231410136431	1.16574803149606	0.857090782065299	1.58034200902329	40	105	1
SPBC106.10	194	1747	43	100	1972	300	1.94	96.3303786389669	0.885902636916836	43.9893486863186	0.0954623979467888	0.129132416739666	2.18985689753864	1.88251848751068	2.54649125810622	138	156	1.29985558218113e-06
SPNCRNA.1353	8	164	23	100	737	300	0.08	3.97238674799864	0.222523744911805	11.0493796925335	0.0222725518442719	0.102262959333959	0.359512195121951	0.164148707092284	0.75367801029128	19	89	1
SPBC106.13	15	1630	34	100	1480	300	0.15	7.44822515249744	1.10135135135135	54.6874189124812	0.00533270029732143	0.0156064987050699	0.136196319018405	0.0789239644003572	0.230976180835034	60	55	1
SPNCRNA.1354	23	39	1	100	2036	300	0.23	11.4206119004961	0.0191552062868369	0.95114859511264	0.341350995292811	1.01404623548539	12.0071794871795	6.94990626416164	20.6459813544826	2	121	1.33099685627505e-10
SPBC106.15	472	2600	200	100	850	300	4.72	234.37081813192	3.05882352941176	151.885375658771	0.164374943067628	0.200476898386819	1.54307692307692	1.39718701607483	1.70405363628796	431	141	0.525453131192662
SPBC106.16	14	5627	126	100	1419	300	0.14	6.95167680899761	3.96546863988724	196.904688433653	0.00141496137737065	0.00429089744609282	0.0353047805224809	0.0200783019448895	0.0608878347600571	91	23	1
SPBC106.18	344	8500	787	100	777	300	3.44	170.812630163941	10.9395109395109	543.199603571242	0.0362793165220832	0.0451391967860607	0.314456470588235	0.281890289376587	0.350731559027692	406	38	1
SPBC106.19	212	3374	129	100	2060	300	2.12	105.268248821964	1.6378640776699	81.3278694644867	0.0545523169993365	0.0723490884491882	1.29436870183758	1.12377773018633	1.49039122205328	193	119	1
SPBC106.20	38	1400	149	100	2469	300	0.38	18.8688370529935	0.567031186715269	28.155839647621	0.0193869262249596	0.0378406201842043	0.670157142857143	0.478663208494252	0.934284912348004	49	89	1
SPBC582.03	453	13851	156	100	2965	300	4.53	224.936399605423	4.67150084317032	231.962600533428	0.0297490593213599	0.035951501680094	0.96970976824778	0.882059608878322	1.06596202481479	455	98	1
SPNCRNA.1356	66	207	12	100	1012	300	0.66	32.7721906709888	0.204545454545455	10.1566706624965	0.239314909571391	0.424170014799945	3.22666666666667	2.42186688486247	4.29260054977544	28	138	7.92250641591925e-07
SPBC582.08	346	5205	115	100	1754	300	3.46	171.805726850941	2.96750285062714	147.350862480993	0.0595277742924495	0.0742209527246139	1.16596349663785	1.04411716108956	1.30183551078973	333	113	1
SPBC582.09	103	2444	276	100	1193	300	1.03	51.1444793804825	2.04861693210394	101.723734410191	0.0344233053028538	0.051548147075099	0.502778232405892	0.410670032263046	0.614969394605931	136	67	1
SPNCRNA.1357	2	388	3	100	1952	300	0.02	0.993096686999659	0.198770491803279	9.86991584415645	0.00088953574760719	0.0208879288078404	0.100618556701031	0.0173637377932924	0.407732370329046	16	86	1
SPNCRNA.1358	4	169	55	100	1332	300	0.04	1.98619337399932	0.126876876876877	6.3000503041645	0.00748805581570357	0.0660154011673858	0.315266272189349	0.0997409034651716	0.879325143549578	11	93	1
SPBC428.04	20	284	98	100	358	300	0.2	9.93096686999659	0.793296089385475	39.390985908925	0.0434914761109356	0.112793517655003	0.252112676056338	0.155699484477149	0.403800793204909	53	67	1
SPNCRNA.1360	23	385	98	100	493	300	0.23	11.4206119004961	0.780933062880324	38.7771018757473	0.0382744484705516	0.0924197725187328	0.294519480519481	0.188693030959819	0.455629478517353	53	70	1
SPBC428.07	11	85	14	100	2193	300	0.11	5.46203177849813	0.0387596899224806	1.92460598255748	0.0653778142652239	0.249645017405388	2.838	1.43373546683636	5.47471523170015	4	107	1
SPNCRNA.1361	2	24	3	100	1117	300	0.02	0.993096686999659	0.0214861235452104	1.06688990546069	0.0136196282081625	0.36239285157422	0.930833333333333	0.152131247085176	4.04792815208403	2	100	1
SPBC428.10	3	821	25	100	2979	254	0.03	1.48964503049949	0.275595837529372	13.6846656600658	0.000941635500857611	0.0116745973470335	0.108855054811206	0.0280513215705482	0.347786254968129	22	81	1
SPBC428.11	131	6611	250	100	1668	300	1.31	65.0478329984777	3.96342925659472	196.803423194087	0.0166019982725198	0.023635329302303	0.33052185751021	0.276921331185631	0.394237292762414	184	47	1
SPBC428.14	0	2721	927	100	2571	300	0	0	1.0583430571762	52.5518491895386	3.34059987668576e-05	0.0017606956348851	0	0.000858868228295909	0.045267484772896	51	49	1
SPBC428.15	229	1695	33	100	1387	300	2.29	113.709570661461	1.22206200432588	60.6812863902099	0.1173953653746	0.155441032820024	1.8738820058997	1.6282737177457	2.15596712521373	180	149	0.00112613738860936
SPBC428.18	2	397	40	100	1349	300	0.02	0.993096686999659	0.294292068198666	14.6130238969186	0.000869442674576575	0.0204122333606074	0.0679596977329975	0.011728781680038	0.275361028034594	23	79	1
SPBC902.03	36	1585	26	100	1445	300	0.36	17.8757403659939	1.09688581314879	54.4656833527495	0.0160792883779006	0.0319355456025365	0.328201892744479	0.232345717060663	0.461468633956652	71	65	1
SPBC902.04	88	3027	71	100	2166	300	0.88	43.696254227985	1.39750692520776	69.3929748741452	0.0233772733550347	0.0361100143407756	0.629692765113974	0.506351740870052	0.782142910621201	109	79	1
SPBC902.06	371	1809	414	100	1545	300	3.71	184.219435438437	1.17087378640777	58.139543908815	0.183111766304143	0.22966868650242	3.16857379767828	2.82907678939902	3.54838120646239	254	217	2.60157406755059e-22
SPBC1685.01	91	3777	143	100	2498	300	0.91	45.1858992584845	1.51200960768615	75.0785866052384	0.0194565342954367	0.0298008478944625	0.601848027535081	0.486024226700009	0.744425180403673	114	77	1
SPBC1685.03	46	947	126	100	1213	300	0.46	22.8412238009922	0.780708985985161	38.7659753746363	0.0357041650214894	0.0658765429381932	0.589208025343189	0.433091521710667	0.799082465840283	64	82	1
SPBC1685.16	661	3530	314	100	984	300	6.61	328.218455053387	3.58739837398374	178.131672007561	0.172171454188388	0.203643222892369	1.84256090651558	1.69416710921374	2.00384931326091	595	166	5.09293959796077e-05
SPBC1685.04	56	159	55	100	1371	300	0.56	27.8067072359905	0.115973741794311	5.75865693774419	0.256677201385565	0.482400577089814	4.82867924528302	3.51904443099609	6.61371191190135	16	140	1.80282721787927e-11
SPBC1685.05	22	1043	15	100	4506	300	0.22	10.9240635569963	0.231469152241456	11.4935624116805	0.0134856102417825	0.0326729805465473	0.950450623202301	0.607661597494719	1.47224450342742	22	100	1
SPBC1685.06	4	27	5	100	1477	300	0.04	1.98619337399932	0.018280297901151	0.907705164149993	0.0440177542105628	0.444297058058884	2.18814814814815	0.650142229690012	6.56226754752972	1	103	1
SPBC1685.08	125	1659	59	100	1599	300	1.25	62.0685429374787	1.0375234521576	51.518055151108	0.0625467346540394	0.0907036771113652	1.20479204339964	1.00012228711809	1.45035179701073	114	111	1
SPBC1685.09	1042	3854	2125	100	252	300	10.42	517.403373926822	15.2936507936508	759.403696765216	0.252331123074888	0.289688132713556	0.681328489880643	0.635874430148717	0.730014094438161	1071	71	1
SPBC1685.10	302	6865	2412	100	462	300	3.02	149.957599736949	14.8593073593074	737.83644548189	0.0391341840633088	0.0494420248160933	0.203239621267298	0.180799930372487	0.228422154650351	376	26	1
SPBC1685.11	499	451	3	100	1315	300	4.99	247.777623406415	0.342965779467681	17.0299089671805	0.972173394054383	1.25924507153953	14.54955654102	12.7840801318151	16.5590726907448	152	447	5.52579445677164e-137
SPRRNA.29	2	0	1	18	76	300	0.111111111111111	5.51720381666477	0	0	0.246676758328458	19.4460633145857	NA	1.04152409072015	82.1056006615842	0	20	1
SPBC1685.17	227	582	103	100	455	300	2.27	112.716473974461	1.27912087912088	63.5145353663518	0.333567530958426	0.455964423597648	1.77465635738832	1.51773226586084	2.0746381273693	183	144	0.0702152665032486
SPNCRNA.1367	120	191	245	100	2241	300	1.2	59.5858012199796	0.0852298081213744	4.23207200394768	0.496802108868502	0.794246257205574	14.0795811518325	11.1333352597431	17.7990586239769	17	203	7.1842837155055e-58
SPBC1685.13	52	13507	85	100	2775	300	0.52	25.8205138619911	4.86738738738739	241.689314437917	0.00290243146608402	0.00509288938787057	0.106833493743985	0.0805424731838316	0.141327680513408	126	26	1
SPNCRNA.133	679	3658	595	100	876	300	6.79	337.156325236384	4.17579908675799	207.348611931778	0.17087446513278	0.201629205240448	1.62603608529251	1.49686031456315	1.76627183790632	628	151	0.0327230230319067
SPBC649.02	192	6391	850	100	491	300	1.92	95.3372819519673	13.0162932790224	646.321886620654	0.0259534203808339	0.0347624358062897	0.147507432326709	0.127431294069894	0.170683559808882	271	21	1
SPBC649.03	37	1113	85	100	1159	300	0.37	18.3722887094937	0.960310612597066	47.684064393038	0.023608090536237	0.0466056895939681	0.38529200359389	0.273617769314987	0.54015994239409	67	70	1
SPBC649.04	936	5315	1267	100	550	300	9.36	464.76924951584	9.66363636363636	479.846262854835	0.16418223305054	0.188888540052763	0.968579492003763	0.903002281777968	1.0388869702902	938	98	1
SPBC649.05	16	546	95	100	1803	300	0.16	7.94477349599727	0.302828618968386	15.0369049113093	0.017208994209435	0.049126497042277	0.528351648351648	0.310278165596112	0.885750741672254	26	90	1
SPBC354.01	44	812	36	100	1297	300	0.44	21.8481271139925	0.626060138781804	31.0869124843378	0.0395098608449909	0.0740681839579621	0.702807881773399	0.512442895159532	0.960664345934768	55	89	1
SPNCRNA.66	3	0	1	100	236	300	0.03	1.48964503049949	0	0	0.449250381531113	30.4904450141133	NA	1.06023090041343	71.9574502333074	0	103	1
SPBC354.03	30	2039	439	100	1663	300	0.3	14.8964503049949	1.22609741431149	60.8816640045792	0.0100764192007998	0.0213526023230295	0.244678764100049	0.1675708513093	0.355093776631981	71	59	1
SPBC354.04	26	858	31	100	887	300	0.26	12.9102569309956	0.967305524239008	48.0313955719114	0.020083455925756	0.0453806927919976	0.268787878787879	0.178140254061456	0.402526745065019	61	65	1
SPBC354.06	2	4318	120	100	2299	300	0.02	0.993096686999659	1.87820791648543	93.2621029679106	8.01998369560215e-05	0.00186893478226965	0.0106484483557202	0.00184379425161893	0.0429668106443792	66	36	1
SPNCRNA.1370	1	66	81	100	370	300	0.01	0.49654834349983	0.178378378378378	8.85734882999696	0.000780207771224561	0.100578560278423	0.0560606060606061	0.00288676875353088	0.372140673030166	15	86	1
SPNCRNA.1371	31	294	16	100	1213	300	0.31	15.3929986484947	0.24237427864798	12.0350546569621	0.0714866511000657	0.154671815416151	1.27901360544218	0.867133077843797	1.87616912099791	25	106	1
SPBC354.10	609	9154	348	100	3183	300	6.09	302.397941191396	2.87590323594094	142.802498787227	0.0612351757921751	0.0722743561586606	2.1175955866288	1.94911564546493	2.30049275653017	526	183	7.05376424169113e-10
SPNCRNA.312	96	3	0	100	816	300	0.96	47.6686409759836	0.00367647058823529	0.182554538051408	9.82283038976787	126.246739564931	261.12	80.1542959805058	1030.17339484983	0	196	9.91519096789272e-71
SPNCRNA.313	1	0	2	100	297	300	0.01	0.49654834349983	0	0	0.0577765545925511	8.27870929775896	NA	0.171596367139877	24.5877666143441	0	101	1
SPBC354.12	75	1946	132	100	1438	300	0.75	37.2411257624872	1.35326842837274	67.1963196419102	0.0303834861994935	0.048813748584671	0.554213771839671	0.436914531548716	0.701941704647569	100	75	1
SPNCRNA.315	27	47	2498	100	690	300	0.27	13.4068052744954	0.0681159420289855	3.38228581804232	0.348386537777869	0.943612922735994	3.96382978723404	2.4038671106673	6.51092916687836	8	119	0.00539429564191417
SPBC354.13	662	5784	35	100	2543	300	6.62	328.715003396887	2.27447896185608	112.938876083485	0.105520517049288	0.124136333786742	2.91055670816044	2.68338674856341	3.15678696819684	529	233	1.01141435888792e-23
SPBC354.15	64	695	927	100	1563	300	0.64	31.7790939839891	0.444657709532949	22.0794049093014	0.0706631825467874	0.119781163339798	1.43930935251799	1.10446554320629	1.87217958300104	50	114	1
SPBC1706.01	331	3525	45	100	2853	300	3.31	164.357501698444	1.23554153522608	61.3506102641745	0.0837547595496335	0.105259280121106	2.67898723404255	2.38952328995104	3.00304726185515	238	193	1.04745478776253e-15
SPNCRNA.316	2	39	6	100	767	216	0.02	0.993096686999659	0.0508474576271186	2.52482208559235	0.00856708747598605	0.216666289482467	0.393333333333333	0.065709560940813	1.66183044033052	4	98	1
SPBC1706.03	34	1049	547	100	2619	300	0.34	16.8826436789942	0.40053455517373	19.8884769885957	0.0226670685572489	0.0461144386679423	0.848865586272641	0.593650525514349	1.20773714871341	38	96	1
SPBC839.02	47	6211	88	100	1837	300	0.47	23.337772144492	3.38105606967882	167.885779067906	0.00561557639803426	0.0101654498743641	0.139009821284817	0.103158138431889	0.186739314192068	113	34	1
SPNCRNA.1373	14	22	10	100	843	300	0.14	6.95167680899761	0.0260972716488731	1.2958557007113	0.30931741697158	1.29744294856109	5.36454545454545	2.60754582507042	10.93744405637	2	112	0.1063516910552
SPBC839.04	159	2912	1251	50	684	300	3.18	157.902373232946	4.25730994152047	211.396019922734	0.0463885327353986	0.0642378722224313	0.746950549450549	0.634595127820253	0.878774092002861	169	40	1
SPNCRNA.317	3	1	6	100	637	300	0.03	1.48964503049949	0.00156985871271586	0.0779510743327833	0.281109371130232	74.8083338953006	19.11	1.79066669409958	476.529086913065	0	103	1
SPBC839.20	0	0	7	100	42	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.318	0	0	0	100	641	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.319	0	3	4	100	467	300	0	0	0.00642398286937901	0.318981805246143	0.0327971598819604	2.22593021867193	0	0.153162736648755	10.3950941211979	0	100	1
SPBC839.06	1	133	37	100	4575	300	0.01	0.49654834349983	0.0290710382513661	1.4435175887536	0.000389828371543799	0.0493657424601149	0.343984962406015	0.0178346479981288	2.25848271755026	2	99	1
SPBC839.07	76	1781	111	100	702	300	0.76	37.737674105987	2.53703703703704	125.976153813846	0.0336793938670323	0.053987405505799	0.29956204379562	0.236429344946566	0.378991586650709	126	50	1
SPBC839.10	90	1988	26	100	2338	300	0.9	44.6893509149847	0.850299401197605	42.2214759143568	0.0364326809329912	0.0561906268183822	1.05845070422535	0.851796080213335	1.31373685501378	87	103	1
SPBC839.12	12	1404	83	100	1036	300	0.12	5.95858012199796	1.35521235521236	67.2928450071198	0.00461906287677293	0.0154348909806496	0.0885470085470085	0.0478534914033676	0.15990547055953	64	48	1
SPBC839.16	164	6206	79	100	3509	300	1.64	81.433928333972	1.76859504132231	87.8192938090608	0.0225578766823772	0.0309430143159669	0.927289719626168	0.791555892784615	1.08579037234728	168	96	1
SPBC115.02c	15	630	204	100	1672	300	0.15	7.44822515249744	0.376794258373206	18.7096564835462	0.0137426015169137	0.0405447952728969	0.398095238095238	0.229776297362797	0.677908976962835	31	84	1
SPBC115.01c	51	922	1853	100	1812	300	0.51	25.3239655184913	0.508830022075055	25.265870458435	0.0412778480791506	0.0739259385174332	1.00229934924078	0.747954607194208	1.33953800593589	50	101	1
SPBC947.15c	325	4089	22	100	2409	300	3.25	161.378211637445	1.69738480697385	84.2833614184642	0.0708727213207251	0.0891216067777208	1.91471019809244	1.70732385661627	2.14693950727529	267	158	3.01982742750563e-05
SPBC947.14c	26	690	152	100	588	300	0.26	12.9102569309956	1.1734693877551	58.2684280637555	0.0249360240001188	0.0565160550374842	0.221565217391304	0.146623821120698	0.332314403620407	68	58	1
SPBC947.11c	50	2498	51	100	2898	300	0.5	24.8274171749915	0.861973775017253	42.8011650125112	0.0149674592862824	0.0266921548802613	0.580064051240993	0.433756970116465	0.773538648429973	69	81	1
SPBC947.08c	87	959	43	100	1351	300	0.87	43.1997058844852	0.709844559585492	35.2472140204542	0.0723776879585279	0.113576181550472	1.2256204379562	0.977822564319711	1.53441421274688	77	110	1
SPBC947.06c	2	621	37	100	3282	300	0.02	0.993096686999659	0.189213893967093	9.39538456165126	0.000556551288711769	0.0130278537462153	0.105700483091787	0.0182660132955203	0.427574159950785	16	86	1
SPBC947.05c	4	28	6	100	1494	300	0.04	1.98619337399932	0.0187416331994645	0.930612691967552	0.0425552322368373	0.427130257209975	2.13428571428571	0.635775169618349	6.38132604271703	1	103	1
SPNCRNA.1379	2	41	13	100	721	300	0.02	0.993096686999659	0.0568654646324549	2.82364522655936	0.00816331069656794	0.205632495298649	0.351707317073171	0.0588574701222548	1.48261029110326	5	97	1
SPNCRNA.321	2	52	4	100	848	300	0.02	0.993096686999659	0.0613207547169811	3.04487191768763	0.00648283335729948	0.160629404222807	0.326153846153846	0.0549744268698996	1.3621373478094	5	97	1
SPNCRNA.322	16	149	3	100	1820	85	0.16	7.94477349599727	0.0818681318681319	4.06514852645465	0.0618109806701929	0.183793393717491	1.95436241610738	1.12495984819751	3.34503976565833	8	108	1
SPBC947.03c	369	1868	0	100	2388	300	3.69	183.226338751437	0.782244556113903	38.8422238550118	0.176381039122976	0.22120435879258	4.7171948608137	4.21197921425666	5.28236008796682	205	264	1.07109791708007e-44
SPNCRNA.323	9	13	18	100	189	300	0.09	4.46893509149847	0.0687830687830688	3.41541188650676	0.273501877269982	1.72628632543993	1.30846153846154	0.516918548040266	3.26268115508147	7	102	1
SPBPJ4664.01	121	660	63	100	1366	300	1.21	60.0823495634794	0.483162518301611	23.9913548103871	0.150288797375276	0.22349424623127	2.50433333333333	2.05294497214627	3.05293140351915	71	150	7.51720195901872e-07
SPBPJ4664.02	97	1019	53	100	3619	300	0.97	48.1651893194835	0.281569494335452	13.9812865992353	0.0768503160084472	0.117792714597981	3.44497546614328	2.7812129363457	4.26291834130094	43	154	1.44550749628453e-12
SPBPJ4664.03	6	29	25	100	261	300	0.06	2.97929006099898	0.111111111111111	5.51720381666477	0.0772170349469088	0.522027177909498	0.54	0.201536461211432	1.36249093434379	10	96	1
SPBPJ4664.04	96	11363	549	100	3787	300	0.96	47.6686409759836	3.00052812252443	148.990726886416	0.00687338471175336	0.0103735098416709	0.319943676845903	0.2602950790341	0.392844817704078	147	49	1
SPBPJ4664.05	203	1185	293	100	1207	300	2.03	100.799313730465	0.981772990886495	48.7497752317563	0.147183607216366	0.199324996531803	2.06768776371308	1.77650613910154	2.40585270813886	150	153	3.4613404118453e-05
SPBPJ4664.06	481	6542	1033	100	4713	300	4.81	238.839753223418	1.38807553575217	68.9246607930381	0.0669470899572994	0.0807417607554707	3.46522928767961	3.15521634968752	3.80535918440533	337	244	7.89735250590597e-32
SPBC119.01	364	4366	585	100	1463	300	3.64	180.743597033938	2.98427887901572	148.183873391679	0.0748042289517508	0.0929073244499314	1.21972514887769	1.09438586956411	1.3592341567025	347	117	1
SPBC119.02	1460	8107	1058	100	827	300	14.6	724.960581509751	9.80290205562273	486.761477721054	0.170261699150859	0.19048534138917	1.48935487850006	1.4080642519776	1.57531377328844	1415	145	0.615647567068576
SPBC119.03	66	394	49	100	865	300	0.66	32.7721906709888	0.455491329479769	22.6173465131714	0.127921785407445	0.218987161985715	1.4489847715736	1.1065234437744	1.89423895117643	51	115	1
SPNCRNA.324	7	9	4	100	278	300	0.07	3.47583840449881	0.0323741007194245	1.60753060845269	0.261889060754899	2.27287061656872	2.16222222222222	0.728051588898618	6.31858031406105	3	104	1
SPBC119.04	0	15	1	100	1205	300	0	0	0.012448132780083	0.618109971161614	0.00615095181701504	0.339527058120729	0	0.0741189693950313	4.09130105035479	1	99	1
SPBC119.06	94	1257	49	100	1290	300	0.94	46.675544288984	0.974418604651163	48.384594401495	0.0602875242387368	0.0926616393155735	0.964677804295943	0.777709062679705	1.1953351471709	95	99	1
SPBC119.07	23	1853	848	100	5342	300	0.23	11.4206119004961	0.346873830026207	17.2239625702955	0.00803397047053362	0.0190025857218455	0.663065299514301	0.429174702535906	1.01511812926099	31	92	1
SPBC119.08	324	3186	69	100	1946	300	3.24	160.881663293945	1.63720452209661	81.2951193417501	0.0905560887276813	0.114185537736622	1.97898305084746	1.76222148664068	2.22205056435465	263	161	6.27155223320702e-06
SPBC119.10	1291	19827	509	100	2068	300	12.91	641.04391145828	9.58752417794971	476.066924882549	0.0615232841409865	0.0689112372085496	1.34654158470772	1.2723015160356	1.42508438547281	1259	132	1
SPBC119.12	54	866	95	100	1427	300	0.54	26.8136105489908	0.606867554309741	30.1339078816295	0.0468867575174127	0.0827251393399466	0.889815242494226	0.669074029773479	1.18048773838104	58	96	1
SPBC119.18	24	531	183	100	570	244	0.24	11.9171602439959	0.931578947368421	46.2573983155104	0.0293350985808253	0.0690549810455693	0.257627118644068	0.167210061910704	0.393613391959745	59	65	1
SPBC119.14	0	34	85	100	1499	300	0	0	0.0226817878585724	1.12626041887887	0.00269086889544985	0.144693076160053	0	0.0403361247427932	2.1689492116392	2	98	1
SPBC119.15	36	2113	75	100	1207	300	0.36	17.8757403659939	1.75062137531069	86.9268144005915	0.0120731660587731	0.0239317016465193	0.205641268338855	0.145723114329392	0.288855638873488	86	50	1
SPBC119.17	91	3582	41	100	3168	300	0.91	45.1858992584845	1.13068181818182	56.1438183843557	0.0205128702488851	0.0314275714117671	0.804824120603015	0.649847729484681	0.99562546232478	101	90	1
SPBC577.02	330	4383	1178	100	461	300	3.3	163.860953354944	9.50759219088937	472.097915305803	0.0672104244170515	0.0843294637214997	0.347091033538672	0.309840056562607	0.388758827756114	389	41	1
SPBC577.04	24	783	15	100	1251	300	0.24	11.9171602439959	0.62589928057554	31.0789250967519	0.0199550410215147	0.0466837863347403	0.383448275862069	0.249637563179149	0.584014167047601	47	77	1
SPBC577.07	9	523	32	100	1647	300	0.09	4.46893509149847	0.317547055251973	15.7677464268616	0.00834721302285896	0.0341767788500352	0.283422562141491	0.137478598486487	0.562891547660079	26	83	1
SPBC577.09	63	890	1964	100	1826	300	0.63	31.2825456404893	0.487404162102957	24.2019729307146	0.0543457223433158	0.0920230620063528	1.29256179775281	0.992352889988947	1.680341112236	53	110	1
SPBC577.10	450	4024	272	100	1085	300	4.5	223.446754574923	3.70875576036866	184.157652925651	0.101321917744082	0.123413721383845	1.2133449304175	1.09934280752329	1.33903887701472	433	117	1
SPBC577.11	264	5978	127	100	1855	300	2.64	131.088762683955	3.22264150943396	160.019730320322	0.0389620387816074	0.0500444680682601	0.8192037470726	0.722745819398817	0.928324882666225	277	87	1
