V4	mcs6as_3MBPP1r2_pr_counts	mcs6as_3MBPP1r2gb_counts	mcs6as_3MBPP1r2term_counts	mcs6as_3MBPP1r2pr_map	mcs6as_3MBPP1r2gb_map	mcs6as_3MBPP1r2term_map	mcs6as_3MBPP1r2pr_density	mcs6as_3MBPP1r2pr_densityRPKM	mcs6as_3MBPP1r2gb_density	mcs6as_3MBPP1r2gb_densityRPKM	mcs6as_3MBPP1r2pause_index_CI_low	mcs6as_3MBPP1r2pause_index_CI_high	mcs6as_3MBPP1r2pause_index_scaled	mcs6as_3MBPP1r2pause_index_CI_low_scaled	mcs6as_3MBPP1r2pause_index_CI_high_scaled	mcs6as_3MBPP1r2_ExpPR	mcs6as_3MBPP1r2_ExpGB	mcs6as_3MBPP1r2Fexact_Pval
SPBC1773.02c	158	692	114	100	1019	300	1.58	186.609250858344	0.67909715407262	80.20620960856	0.191342150911959	0.272335723081698	2.32661849710983	1.94977651779286	2.7751010182025	104	154	1.96257457315366e-06
SPBC1773.03c	21	633	59	100	2103	257	0.21	24.8024953672482	0.300998573466476	35.5500748759552	0.0209169226053145	0.0520761523904741	0.697677725118483	0.439882882389764	1.09516148477167	27	94	1
SPBC1773.04	0	640	59	100	2002	300	0	0	0.31968031968032	37.7565221327217	0.000142065416908238	0.00749381585160241	0	0.00284414964650293	0.15002619334908	24	76	1
SPBC1773.05c	20	72	7	100	1320	300	0.2	23.621424159284	0.0545454545454545	6.44220658889563	0.163967172628767	0.466245963097129	3.66666666666667	2.16436667869973	6.15444671288211	6	114	0.0916818625874907
SPBC1773.06c	12	74	27	100	1478	300	0.12	14.1728544955704	0.0500676589986468	5.91334704934714	0.0837554464251751	0.307111362588867	2.39675675675676	1.23790549816409	4.53910593906345	5	107	1
SPBC1773.07c	1161	1336	240	100	923	300	11.61	1371.22367244644	1.44745395449621	170.954619050939	0.802659819953301	0.940844943195128	8.02098053892216	7.40855013816897	8.68399882569103	745	516	2.83948314071427e-104
SPBC1773.08c	6	103	17	100	1167	300	0.06	7.0864272477852	0.0882604970008569	10.4241931808323	0.0230947330545361	0.137419822014203	0.679805825242718	0.269515534746436	1.60368932290575	8	98	1
SPBC1773.09c	46	227	13	100	1849	300	0.46	54.3292755663532	0.122769064359113	14.4999007143252	0.145670699189844	0.281102227755755	3.74687224669603	2.69345122802021	5.1975801912039	15	131	9.43730914293648e-07
SPBC1773.10c	158	1502	220	100	1769	300	1.58	186.609250858344	0.849067269643867	100.280890580115	0.0889721711237386	0.124312529390503	1.8608655126498	1.57391770717894	2.199088644918	118	140	0.00914729734157182
SPBC1773.11c	14	809	304	100	2585	300	0.14	16.5349969114988	0.312959381044487	36.9627314213941	0.00980061390511754	0.0299750391582672	0.44734239802225	0.253345869447289	0.774854762241208	27	87	1
SPBC1773.12	4	88	118	100	2107	300	0.04	4.7242848318568	0.041765543426673	4.93280808262219	0.0142185425472842	0.128422001712952	0.957727272727273	0.299584691471279	2.7058515760919	4	100	1
SPBC1773.13	32	316	23	100	1882	300	0.32	37.7942786548544	0.167906482465462	19.8309512070503	0.0691483622263885	0.147522036947981	1.90582278481013	1.30137217710063	2.776364735361	18	114	1
SPBC1773.14	7	294	7	100	1722	300	0.07	8.2674984557494	0.170731707317073	20.1646303798766	0.010333796720058	0.0519640466605544	0.41	0.177947979519399	0.894820883494746	15	92	1
SPBC1773.15	76	397	42	100	1729	300	0.76	89.7614118052792	0.229612492770388	27.1188704199993	0.148599092952315	0.246291358240311	3.30992443324937	2.56927831714553	4.25837758397498	32	144	6.58479165345093e-09
SPBC1773.16c	18	667	10	100	3137	300	0.18	21.2592817433556	0.21262352566146	25.1123524294588	0.0163812838500706	0.043879046843404	0.846566716641679	0.513880874376714	1.37648569947758	20	98	1
SPBC1773.17c	6	397	31	100	1157	300	0.06	7.0864272477852	0.343128781331029	40.5259524253921	0.00610343261706893	0.034943230573383	0.174861460957179	0.0706167153794876	0.404293177734041	27	79	1
SPBC1778.01c	313	1672	163	100	1293	300	3.13	369.675288092794	1.29311678267595	152.726300055386	0.165599337316964	0.211586776560662	2.42050837320574	2.14119943150835	2.73581702092936	232	181	6.10397838493026e-11
SPBC1778.02	25	434	29	100	2233	300	0.25	29.526780199105	0.19435736677116	22.9549889949155	0.0376377273180809	0.0874718752336101	1.28629032258065	0.840450451012747	1.95324697396651	20	105	1
SPBC1778.03c	7	434	17	100	1920	300	0.07	8.2674984557494	0.226041666666667	26.6971304300241	0.00702185948458472	0.0350855761700835	0.309677419354839	0.134819702104027	0.673643062465604	19	88	1
SPBC1778.04	0	16	6	100	1624	300	0	0	0.00985221674876847	1.16361695365931	0.00576104614150375	0.317064970660191	0	0.0935593893380209	5.1491351235215	0	100	1
SPBC1778.05c	49	1236	18	100	2684	300	0.49	57.8724891902458	0.460506706408346	54.389121201332	0.0294694220625195	0.0531784339906825	1.06404530744337	0.790959288158024	1.42730916830992	46	103	1
SPBC1778.06c	98	1722	43	100	2366	103	0.98	115.744978380492	0.727810650887574	85.9596204612997	0.0461729550619713	0.0700751051297259	1.34650406504065	1.09245211676624	1.65797698736932	83	115	1
SPBC1778.07	37	252	29	100	1184	300	0.37	43.6996346946754	0.212837837837838	25.1376642235624	0.102340230071414	0.209785538923314	1.7384126984127	1.21170832404554	2.48386078085204	24	113	1
SPBC1778.08c	59	371	64	100	922	300	0.59	69.6832012698878	0.402386117136659	47.5246657434618	0.119630325882438	0.210980405376642	1.46625336927224	1.10299160463607	1.94523933757264	45	114	1
SPBC1778.09	39	822	35	100	1746	300	0.39	46.0617771106038	0.470790378006873	55.6036960450499	0.0339290017987766	0.0660786366575209	0.828394160583942	0.592400371406639	1.15373299604031	44	95	1
SPBC1778.10c	130	911	88	100	2078	300	1.3	153.539257035346	0.438402309913378	51.7784345743689	0.118219498398897	0.172144244151292	2.96531284302964	2.45660117672909	3.57715739346385	70	160	2.43591502982634e-11
SPBC17A3.01c	81	789	541	100	1831	300	0.81	95.6667678451002	0.430912069907155	50.8937838931597	0.0811092060055823	0.129772580667558	1.87973384030418	1.48510956196221	2.37613595202298	54	127	0.284216588880645
SPBC17A3.02	2	97	7	100	788	300	0.02	2.3621424159284	0.123096446700508	14.5385669000669	0.00351919897769047	0.0847316300873428	0.162474226804124	0.0277312879442009	0.667685245088261	11	91	1
SPBC17A3.03c	295	1068	84	100	1583	300	2.95	348.416006349439	0.674668351231838	79.6831364564602	0.242286153999842	0.314849667224091	4.37251872659176	3.8353898178175	4.98407023215736	159	236	1.70595139188884e-34
SPBC17A3.04c	748	1172	48	100	2793	243	7.48	883.441263557221	0.419620479770856	49.5601666929481	0.581663951658289	0.700270908480016	17.8256313993174	16.245874169816	19.5585664738469	250	598	4.70515055343355e-225
SPBC17A3.05c	26	1093	121	100	1814	300	0.26	30.7078514070692	0.602535832414553	71.1637723431571	0.0157863232096379	0.0355755368586761	0.431509606587374	0.286363903022832	0.645340238616385	47	79	1
SPBC17A3.06	1	178	22	100	983	300	0.01	1.1810712079642	0.181078331637843	21.386640388365	0.000291775029982894	0.0367849157743496	0.0552247191011236	0.00286814854473185	0.361595722061857	15	86	1
SPBC17A3.07	162	1629	376	100	1484	300	1.62	191.3335356902	1.09770889487871	129.647237046744	0.084328324715258	0.117223859507672	1.47580110497238	1.25143233877443	1.73960207509385	137	125	1
SPBC17A3.08	91	281	22	100	1446	300	0.91	107.477479924742	0.19432918395574	22.9516604037303	0.253834432025326	0.412789918149769	4.68277580071174	3.67044588708621	5.96894221644565	31	160	3.23594928024957e-17
SPBC17A3.09c	0	238	15	100	2369	300	0	0	0.100464330941325	11.8655528702186	0.000382248958645921	0.0201997259845137	0	0.00905547783032188	0.478531508573129	9	91	1
SPBC17A3.10	35	210	131	100	1312	300	0.35	41.337492278747	0.160060975609756	18.9043409811343	0.114565971058333	0.241398330284169	2.18666666666667	1.50310554028533	3.1671460933283	18	117	1
SPBC17D1.01	753	5174	179	100	2702	300	7.53	889.346619597042	1.91487786824574	226.160711695291	0.134721432653634	0.157210446279023	3.93236567452648	3.64017311030118	4.24782625845919	560	293	5.40035151096887e-44
SPBC17D1.02	76	420	30	100	1757	300	0.76	89.7614118052792	0.239043824701195	28.2327778796223	0.140621367381064	0.232536727004388	3.17933333333333	2.4707174248853	4.08567029346709	33	143	2.92229912824511e-08
SPBC17D1.03c	54	503	76	100	1068	300	0.54	63.7778452300668	0.470973782771536	55.6253574537446	0.0802334165705793	0.143305118990145	1.1465606361829	0.856892888973787	1.53049867081475	49	105	1
SPBC17D1.04	158	435	278	100	1340	300	1.58	186.609250858344	0.324626865671642	38.3407444376438	0.301478374381373	0.437438543897	4.86712643678161	4.03981021671039	5.8616764882198	63	195	5.91415920740533e-27
SPBC17D1.05	5	1511	59	100	1940	300	0.05	5.905356039821	0.778865979381443	91.989618311026	0.0012163438229424	0.00822232636677036	0.0641958967571145	0.0235970701650825	0.159513131515345	45	60	1
SPBC17D1.06	356	1301	116	100	1982	300	3.56	420.461350035255	0.656407669021191	77.5264198567822	0.242932393082505	0.308182043485506	5.42345887778632	4.81492003089525	6.10816810188273	180	276	1.29581768350332e-51
SPBC17D1.07c	3	238	19	100	4555	300	0.03	3.5432136238926	0.0522502744237102	6.17112947300723	0.0032307796696783	0.0405279777310652	0.574159663865546	0.147162013953847	1.84604938565002	5	98	1
SPBC17D1.17	27	274	82	100	146	300	0.27	31.8889226150334	1.87671232876712	221.653089713829	0.0649651826624411	0.148451907936207	0.143868613138686	0.0948491666871639	0.216739785586862	82	45	1
SPBC17D11.01	180	1249	323	100	1852	300	1.8	212.592817433556	0.674406047516199	79.6521565198318	0.122872233611084	0.168967137863828	2.66901521216974	2.27559376647727	3.12927139323809	112	168	5.21941325849009e-11
SPBC17D11.02c	30	645	10	100	2073	300	0.3	35.432136238926	0.311143270622287	36.7482358483796	0.0316636797700563	0.0679134387917649	0.964186046511628	0.656388081633267	1.40784558615329	30	100	1
SPBC17D11.03c	15	838	53	100	986	300	0.15	17.716068119463	0.849898580121704	100.37907426714	0.0103481321703852	0.0304306854616204	0.176491646778043	0.102032583199998	0.300046558651577	52	63	1
SPBC17D11.04c	72	451	361	100	2274	300	0.72	85.0371269734224	0.198328935795954	23.4240595774782	0.123476457829123	0.206101767849898	3.63033259423503	2.80785465103425	4.68675420090667	28	144	2.86400986544498e-10
SPBC17D11.05	257	2975	309	100	2926	300	2.57	303.535300446799	1.01674641148325	120.084991240379	0.0758880208859465	0.0983148855872866	2.52767058823529	2.2204834911228	2.876693552284	179	178	3.84353912710509e-12
SPBC17D11.06	135	697	9	100	1657	300	1.35	159.444613075167	0.420639710319855	49.6805450785182	0.160372852624088	0.233790774554574	3.20939741750359	2.65737816798113	3.87391313436929	69	166	2.65819173172518e-13
SPBC17D11.07c	224	3324	179	100	3076	300	2.24	264.559950583981	1.08062418725618	127.629411419798	0.058718699100352	0.0773167138318993	2.07287605294826	1.80618718432683	2.37826211746922	168	156	3.98263142879273e-06
SPBC17D11.08	28	245	16	100	1809	300	0.28	33.0699938229976	0.135433941404091	15.9957128773482	0.0757185879084067	0.171399022430338	2.06742857142857	1.36974925526308	3.10060831576481	15	113	1
SPBC17F3.01c	77	2136	289	100	1475	300	0.77	90.9424830132434	1.44813559322034	171.03512543807	0.0285183920340772	0.0455010622473858	0.531718164794007	0.420646282502639	0.67114066814894	104	73	1
SPBC17F3.02	307	1478	68	100	2152	300	3.07	362.588860845009	0.686802973977695	81.1163218109241	0.183324328285881	0.235308663596141	4.46998646820027	3.94513954471216	5.06384244058895	165	242	1.19028375773561e-37
SPBC17G9.02c	30	405	83	100	1278	300	0.3	35.432136238926	0.316901408450704	37.4283129284429	0.0501697494740326	0.108724211347267	0.946666666666667	0.641169398278137	1.38949542101807	31	99	1
SPBC17G9.03c	683	1149	649	100	1854	300	6.83	806.671635039548	0.619741100323625	73.1958369984285	0.540102440212713	0.65420349958604	11.0207310704961	10.0134992415437	12.1289328823252	299	484	2.13113096234614e-139
SPBC17G9.04c	25	781	1202	100	2442	300	0.25	29.526780199105	0.31981981981982	37.7729980925487	0.0210256505403513	0.0483470996704362	0.78169014084507	0.513446386195379	1.18063617395205	30	95	1
SPBC17G9.05	12	198	24	100	1477	300	0.12	14.1728544955704	0.134055517941774	15.8329112509757	0.0322419280880981	0.111260107287638	0.895151515151515	0.47621327786121	1.64331178463841	13	99	1
SPBC17G9.06c	18	376	74	100	1151	300	0.18	21.2592817433556	0.326672458731538	38.5823435442692	0.0289110821548382	0.0782495687185877	0.551010638297872	0.332766555602188	0.900652535950944	29	89	1
SPBC17G9.07	657	2523	1055	100	369	300	6.57	775.963783632479	6.83739837398374	807.545435689343	0.238753585395869	0.284004444137038	0.96089179548157	0.881000730110757	1.04797639886567	660	97	1
SPBC17G9.08c	114	1729	51	100	3089	290	1.14	134.642117707919	0.559728067335707	66.1078704619651	0.0542901423920629	0.0800119245533285	2.0367032967033	1.67702249849082	2.47156834945232	76	138	0.00193716059798239
SPBC17G9.09	339	1621	492	100	1490	300	3.39	400.383139499864	1.08791946308725	128.491035443622	0.185697188843653	0.235487542009901	3.11603948180136	2.76688811377043	3.50876437594752	228	211	1.02640998648024e-20
SPBC17G9.10	378	2037	533	100	388	300	3.78	446.444916610467	5.25	620.062384181205	0.166014907157723	0.20739698717108	0.72	0.644137839771966	0.804700310223792	401	77	1
SPBC17G9.11c	209	3061	147	100	3703	300	2.09	246.843882464518	0.826627059141237	97.6305419275834	0.0591967633440515	0.0787281708115657	2.52834694544267	2.19205614663023	2.91530416515228	139	170	4.74095887455442e-11
SPBC17G9.12c	36	613	617	100	1936	300	0.36	42.5185634867112	0.316632231404959	37.3965212025854	0.0413207347314104	0.0830903030467528	1.13696574225122	0.799969424400105	1.60862826698513	32	104	1
SPBC17G9.13c	38	426	232	100	1144	300	0.38	44.8807059026396	0.372377622377622	43.9804488280375	0.0630658782263023	0.125653620583863	1.02046948356807	0.721473646908898	1.43747741947939	37	101	1
SPBC1815.01	3655	17600	745	100	1257	300	36.55	4316.81526510915	14.0015910898966	1653.68761019649	0.200368918182167	0.215237227398502	2.61041761363636	2.51863730154983	2.70553194839917	3504	251	2.76297320353045e-21
SPBC1826.01c	13	2986	74	100	6174	288	0.13	15.3539257035346	0.48364107547781	57.1214549235682	0.00241817232452701	0.00767056819154035	0.268794373744139	0.149297959316298	0.473580880145701	36	77	1
SPBC1861.01c	10	825	21	100	2820	300	0.1	11.810712079642	0.292553191489362	34.5526151266122	0.0061345663476243	0.0231970462427886	0.341818181818182	0.172994771003005	0.654156704046639	24	86	1
SPBC1861.02	53	1635	398	100	2571	300	0.53	62.5967740221026	0.635939323220537	75.1089624668015	0.0244080757262494	0.0429407450709365	0.833412844036697	0.627531626921873	1.10400655577378	59	94	1
SPBC1861.03	109	1937	17	100	4803	300	1.09	128.736761668098	0.403289610660004	47.6313747621623	0.0461682484823836	0.0685299122995094	2.7027723283428	2.21746097460889	3.29149168774544	60	149	1.65649673103873e-08
SPBC1861.04c	8	469	17	100	3566	300	0.08	9.4485696637136	0.131519910263601	15.5334379286374	0.00788064108805077	0.0353127357145525	0.608272921108742	0.28102366119989	1.25925215558094	12	96	1
SPBC1861.05	54	866	92	100	3848	300	0.54	63.7778452300668	0.225051975051975	26.5802408029365	0.0468867575174127	0.0827251393399466	2.39944572748268	1.80420242927004	3.18326336180114	28	126	0.00712625815763457
SPBC1861.06c	0	8	11	100	1368	300	0	0	0.00584795321637427	0.690684916938128	0.0116892782926356	0.673070909790981	0	0.159909327043255	9.20761004594062	0	100	1
SPBC1861.07	53	21	17	100	313	300	0.53	62.5967740221026	0.0670926517571885	7.9241199256384	1.48593272491986	4.31898848228302	7.89952380952381	4.65096942899917	13.5184339495459	9	144	5.90258171158055e-11
SPBC1861.08c	61	280	43	100	785	300	0.61	72.0453436858162	0.356687898089172	42.127380666239	0.163510879863802	0.289737922536162	1.71017857142857	1.28356040693085	2.27444269190887	42	119	1
SPBC1861.09	244	1423	77	100	1834	300	2.44	288.181374743265	0.775899672846238	91.6392763867533	0.149333398335959	0.196839035126044	3.14473647224174	2.73877452548149	3.61002790421165	150	194	1.55344483019946e-18
SPBC18A7.01	11	61	5	100	1331	300	0.11	12.9917832876062	0.0458302028549962	5.41287330471947	0.0897282157084228	0.353527162469359	2.40016393442623	1.19428255107911	4.70544653246717	4	107	1
SPBC18A7.02c	21	863	26	100	3156	300	0.21	24.8024953672482	0.273447401774398	32.296085312836	0.015373139777591	0.0381187384981496	0.767972190034762	0.485176291380771	1.2030273870016	25	96	1
SPBC18E5.01	106	962	40	100	1637	300	1.06	125.193548044205	0.587660354306659	69.4068724533635	0.0896814459206969	0.135265060122723	1.80376299376299	1.46808526972181	2.21428903420898	76	130	0.226417397422199
SPBC18E5.02c	298	1375	158	100	1803	300	2.98	351.959219973331	0.762617859123683	90.070599609028	0.190825279182576	0.246104026515884	3.90759272727273	3.44057978366185	4.43725559808138	172	226	8.41142556952314e-30
SPBC18E5.03c	87	301	465	100	1520	300	0.87	102.753195092885	0.198026315789474	23.3883179998174	0.22602201243885	0.36925063119709	4.39335548172757	3.43553458907052	5.61260959419577	30	157	2.20926917655193e-15
SPBC18E5.04	462	398	721	39	418	300	11.8461538461538	1399.11512328067	0.952153110047847	112.456062385108	1.01292899346025	1.33029846381521	12.4414379590259	10.8565210068304	14.2580707147374	244	257	3.56705870221046e-62
SPBC18E5.05c	21	187	17	100	1078	281	0.21	24.8024953672482	0.173469387755102	20.4879699340728	0.0695695225981383	0.179495138120039	1.21058823529412	0.749959453607931	1.93495758893402	17	104	1
SPBC18E5.06	122	2053	1064	100	269	300	1.22	144.090687371632	7.63197026022305	901.390033438848	0.0492853424162657	0.0715998663871898	0.15985387238188	0.132577571099755	0.192603640581541	196	26	1
SPBC18E5.07	755	2179	45	100	1813	300	7.55	891.708762012971	1.20187534473249	141.950036522559	0.318682368328451	0.37670873887903	6.28184947223497	5.77771133779481	6.82972943587682	466	389	8.17544057797511e-82
SPBC18E5.08	46	450	16	100	1773	300	0.46	54.3292755663532	0.253807106598985	29.9764265980761	0.074544283585521	0.139750757891033	1.8124	1.32167014797129	2.47778093740802	29	117	1
SPBC18E5.09c	52	55	61	100	186	300	0.52	61.4157028141384	0.295698924731183	34.9241486225973	0.63649179177637	1.40410436207409	1.75854545454545	1.18387473270405	2.61163411345781	34	118	1
SPBC18E5.10	7	69	1	100	2836	300	0.07	8.2674984557494	0.0243300423131171	2.87355124645733	0.0427142989726489	0.228804469138558	2.87710144927536	1.21137751886432	6.48889474476952	2	105	1
SPBC18E5.11c	129	810	8	100	3198	300	1.29	152.358185827382	0.25328330206379	29.9145615525641	0.131656677310646	0.192529955271224	5.09311111111111	4.21038054039446	6.15710796957375	46	183	3.44813033424128e-27
SPBC18E5.12c	164	631	114	100	1374	300	1.64	193.695678106129	0.45924308588064	54.2398786190255	0.218044321696704	0.309679677788088	3.57109350237718	2.99592898011271	4.25499877280833	83	181	7.35365610201633e-18
SPBC18E5.13	16	61	22	100	730	300	0.16	18.8971393274272	0.0835616438356164	9.86922516244057	0.145398047702357	0.4669913485853	1.91475409836066	1.0614057482272	3.40903684467269	8	108	1
SPBC18E5.14c	10	23	27	100	183	300	0.1	11.810712079642	0.12568306010929	14.8440643623916	0.193500270515099	0.95591927885059	0.795652173913043	0.354105495042631	1.74933228029658	12	98	1
SPBC18E5.15	6	1	1	100	142	300	0.06	7.0864272477852	0.00704225352112676	0.831740287298732	0.724370849387959	132.283285728443	8.52	1.0286066061309	187.84226573439	0	106	1
SPBC18H10.02	878	4277	343	100	2456	300	8.78	1036.98052059257	1.74144951140065	205.677587803863	0.190774010223408	0.220890441738168	5.0417769464578	4.68540969108689	5.42506924908941	621	357	1.04782465506334e-66
SPBC18H10.03	55	1958	465	100	1354	274	0.55	64.958916438031	1.44608567208272	170.793015154646	0.02127788194135	0.0369927438354875	0.380337078651685	0.288102521485879	0.500881751532501	91	64	1
SPBC18H10.04c	522	3523	95	100	1600	264	5.22	616.519170557312	2.201875	260.057116603617	0.135007196103127	0.162601996557482	2.37070678399092	2.16011513765004	2.60163194491971	427	195	9.53193830303681e-13
SPBC18H10.05	266	537	106	100	2532	300	2.66	314.164941318477	0.212085308056872	25.0487850978189	0.426473727330183	0.57525563844298	12.5421229050279	10.7983147760002	14.5654727653763	64	302	4.06761878877097e-98
SPBC18H10.06c	24	132	15	100	1078	300	0.24	28.3457089911408	0.122448979591837	14.4620964240514	0.114768389182666	0.285839981346401	1.96	1.23720323538914	3.0813549989142	13	111	1
SPBC18H10.07	11	292	10	100	3403	300	0.11	12.9917832876062	0.0858066411989421	10.1343753372185	0.019577401795284	0.0705348060150087	1.28195205479452	0.666218983093515	2.40029944869075	8	103	1
SPBC18H10.08c	37	542	194	100	2377	300	0.37	43.6996346946754	0.228018510727808	26.930609790349	0.0481960531145459	0.0962759670873961	1.62267527675277	1.14562018253276	2.28847973766741	25	112	1
SPBC18H10.09	8	134	17	100	2700	300	0.08	9.4485696637136	0.0496296296296296	5.86161266174825	0.0271497653647432	0.125696158517193	1.61194029850746	0.733043664848065	3.3937962799642	5	103	1
SPBC18H10.10c	24	172	50	100	2310	300	0.24	28.3457089911408	0.0744588744588745	8.79412328007975	0.0888238605247863	0.217469587081767	3.22325581395349	2.05183117812256	5.02354746158881	8	116	0.058624762396424
SPBC18H10.11c	16	60	31	100	1152	300	0.16	18.8971393274272	0.0520833333333333	6.15141254148021	0.147669550228921	0.475288829844449	3.072	1.70115321863717	5.47532731980805	5	111	1
SPBC18H10.12c	182	5147	371	100	1119	300	1.82	214.954959849484	4.59964253798034	543.250536853596	0.0304125244644314	0.0410968955511519	0.395682922090538	0.340316148756987	0.45987426121739	231	51	1
SPBC18H10.13	145	332	665	96	346	300	1.51041666666667	178.390963702926	0.959537572254335	113.328219954946	0.357599999860427	0.533205175727024	1.57410893574297	1.28884999949695	1.92176032084948	118	123	1
SPBC18H10.14	534	1959	1385	100	613	300	5.34	630.692025052883	3.19575856443719	377.441842806177	0.247421551669318	0.300294580114927	1.67096477794793	1.51669411173292	1.8408057761045	482	152	0.0291351774744506
SPBC18H10.15	17	139	171	100	1489	300	0.17	20.0782105353914	0.0933512424445937	11.0254464678995	0.0713917372937997	0.206715034153158	1.82107913669065	1.06302296830468	3.07798685854052	9	108	1
SPBC18H10.16	55	2006	1	100	4895	284	0.55	64.958916438031	0.409805924412666	48.4009978176953	0.0207706615595181	0.0361042019425949	1.34209870388834	1.01672388333841	1.76730068509002	45	110	1
SPBC18H10.17c	7	181	14	100	965	300	0.07	8.2674984557494	0.187564766839378	22.1527345742508	0.0166863613767383	0.0849438597035186	0.373204419889503	0.161023387285525	0.819708246138955	16	91	1
SPBC18H10.18c	0	50	53	35	503	292	0	0	0.099403578528827	11.7402704569006	0.00182593230767121	0.0975451588739486	0	0.0262412557359606	1.4018632832456	3	32	1
SPBC18H10.19	55	563	106	100	1880	300	0.55	64.958916438031	0.299468085106383	35.3693133023321	0.0733060383186154	0.129884149308457	1.83658969804618	1.37815352038997	2.44182200699899	35	120	1
SPBC18H10.20c	172	1995	161	100	1861	300	1.72	203.144247769842	1.07200429876411	126.611341208414	0.0735440071668367	0.101027828460078	1.60447117794486	1.36865397337483	1.88012788764204	140	132	0.933109205341268
SPBC1921.01c	153	820	657	100	450	300	1.53	180.703894818523	1.82222222222222	215.217420117921	0.156395166094354	0.222499391713823	0.839634146341463	0.703778247424593	1.0012472627122	163	90	1
SPBC1921.02	45	412	71	100	1244	300	0.45	53.148204358389	0.331189710610932	39.1158631576568	0.0792790832463878	0.150007015988193	1.35873786407767	0.986231795585064	1.86608727889313	36	109	1
SPBC1921.03c	66	1019	37	100	1788	300	0.66	77.9506997256372	0.569910514541387	67.3104899840894	0.050076442176822	0.0836220955983878	1.15807654563297	0.895366786121577	1.49516306929917	60	106	1
SPBC1921.04c	4	8	16	100	256	300	0.04	4.7242848318568	0.03125	3.69084752488812	0.127050858421533	1.82191715979488	1.28	0.325250197559124	4.66410792907488	3	101	1
SPBC1921.05	2201	3072	30	100	4869	300	22.01	2599.5377287292	0.630930375847197	74.5173701143155	0.678048958940821	0.757068310015568	34.884990234375	33.0142038108286	36.861656014658	890	1411	0
SPBC1921.06c	147	2615	3555	100	1403	300	1.47	173.617467570737	1.86386315039202	220.135510251346	0.0474348667001985	0.0665821421185651	0.788684512428298	0.665511179803785	0.934147453923468	160	87	1
SPBC1921.07c	172	319	72	100	1112	300	1.72	203.144247769842	0.286870503597122	33.8814492212751	0.445997468462275	0.65167809827463	5.99573667711599	4.95949184930049	7.24666045281389	60	212	7.47907079189436e-35
SPBC19C2.01	32	1164	53	100	3184	300	0.32	37.7942786548544	0.365577889447236	43.177351949445	0.0190222726549794	0.0395132271148367	0.8753264604811	0.605669161334543	1.2581011513364	35	97	1
SPBC19C2.02	16	143	136	100	1213	300	0.16	18.8971393274272	0.117889530090684	13.9235929710536	0.0643315203495821	0.191730702577669	1.3572027972028	0.780341341840431	2.32569342226712	12	104	1
SPBC19C2.03	64	161	63	100	350	300	0.64	75.5885573097088	0.46	54.3292755663532	0.294414067443278	0.535971077215914	1.39130434782609	1.03044923605147	1.8758987702557	51	113	1
SPBC19C2.04c	14	777	42	100	2093	300	0.14	16.5349969114988	0.37123745819398	43.8457873190723	0.0102021946097208	0.0312160218350864	0.377117117117117	0.213531933181456	0.653351337008358	30	84	1
SPBC19C2.05	12	1370	57	100	3590	300	0.12	14.1728544955704	0.381615598885794	45.0715196354026	0.00473338897696958	0.0158190163054708	0.314452554744526	0.169928664273208	0.5679026853664	30	82	1
SPBC19C2.06c	9	554	13	100	2599	300	0.09	10.6296408716778	0.213158907272028	25.1755848100103	0.00788281182226919	0.0322527739162885	0.422220216606498	0.204874279260776	0.838249594084338	19	90	1
SPBC19C2.07	917	21180	1659	100	1079	300	9.17	1083.04229770317	19.6292863762743	2318.35849719015	0.0405025899172522	0.0462795222564751	0.467159112370161	0.437022945207151	0.499356045147366	967	50	1
SPBC19C2.08	392	577	451	100	1187	300	3.92	462.979913521966	0.486099410278012	57.4118017687736	0.596338206810618	0.773935475483116	8.06419410745234	7.07853451484204	9.18661409398459	160	332	2.3754602596141e-75
SPBC19C2.09	369	2015	160	100	3098	300	3.69	435.81527573879	0.650419625564881	76.8191892849536	0.163626666631447	0.204924795148463	5.67326054590571	5.06915413224224	6.34857015369937	184	285	4.17218766514129e-58
SPBC19C2.10	9	362	13	100	1913	300	0.09	10.6296408716778	0.189231573444851	22.3495963033476	0.0120271592527633	0.0495178721324958	0.47560773480663	0.230079556505362	0.947276893894644	17	92	1
SPBC19C2.11c	170	3384	39	100	1590	300	1.7	200.782105353914	2.12830188679245	251.367608034645	0.0429283186694516	0.0587628928271894	0.798758865248227	0.682560266844281	0.934329995952311	183	87	1
SPBC19C2.12	19	232	81	100	834	300	0.19	22.4403529513198	0.278177458033573	32.8547386388123	0.0497736373510396	0.133184101339437	0.68301724137931	0.41511213550767	1.11075540517091	25	94	1
SPBC19C2.13c	6	552	68	100	1162	300	0.06	7.0864272477852	0.475043029259897	56.1059644402959	0.00439768968784492	0.0250812082632668	0.126304347826087	0.051101154172758	0.29144364001916	34	72	1
SPBC19C2.14	29	868	197	100	1537	300	0.29	34.2510650309618	0.564736499674691	66.6994019852261	0.0226444029966645	0.048981609292238	0.513513824884793	0.348044474058733	0.752847334821698	46	83	1
SPBC19C2.15c	56	500	70	100	659	300	0.56	66.1399876459952	0.758725341426404	89.6108655511532	0.0841095176468716	0.148803995998163	0.73808	0.554281721292884	0.980618333627896	67	89	1
SPBC19C7.01	19	178	342	100	1205	300	0.19	22.4403529513198	0.147717842323651	17.446529047106	0.0645009778688102	0.174623172832315	1.28623595505618	0.777236783319163	2.10420923262939	15	104	1
