Cdk9as_spt5_T1A_1min_3MBPP1_r1_pr_counts	Cdk9as_spt5_T1A_1min_3MBPP1_r1gb_counts	Cdk9as_spt5_T1A_1min_3MBPP1_r1term_counts	Cdk9as_spt5_T1A_1min_3MBPP1_r1pr_map	Cdk9as_spt5_T1A_1min_3MBPP1_r1gb_map	Cdk9as_spt5_T1A_1min_3MBPP1_r1term_map	Cdk9as_spt5_T1A_1min_3MBPP1_r1pr_density	Cdk9as_spt5_T1A_1min_3MBPP1_r1pr_densityRPKM	Cdk9as_spt5_T1A_1min_3MBPP1_r1gb_density	Cdk9as_spt5_T1A_1min_3MBPP1_r1gb_densityRPKM	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_CI_low	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_CI_high	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_scaled	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_CI_low_scaled	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_CI_high_scaled	Cdk9as_spt5_T1A_1min_3MBPP1_r1_ExpPR	Cdk9as_spt5_T1A_1min_3MBPP1_r1_ExpGB	Cdk9as_spt5_T1A_1min_3MBPP1_r1Fexact_Pval
SPBC4C3.05c	3	676	12	100	5164	300	0.03	28.5996741543791	0.130906274206042	124.795892901887	0.00114307223157197	0.0141866265853362	0.229171597633136	0.0590282500383764	0.732597396866759	11	92	1
SPBC4C3.04c	3	5	0	100	461	300	0.03	28.5996741543791	0.0108459869848156	10.3397231216121	0.114091922497598	2.86178388725642	2.766	0.525963762713928	13.1928237202521	1	102	1
SPBC405.01	2	227	49	100	2522	300	0.02	19.0664494362528	0.0900079302141158	85.8065825144602	0.00151647173426116	0.0358213772209839	0.222202643171806	0.0382454171380666	0.903415133513214	8	94	1
SPBC405.05	1	42	2	100	947	300	0.01	9.53322471812638	0.044350580781415	42.2804052968646	0.00121663271361786	0.160036851469115	0.22547619047619	0.0115215117979611	1.51554898341252	4	97	1
SPNCRNA.413	2	2	29	100	115	300	0.02	19.0664494362528	0.0173913043478261	16.5795212489154	0.101199373606884	9.88148408788154	1.15	0.116379279647916	11.3637067010638	1	101	1
SPBC405.06	15	98	0	100	2171	300	0.15	142.998370771896	0.0451404882542607	43.0334418413812	0.0853963976799946	0.27001328844918	3.32295918367347	1.85395579363268	5.86198849223169	4	111	1
SPBC405.07	24	65	7	100	354	300	0.24	228.797393235033	0.18361581920904	175.045086632264	0.224903497873557	0.602329883892583	1.30707692307692	0.796158382472391	2.13224778897974	19	105	1
SPNCRNA.415	1	7	3	100	642	300	0.01	9.53322471812638	0.0109034267912773	10.3944817798886	0.00660323359662749	1.14229470290644	0.917142857142857	0.0423927596903485	7.33353199265932	1	100	1
SPBC609.01	0	154	12	100	5766	300	0	0	0.0267082899757197	25.4616130175418	0.000591049873411664	0.0312827953697115	0	0.0340799357009166	1.80376598101757	2	98	1
SPBC609.02	7	9	9	100	1013	300	0.07	66.7325730268846	0.00888450148075025	8.46979491245187	0.261889060754899	2.27287061656872	7.87888888888889	2.65293618544712	23.0241793458412	0	107	1
SPBC609.03	7	104	6	100	2560	300	0.07	66.7325730268846	0.040625	38.7287254173884	0.0287157312677024	0.14964227723694	1.72307692307692	0.73512272045318	3.83084229726565	4	103	1
SPBC609.04	0	159	7	100	2392	300	0	0	0.0664715719063545	63.3688432350374	0.000572437365969431	0.0302934386987349	0	0.0136927017939888	0.72461905367374	6	94	1
SPBC609.05	10	156	32	100	1759	300	0.1	95.3322471812638	0.0886867538374076	84.5470753853164	0.031888699768952	0.124921197335938	1.1275641025641	0.560922228935866	2.19736386113914	8	102	1
SPBC776.01	37	78	281	100	184	300	0.37	352.729314570676	0.423913043478261	404.125830442314	0.314753405059369	0.712849164654429	0.872820512820513	0.57914626530924	1.31164246296415	40	97	1
SPBC776.03	2	103	18	100	1098	300	0.02	19.0664494362528	0.0938069216757741	89.4282464450835	0.00331701622218498	0.0797090291684589	0.213203883495146	0.0364208381195911	0.875205140269679	8	94	1
SPBC776.04	1	157	21	100	2596	300	0.01	9.53322471812638	0.0604776579352851	57.6547103523051	0.000330578476845718	0.0417502948353405	0.165350318471338	0.00858181725891485	1.08383765392544	5	96	1
SPBC776.05	14	16	3	100	2030	300	0.14	133.465146053769	0.00788177339901478	7.51387169901586	0.404425877499105	1.88684420902211	17.7625	8.20984531323183	38.3029374431489	0	114	2.77642035165747e-07
SPBC776.07	6	31	5	100	939	300	0.06	57.1993483087583	0.033013844515442	31.4728398574992	0.0726147583952093	0.485465265187823	1.81741935483871	0.681852581331015	4.55851884011366	3	103	1
SPBC776.09	51	510	178	100	2291	300	0.51	486.194460624445	0.222610213880402	212.219319347204	0.0741589271445514	0.134494148257114	2.291	1.69898102088167	3.08126093657049	27	124	0.0459922631012789
SPBC776.11	18	166	22	100	397	300	0.18	171.598044926275	0.418136020151133	398.618464284377	0.0645396702606703	0.179922397270987	0.430481927710843	0.256222490934861	0.71429191716582	34	84	1
SPBC776.13	2	154	5	100	3710	300	0.02	19.0664494362528	0.0415094339622641	39.5718761884491	0.00222867481114517	0.0530020526324272	0.481818181818182	0.0826838354934859	1.96637615266305	4	98	1
SPBC776.14	0	79	1	100	3610	300	0	0	0.0218836565096953	20.8621815161214	0.001153758073997	0.0613247743907236	0	0.0416506664712917	2.21382435550512	2	98	1
SPBC776.16	0	17	2	100	1610	300	0	0	0.0105590062111801	10.0661379011272	0.00541762860743838	0.297388981119444	0	0.087223820579758	4.78796259602304	1	99	1
SPBC776.17	1	63	8	100	744	300	0.01	9.53322471812638	0.0846774193548387	80.7248867260701	0.000816834141197491	0.105477585460253	0.118095238095238	0.00607724601050933	0.784753235824281	7	94	1
SPBC21.01	3	44	0	100	1530	300	0.03	28.5996741543791	0.0287581699346405	27.4158096468994	0.0169120754400022	0.227932083585079	1.04318181818182	0.258754754232033	3.48736087885172	2	101	1
SPBC21.02	8	42	6	100	2880	300	0.08	76.265797745011	0.0145833333333333	13.902619380601	0.0826958279021044	0.421677040355616	5.48571428571429	2.38163984358061	12.1442987622418	1	107	1
SPBC21.04	3	48	0	100	2548	300	0.03	28.5996741543791	0.0188383045525903	17.9589790608346	0.0155539315870732	0.208111576518362	1.5925	0.396314176838626	5.30268296968786	1	102	1
SPNCRNA.1587	1	5	0	100	1364	300	0.01	9.53322471812638	0.00366568914956012	3.49458384095542	0.00883974757390515	1.74105855180368	2.728	0.120574156908066	23.7480386466022	0	101	1
SPNCRNA.1588	0	0	0	100	1547	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC19F8.02	0	8	3	100	464	300	0	0	0.0172413793103448	16.4365943415972	0.0116892782926356	0.673070909790981	0	0.054238251277829	3.12304902143015	1	99	1
SPNCRNA.1589	1	9	0	100	1031	300	0.01	9.53322471812638	0.00872938894277401	8.32192264433922	0.00526992812214453	0.847902870266008	1.14555555555556	0.0543329589393101	8.74187859244254	0	101	1
SPBC19F8.05	27	247	3	100	3468	300	0.27	257.397067389412	0.0712226066897347	67.8981114583972	0.0719174669707456	0.165028952788248	3.79093117408907	2.49409775454546	5.72320408269645	8	119	0.000933579717639216
SPNCRNA.417	2	1	0	100	389	300	0.02	19.0664494362528	0.0025706940874036	2.45070044167773	0.143294171183347	55.6482554667983	7.78	0.557414325903219	216.471713765845	0	102	1
SPBC19F8.07	4	55	5	100	1159	300	0.04	38.1328988725055	0.0474547023295945	45.2396341239819	0.0224341146761097	0.208790067569031	0.842909090909091	0.260011389096111	2.41987688312507	4	100	1
SPBC19F8.08	87	132	24	100	600	300	0.87	829.390550476995	0.22	209.73094379878	0.498304195978674	0.871284034197293	3.95454545454545	2.98982517587205	5.22770420518376	33	154	5.66734339143589e-11
SPBC25H2.16c	9	78	37	100	1991	300	0.09	85.7990224631374	0.0391762933199397	37.3476407842219	0.0541086742273285	0.237550502178026	2.29730769230769	1.07730370386611	4.7296304983645	4	105	1
SPBC25H2.13c	1	183	19	100	6823	300	0.01	9.53322471812638	0.0268210464605012	25.5691063083266	0.000283842284328599	0.035771964870964	0.372841530054645	0.0193665590597403	2.44072116314587	2	99	1
SPBC25H2.12c	11	155	53	100	2023	300	0.11	104.86547189939	0.0766188828472566	73.0425027834695	0.0364990594536002	0.134340623843659	1.43567741935484	0.738375972746333	2.71771082035723	7	104	1
SPBC25H2.11c	8	117	25	100	3406	300	0.08	76.265797745011	0.0343511450381679	32.7477184973807	0.0309961444473917	0.144449779400702	2.32888888888889	1.05572867987816	4.91995948638791	3	105	1
SPBC25H2.10c	1	32	3	100	957	300	0.01	9.53322471812638	0.0334378265412748	31.8770314503703	0.00158636952447218	0.212316189610862	0.2990625	0.0151815563491988	2.03186593457595	3	98	1
SPBC25H2.08c	0	20	7	100	1659	300	0	0	0.0120554550934298	11.4927362484947	0.00459577388787386	0.250708753220746	0	0.0762438887998274	4.15925821593218	1	99	1
SPBC25H2.06c	14	88	2	100	2072	300	0.14	133.465146053769	0.0424710424710425	40.4885991889537	0.0866880242343029	0.286883718398595	3.29636363636364	1.79617586213476	5.94423064521889	4	110	1
SPBC25H2.04c	6	143	26	100	967	300	0.06	57.1993483087583	0.147880041365047	140.977366565881	0.0167501487226776	0.0982351122217779	0.405734265734266	0.161973938148292	0.949933535184592	13	93	1
SPBC20F10.01	25	163	8	100	947	300	0.25	238.330617953159	0.172122492080253	164.088239604498	0.0983111119681848	0.237521180192994	1.45245398773006	0.93100623033871	2.24932557642765	18	107	1
SPBC20F10.03	16	44	4	100	1501	300	0.16	152.531595490022	0.0293137908061292	27.9454955094977	0.196920449574856	0.663622152553097	5.45818181818182	2.95577594811859	9.96096850982198	3	113	0.00842847463393315
SPBC20F10.05	0	71	17	100	3012	300	0	0	0.0235723771580345	22.4720768587972	0.0012841679281129	0.0683234262229618	0	0.0386791379947607	2.05790159783561	2	98	1
SPBC20F10.06	15	68	2	100	763	300	0.15	142.998370771896	0.0891218872870249	84.9618978810739	0.12100253145996	0.396123703385617	1.68308823529412	0.923249315039495	3.02242385683226	9	106	1
SPBC20F10.07	31	114	10	100	2720	300	0.31	295.529966261918	0.0419117647058823	39.9554271274414	0.179135249541054	0.410810606134647	7.39649122807018	4.87247878751666	11.1740484868624	5	126	1.27868901193297e-10
SPBC20F10.09	0	19	4	100	646	300	0	0	0.0294117647058824	28.0388962297835	0.00484054272324269	0.264551414760663	0	0.0312699059921478	1.70900213935389	2	98	1
SPBC20F10.10	14	65	6	100	570	300	0.14	133.465146053769	0.114035087719298	108.712211697932	0.115657247028121	0.394430053497536	1.22769230769231	0.65924630806029	2.24825130493596	11	103	1
SPBC17D11.01	11	172	64	100	1852	300	0.11	104.86547189939	0.0928725701943845	88.5375081813033	0.0329633830428568	0.120785374548385	1.18441860465116	0.610481853953708	2.23694513663609	9	102	1
SPNCRNA.1591	1	17	0	100	960	300	0.01	9.53322471812638	0.0177083333333333	16.8817521050155	0.0029153350293855	0.415929044001673	0.564705882352941	0.0279872162821008	3.99291882241606	1	100	1
SPNCRNA.36	0	0	5	100	228	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC17D11.05	12	583	93	100	2926	300	0.12	114.398696617517	0.199248120300752	189.947710549135	0.0110829669292195	0.037313375711571	0.602264150943396	0.324287612348961	1.09178937332057	18	94	1
SPBC17D11.06	24	51	1	100	1657	300	0.24	228.797393235033	0.0307785153892577	29.3418503696105	0.281456156810167	0.782465688699295	7.79764705882353	4.66372851834446	12.9654564617473	3	121	9.36515587853637e-08
SPBC17D11.08	4	31	4	100	1809	300	0.04	38.1328988725055	0.0171365395245992	16.3366482179059	0.0386981194862039	0.382738982869067	2.3341935483871	0.700048981505428	6.92374820010142	1	103	1
SPBC17D1.01	40	491	39	100	2702	300	0.4	381.328988725055	0.181717246484086	173.235134589195	0.0581982177201338	0.113603892873815	2.20122199592668	1.57251584279801	3.06957718545048	21	119	0.525552790212602
SPBC17D1.02	1	26	2	100	1757	300	0.01	9.53322471812638	0.0147979510529311	14.1072192755427	0.00194013628088687	0.264049615251165	0.675769230769231	0.0340881944551823	4.63935173996298	1	100	1
SPBC17D1.04	11	55	38	100	1340	300	0.11	104.86547189939	0.041044776119403	39.1289074251456	0.0989443214305293	0.394518006517026	2.68	1.32585390716909	5.28654128732815	4	107	1
SPBC17D1.05	0	317	14	100	1940	300	0	0	0.16340206185567	155.774857507529	0.000286921328326146	0.0151513242264199	0	0.00556627376952723	0.293935689992546	14	86	1
SPNCRNA.112	3	4	14	100	260	300	0.03	28.5996741543791	0.0153846153846154	14.6664995663483	0.133893566820236	3.94140253599159	1.95	0.348123273732613	10.2476465935781	1	102	1
SPBC17D1.06	11	183	37	100	1982	300	0.11	104.86547189939	0.0923309788092836	88.0211969433465	0.0310191198715916	0.11338212509631	1.19136612021858	0.614798955854946	2.24723371940887	9	102	1
SPBC11C11.01	0	27	6	100	2089	300	0	0	0.012924844423169	12.3215446332892	0.00339432100419189	0.183491530730493	0	0.0709073657775686	3.83313807695999	1	99	1
SPBC11C11.02	0	95	581	100	3081	238	0	0	0.0308341447581954	29.3948830971115	0.000958984579164924	0.0508974270961784	0	0.0295463148840713	1.56814972883326	2	98	1
SPBC11C11.03	549	100	12	68	2186	300	8.07352941176471	7696.67701507556	0.0457456541628545	43.6103601012186	4.41391382221246	6.83451445419546	176.487352941176	141.894347284654	219.709538189283	26	591	0
SPBC11C11.05	79	246	6	100	1085	300	0.79	753.124752731984	0.226728110599078	216.145002825722	0.247191265144297	0.416740809747362	3.48434959349593	2.68202522681562	4.52163778575888	33	146	1.87429404021069e-09
SPBC11C11.07	1	342	34	100	931	300	0.01	9.53322471812638	0.36734693877551	350.200091686275	0.000152228970144069	0.0190713374481175	0.0272222222222222	0.00141725171204128	0.177554151641974	27	74	1
SPBC11C11.08	6	233	6	100	1489	296	0.06	57.1993483087583	0.15648085963734	149.176719900836	0.0103517643286331	0.059836052511943	0.38343347639485	0.154137770853347	0.890958821902832	14	92	1
SPBC11C11.10	0	62	1	100	1187	300	0	0	0.0522325189553496	49.7944340795144	0.00147125141445871	0.0783875109585982	0	0.0174637542896249	0.93045975507856	4	96	1
SPBC3B8.10c	12	141	10	100	2051	300	0.12	114.398696617517	0.0687469527059971	65.5380148832676	0.0449481267803293	0.157432309989609	1.74553191489362	0.921886080264554	3.22893667788689	7	105	1
SPBC3B8.07c	2	102	6	100	2341	300	0.02	19.0664494362528	0.0435711234515164	41.5373311084532	0.00334908445565235	0.0805043736911435	0.459019607843137	0.0784020671068216	1.88460738810967	4	98	1
SPNCRNA.1596	3	0	3	100	183	300	0.03	28.5996741543791	0	0	0.449250381531113	30.4904450141133	NA	0.822128198201936	55.7975143758273	0	103	1
SPBC3B8.04c	1	152	9	100	3113	300	0.01	9.53322471812638	0.0488274975907485	46.548350695638	0.000341388375597821	0.0431366593028083	0.204802631578947	0.0106274201323602	1.34284420409642	4	97	1
SPNCRNA.1597	7	154	63	100	2752	300	0.07	66.7325730268846	0.0559593023255814	53.3472604139339	0.0195593954710771	0.100125380811969	1.25090909090909	0.538274563364042	2.75545047994539	5	102	1
SPSNORNA.33	48	53	63	100	193	300	0.48	457.594786470066	0.274611398963731	261.79321764803	0.602151919191112	1.36160953280707	1.74792452830189	1.16215320403885	2.62790639831765	31	117	1
SPBC3B8.01c	1	56	8	100	1633	300	0.01	9.53322471812638	0.0342927127985303	32.6920137302558	0.000917313851770373	0.11900199898102	0.291607142857143	0.0149797351994102	1.94330264336005	3	98	1
SPBC13A2.02	18	148	15	100	2502	300	0.18	171.598044926275	0.0591526778577138	56.3915770696524	0.0721640593243999	0.202456599784929	3.04297297297297	1.80554476429648	5.06546412661893	6	112	1
SPBC13A2.03	13	114	12	100	1884	300	0.13	123.931921335643	0.0605095541401274	57.6851177211469	0.0613785664733868	0.207613866413953	2.14842105263158	1.15637219235861	3.91144524323887	6	107	1
SPNCRNA.419	0	24	0	100	1581	300	0	0	0.015180265654649	14.4716883766624	0.0038226010111885	0.207313917589234	0	0.0604353219868902	3.2776330370858	1	99	1
SPNCRNA.1598	0	12	10	100	678	300	0	0	0.0176991150442478	16.8729641028785	0.00771806013949717	0.431135285113533	0	0.0523284477457908	2.92309723306976	1	99	1
SPNCRNA.1599	9	39	2	100	2494	300	0.09	85.7990224631374	0.0156375300721732	14.9076088214486	0.104212986988898	0.494868058877077	5.75538461538462	2.59907189550312	12.3420093883943	1	108	0.712838463499118
SPBC4B4.03	5	167	29	100	2492	300	0.05	47.6661235906319	0.0670144462279294	63.8863775251647	0.0108676702692185	0.075434799097476	0.746107784431138	0.270822343108926	1.8798351935091	6	99	1
SPBC4B4.04	11	120	51	100	2133	300	0.11	104.86547189939	0.0562587904360056	53.6327691596421	0.0468443351129324	0.174695919337379	1.95525	0.999189667958847	3.72626395946629	5	106	1
SPBC4B4.05	19	98	5	100	470	300	0.19	181.131269644401	0.208510638297872	198.777877101359	0.114870111584078	0.323713400735928	0.911224489795918	0.539889524445165	1.52145298345886	20	99	1
SPBC4B4.06	0	26	0	100	1731	300	0	0	0.0150202195262854	14.3191128059668	0.00352600391483322	0.190799932857011	0	0.061035127765763	3.30274683775486	1	99	1
SPBC4B4.08	5	436	23	100	2065	300	0.05	47.6661235906319	0.211138014527845	201.282613903298	0.0041990400660904	0.0286170784610382	0.236811926605505	0.0867101773647668	0.590942670220438	18	87	1
SPBC4B4.09	2	65	14	100	2210	300	0.02	19.0664494362528	0.0294117647058824	28.0388962297835	0.00521428186049791	0.127612882496478	0.68	0.115235629117004	2.82024470317217	2	100	1
SPBC4B4.11	1	57	50	100	3774	300	0.01	9.53322471812638	0.0151033386327504	14.3983521179969	0.000901472259074436	0.116861476015199	0.662105263157895	0.0340215630574692	4.41035210481363	1	100	1
SPBC2G2.02	6	314	33	100	3263	300	0.06	57.1993483087583	0.0962304627643273	91.7386626261625	0.00770343869514589	0.044262710045682	0.623503184713376	0.25136320462261	1.4442922287906	9	97	1
SPBC2G2.05	0	81	1	100	2498	300	0	0	0.0324259407526021	30.9123779891208	0.00112519171100525	0.059793543622105	0	0.0281072889409113	1.49364271968018	3	97	1
SPBC2G2.08	5	200	3	100	3661	300	0.05	47.6661235906319	0.0546298825457525	52.0798946633509	0.00909558796727767	0.0628266222226748	0.91525	0.332989475482035	2.30008263957213	5	100	1
SPBC2G2.11	5	150	23	100	1651	300	0.05	47.6661235906319	0.0908540278619019	86.6131864154425	0.0120801154534021	0.0841320470261275	0.550333333333333	0.199442706135669	1.38902009640136	8	97	1
SPBC2G2.12	5	110	7	100	1533	300	0.05	47.6661235906319	0.0717547292889759	68.4053958900132	0.0163799978958548	0.115447449987087	0.696818181818182	0.251105367743454	1.76980940830204	7	98	1
SPBC2G2.14	8	113	1	100	2311	300	0.08	76.265797745011	0.0488965815664215	46.6142100020892	0.0320650480623691	0.149704660741752	1.63610619469027	0.741023260721349	3.45967470974188	5	103	1
SPBC2G2.16	8	101	7	100	1352	300	0.08	76.265797745011	0.0747041420118343	71.2171373173642	0.0357652266277379	0.168042101457213	1.07089108910891	0.483545864007016	2.27192921170152	7	101	1
SPNCRNA.1601	7	22	20	100	2261	300	0.07	66.7325730268846	0.00973020787262273	9.27602582037949	0.123821198770668	0.783327833367181	7.19409090909091	2.7995973042048	17.711042312432	1	106	1
SPBC1718.01	10	85	6	100	2558	300	0.1	95.3322471812638	0.0332290852228303	31.6780336607014	0.0575233288386871	0.233505367539453	3.00941176470588	1.47144675169362	5.97306730165921	3	107	1
SPBC1718.02	2	4	1	100	1650	300	0.02	19.0664494362528	0.00242424242424242	2.31108478015185	0.0638181358093923	3.14803144559117	8.25	1.05299924085497	51.9425188522542	0	102	1
SPBC1718.03	3	119	12	100	805	300	0.03	28.5996741543791	0.147826086956522	140.925930615781	0.00641303010883689	0.0817792339360502	0.202941176470588	0.0516248923761369	0.658322833185204	13	90	1
SPBC1718.04	9	139	49	100	2357	300	0.09	85.7990224631374	0.0589732711073398	56.220544582926	0.0308906374231086	0.130872817447558	1.52611510791367	0.728092324062671	3.08467230723895	6	103	1
SPBC1718.05	8	32	15	100	1041	300	0.08	76.265797745011	0.0307396733909702	29.3048214197929	0.106372420128084	0.56586262074751	2.6025	1.10733689353335	5.89062988198158	3	105	1
SPBC1718.06	6	148	0	100	2769	300	0.06	57.1993483087583	0.0534488985193211	50.954036052102	0.0161940565034737	0.0948537618131779	1.12256756756757	0.448413424581187	2.6265006646069	5	101	1
SPNCRNA.1605	0	0	1	100	39	25	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBPB7E8.01	0	1254	96	100	4758	300	0	0	0.263556116015132	251.253967980884	7.24931477633397e-05	0.00382194483275636	0	0.0034492239705797	0.181848135142548	20	80	1
SPBPB7E8.02	6	320	12	100	3554	300	0.06	57.1993483087583	0.0900393922341024	85.8365759651221	0.00756016942186649	0.0434254877983535	0.666375	0.268688421253135	1.54334183635348	8	98	1
SPBC1105.01	5	126	1	100	3174	300	0.05	47.6661235906319	0.0396975425330813	37.8445593725244	0.0143384851567961	0.100487138709316	1.25952380952381	0.455103518876708	3.18946178263368	4	101	1
SPNCRNA.574	0	2	0	100	1127	300	0	0	0.00177462289263532	1.69178788254239	0.0514242900386907	4.05388820080272	0	0.579551748736045	45.6873200230467	0	100	1
SPNCRNA.1608	0	2	0	100	1219	300	0	0	0.00164068908941756	1.56410577819957	0.0514242900386907	4.05388820080272	0	0.62686209557164	49.4168971677852	0	100	1
SPNCRNA.421	0	1	0	100	934	300	0	0	0.00107066381156317	1.02068787131974	0.120791776113059	17.3080587281839	0	1.12819518889597	161.657268521238	0	100	1
SPBC1105.05	13	572	82	100	1764	300	0.13	123.931921335643	0.324263038548753	309.127241426774	0.0125557042752332	0.0402670898532324	0.400909090909091	0.221482623415114	0.710311465011019	27	86	1
SPBC1105.06	2	34	4	100	1426	300	0.02	19.0664494362528	0.0238429172510519	22.729988808997	0.00977594851961347	0.25022499125925	0.838823529411765	0.139405025889688	3.5682083753569	2	100	1
SPBC1105.08	10	132	11	100	2126	300	0.1	95.3322471812638	0.0620884289746002	59.1902945810292	0.0375438031333694	0.148228400875967	1.61060606060606	0.798181254615433	3.15133580262306	6	104	1
SPBC1105.09	9	96	2	100	1180	300	0.09	85.7990224631374	0.0813559322033898	77.558438384757	0.0442856445211245	0.191506896740159	1.10625	0.522570605349269	2.25978138153388	8	101	1
SPBC1105.10	3	109	10	100	4120	300	0.03	28.5996741543791	0.0264563106796117	25.2213954921305	0.00699175106130252	0.0894273075487813	1.13394495412844	0.288060143725664	3.68440507100979	2	101	1
SPBC1105.12	4	41	24	96	456	300	0.0416666666666667	39.7217696588599	0.0899122807017544	85.7153976849082	0.0297199977772654	0.284166864484639	0.463414634146341	0.141169989442011	1.34979260630203	8	92	1
SPBC1105.14	6	212	17	100	4501	300	0.06	57.1993483087583	0.0471006443012664	44.9021026492511	0.011364700378635	0.0658417010790652	1.2738679245283	0.51152516404236	2.96353496556872	4	102	1
SPBC887.22	7	42	3	100	833	300	0.07	66.7325730268846	0.0504201680672269	48.0666792510574	0.0684701417020486	0.386161793921163	1.38833333333333	0.570356280378065	3.21672774336329	5	102	1
SPBC1105.17	2	42	12	100	1781	300	0.02	19.0664494362528	0.0235822571588995	22.4814956856433	0.00797536691687462	0.200526163723088	0.848095238095238	0.142041284789537	3.5713709759082	2	100	1
SPBC887.01	1	47	16	100	653	300	0.01	9.53322471812638	0.0719754977029096	68.6158593800827	0.00108964984752419	0.142490214044753	0.138936170212766	0.00711541350433294	0.930461097712239	6	95	1
SPBC887.02	2	103	3	100	4829	300	0.02	19.0664494362528	0.0213294677987161	20.3338609643201	0.00331701622218498	0.0797090291684589	0.937669902912621	0.160178713369313	3.84914901854488	2	100	1
SPNCRNA.1614	0	1	1	100	482	300	0	0	0.0020746887966805	1.97784745189344	0.120791776113059	17.3080587281839	0	0.582216360864944	83.4248430698465	0	100	1
SPBC887.07	3	34	13	100	348	300	0.03	28.5996741543791	0.0977011494252874	93.1407012690508	0.0216350687008803	0.299112990062463	0.307058823529412	0.0752900390790633	1.04091320541737	9	94	1
SPBC887.08	6	26	11	100	602	300	0.06	57.1993483087583	0.0431893687707641	41.1733957925724	0.0853306794502033	0.588427805815365	1.38923076923077	0.513690690290224	3.5423353910085	4	102	1
SPBC887.10	20	270	10	100	1850	300	0.2	190.664494362528	0.145945945945946	139.133549940223	0.0457085086399579	0.11874377734241	1.37037037037037	0.845607409839221	2.19675988083459	15	105	1
SPBC887.11	9	54	18	100	1489	300	0.09	85.7990224631374	0.0362659503022163	34.5731453847431	0.0768386608963752	0.349466794466519	2.48166666666667	1.14412766074703	5.20356056960647	3	106	1
SPBC887.12	3	160	9	100	3931	300	0.03	28.5996741543791	0.04070211142203	38.8022374688431	0.00478811743130281	0.0605472175728679	0.7370625	0.188220896224514	2.38011112278944	4	99	1
SPNCRNA.1616	0	14	3	100	1285	300	0	0	0.0108949416342412	10.3863926890093	0.0065974714867639	0.365411596620526	0	0.084777508604916	4.69553901657376	1	99	1
SPBC887.16	0	0	10	100	181	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC887.17	9	192	11	100	2472	300	0.09	85.7990224631374	0.0776699029126214	74.0444638301078	0.0225023050095686	0.0941259948967512	1.15875	0.556256979836536	2.32679459384769	7	102	1
SPBC887.19	1	138	3	100	3357	300	0.01	9.53322471812638	0.0411081322609473	39.1893062586071	0.000375796222576147	0.0475584849587778	0.243260869565217	0.0126154791918812	1.59653834006617	3	98	1
SPNCRNA.1619	2	36	13	100	903	300	0.02	19.0664494362528	0.0398671096345515	38.0062115008361	0.00925365154988372	0.235628337171256	0.501666666666667	0.08356047349545	2.12772388465644	3	99	1
SPNCRNA.424	14	5	9	100	221	300	0.14	133.465146053769	0.0226244343891403	21.568381715218	0.944745094151214	8.87948336856734	6.188	2.08788665807418	19.6236582445338	2	112	1
SPBC418.02	3	38	13	100	2279	300	0.03	28.5996741543791	0.0166739798157086	15.8956796528654	0.0194610923009429	0.265906476544449	1.79921052631579	0.443518293538489	6.060008600448	1	102	1
SPBC16D10.02	0	90	3	100	1512	300	0	0	0.0595238095238095	56.7453852269427	0.00101239357055047	0.0537536843252837	0	0.0153073907867231	0.812755706998289	5	95	1
SPBC16D10.03	4	63	13	100	1515	300	0.04	38.1328988725055	0.0415841584158416	39.6431126892384	0.0196776916573705	0.181294313351474	0.961904761904762	0.298117028609163	2.74660884727483	4	100	1
SPBC16D10.05	0	234	2	100	7264	300	0	0	0.0322136563876652	30.710002533612	0.000388789342728249	0.0205463596694897	0	0.02824165785578	1.49248756639173	3	97	1
SPNCRNA.425	1	5	0	100	1324	300	0.01	9.53322471812638	0.00377643504531722	3.60016039204168	0.00883974757390515	1.74105855180368	2.648	0.117038257878504	23.0516152258807	0	101	1
SPBC16D10.06	12	206	20	100	1954	300	0.12	114.398696617517	0.105424769703173	100.503802043707	0.0310115962961603	0.106860700025243	1.13825242718447	0.605966591626973	2.08805807849325	10	102	1
SPBC16D10.09	0	129	23	100	1051	300	0	0	0.122740247383444	117.01103602648	0.000705792260200765	0.0373880947411564	0	0.00741787665471004	0.392948875729554	10	90	1
SPBC16D10.10	17	81	10	100	1384	300	0.17	162.064820208148	0.0585260115606936	55.7941620063755	0.119988344502414	0.362510784531156	2.90469135802469	1.66063868791341	5.0171492579112	6	111	1
SPNCRNA.426	0	104	2	100	1186	300	0	0	0.0876897133220911	83.5965742567574	0.000875817578746582	0.0464543008536173	0	0.0103871964839345	0.550948008123901	8	92	1
SPNCRNA.1624	0	108	11	100	1600	300	0	0	0.0675	64.3492668473531	0.000843312924007766	0.0447192750342544	0	0.0134930067841243	0.71550840054807	6	94	1
