mcs6as_3MBPP1_combined_pr_counts	mcs6as_3MBPP1_combinedgb_counts	mcs6as_3MBPP1_combinedterm_counts	mcs6as_3MBPP1_combinedpr_map	mcs6as_3MBPP1_combinedgb_map	mcs6as_3MBPP1_combinedterm_map	mcs6as_3MBPP1_combinedpr_density	mcs6as_3MBPP1_combinedpr_densityRPKM	mcs6as_3MBPP1_combinedgb_density	mcs6as_3MBPP1_combinedgb_densityRPKM	mcs6as_3MBPP1_combinedpause_index_CI_low	mcs6as_3MBPP1_combinedpause_index_CI_high	mcs6as_3MBPP1_combinedpause_index_scaled	mcs6as_3MBPP1_combinedpause_index_CI_low_scaled	mcs6as_3MBPP1_combinedpause_index_CI_high_scaled	mcs6as_3MBPP1_combined_ExpPR	mcs6as_3MBPP1_combined_ExpGB	mcs6as_3MBPP1_combinedFexact_Pval
SPAC27E2.10c	169	997	98	100	1487	300	1.69	114.20013851328	0.670477471418964	45.3068758024141	0.143505620165466	0.200141467930783	2.52059177532598	2.13392857186048	2.97610362813075	107	162	6.05191759035928e-09
SPAPJ698.02c	1210	6043	443	100	875	300	12.1	817.645962136505	6.90628571428571	466.685671706342	0.188151934218662	0.213082575871877	1.75202713883833	1.64632942441329	1.86447253887892	1144	166	0.000292999875356497
SPAPJ698.03c	141	1675	65	100	3667	300	1.41	95.279405505163	0.456776656667576	30.8662470183848	0.0706093257004387	0.100299692791155	3.08684776119403	2.58924397343509	3.67798973465164	75	166	1.41833265917133e-13
SPAC19G12.01c	13	554	816	100	2603	300	0.13	8.78462603948311	0.212831348444103	14.3818754273875	0.0129608582215624	0.0415847169215445	0.610812274368231	0.33737113950727	1.0824501814678	19	94	1
SPAC19G12.02c	26	1590	23	100	4363	300	0.26	17.5692520789662	0.364428145771258	24.6258844527903	0.0108683333741101	0.0244175910888266	0.713446540880503	0.474185385112422	1.06533949920551	33	93	1
SPNCRNA.956	8	2	86	100	5	300	0.08	5.40592371660499	0.4	27.029618583025	0.792697560683881	27.2271032785417	0.2	0.0396348780341941	1.36135516392708	30	78	1
SPAC19G12.06c	1182	5315	1650	100	663	300	11.82	798.725229128387	8.01659125188537	541.71350968619	0.20869702047194	0.236975306168823	1.474442144873	1.38366124572896	1.5711462798993	1139	143	1
SPAC19G12.07c	64	2043	32	100	2831	300	0.64	43.2473897328399	0.72165312610385	48.7650218695867	0.024222212216458	0.0404363014499963	0.886852667645619	0.685730827847926	1.14475169404939	68	96	1
SPAC19G12.10c	1209	7139	470	100	2974	300	12.09	816.970221671929	2.4004707464694	162.209521741943	0.159259775975163	0.180078794801238	5.03651211654293	4.73638573750135	5.3555433573888	924	385	3.36493264867593e-73
SPAC19G12.17	20	358	23	100	705	300	0.2	13.5148092915125	0.507801418439716	34.3141966408615	0.0346168447229055	0.0891724040289237	0.393854748603352	0.244048755296484	0.628665448403912	40	80	1
SPAC19G12.13c	53	366	30	100	2133	300	0.53	35.8142446225081	0.171589310829817	11.5949840616352	0.107376559630644	0.194824331078552	3.08877049180328	2.29034201692163	4.15560298190551	22	131	1.6426908796758e-05
SPAC19G12.15c	155	3888	230	100	2659	300	1.55	104.739772009222	1.46220383602858	98.8070299462213	0.0338371267583607	0.0469458977172735	1.06004372427984	0.89972920050481	1.2482914203023	151	104	1
SPAC19G12.16c	126	1804	327	100	2199	300	1.26	85.1432985365286	0.82037289677126	55.4359162389461	0.0580515562139804	0.0839767403071138	1.53588691796009	1.27655372114543	1.84664851935343	101	125	1
SPAC23A1.02c	134	2146	175	100	1854	300	1.34	90.5492222531336	1.15749730312837	78.2167765360997	0.0522300176179506	0.074603605130744	1.15767008387698	0.968344526636804	1.38315083912399	125	109	1
SPAC23A1.04c	2	1015	191	100	3090	300	0.02	1.35148092915125	0.328478964401294	22.1966528007851	0.000340816124795407	0.00796169156075289	0.0608866995073892	0.0105312182561781	0.246016269227264	25	77	1
SPAC23A1.06c	19	1342	123	100	2121	300	0.19	12.8390688269369	0.632720414898633	42.7554787110084	0.00874391239532433	0.0226473562585765	0.300290611028316	0.185458381904829	0.480350426244408	46	73	1
SPAC23A1.08c	612	2864	1009	100	254	300	6.12	413.553164320282	11.2755905511811	761.937279741963	0.195632632947438	0.233394658303236	0.542765363128492	0.496906887686493	0.592822432090219	653	59	1
SPNCRNA.957	0	33	144	0	371	300	NA	NA	0.0889487870619946	6.01062946927105	0.0027729657495468	0.149200036234492	NA	NA	NA	0	0	1
SPAC23A1.12c	865	2284	228	100	1720	300	8.65	584.515501857915	1.32790697674419	89.7320477378328	0.349939789630345	0.409858900237601	6.51401050788091	6.01896438164193	7.04957308408673	550	415	2.69641777856158e-88
SPAC23A1.20	62	537	71	100	487	300	0.62	41.8959088036887	1.10266940451745	74.5118335681951	0.0879515940582785	0.151271005000566	0.562271880819367	0.428324263063816	0.736689794352758	84	78	1
SPAC23A1.14c	74	3457	367	100	1732	300	0.74	50.0047943785962	1.9959584295612	134.874987646532	0.0168815000083817	0.0271004756290675	0.370749204512583	0.292387580145171	0.469380237895449	115	59	1
SPAC23A1.15c	132	1125	824	100	785	300	1.32	89.1977413239823	1.43312101910828	96.8417863245321	0.0975532306156822	0.141037381066169	0.921066666666667	0.765792860333105	1.10714344136943	136	96	1
SPAC23A1.16c	86	218	533	100	854	300	0.86	58.1136799535036	0.255269320843091	17.2495809458415	0.304938930152867	0.509894113115585	3.36899082568807	2.60417846350548	4.3544957260071	37	149	3.66632920695224e-09
SPAC23A1.18c	686	2081	182	100	1470	300	6.86	463.557958698878	1.4156462585034	95.6609460395832	0.30210557880422	0.359688727329925	4.84584334454589	4.44095200842203	5.2874242917499	460	326	6.18242723673752e-55
SPAC23A1.19c	11	1089	1208	100	3478	300	0.11	7.43314511033186	0.313110983323749	21.1581761334921	0.0052955990560265	0.0187403108152915	0.351313131313131	0.184180935168602	0.651788010155839	26	85	1
SPAC26H5.02c	132	660	58	100	1813	300	1.32	89.1977413239823	0.36403750689465	24.5994874031942	0.165153906710961	0.242058471205344	3.626	2.99424032866973	4.38852008295289	61	171	2.27163562098005e-16
SPNCRNA.959	1	415	88	100	1021	300	0.01	0.675740464575624	0.406464250734574	27.4664341624764	0.000125509641085285	0.0157050025663497	0.0246024096385542	0.00128145343548076	0.160348076202431	29	72	1
SPNCRNA.960	14	768	13	100	1335	300	0.14	9.46036650405873	0.575280898876405	38.8740581868224	0.0103211378868063	0.0315837796055174	0.243359375	0.137787190788864	0.421643457733657	41	73	1
SPNCRNA.961	15	74	28	100	713	300	0.15	10.1361069686344	0.103786816269285	7.01329514426314	0.111686467071223	0.36230844842915	1.44527027027027	0.796324510217821	2.58325923729984	10	105	1
SPAC26H5.07c	110	4212	185	100	1874	300	1.1	74.3314511033186	2.24759871931697	151.879340277083	0.0215081404665536	0.0316835982586421	0.489411206077873	0.403062552343215	0.593750631366953	145	65	1
SPAC26H5.08c	114	3344	1017	100	1339	300	1.14	77.0344129616211	2.49738610903659	168.75848495451	0.0281540263770383	0.0412464277664536	0.456477272727273	0.376982413188543	0.552289667792814	152	62	1
SPAC26H5.09c	90	1268	161	100	1624	300	0.9	60.8166418118061	0.780788177339901	52.761016569082	0.0569659128962192	0.088336782558058	1.15268138801262	0.9251264254346	1.43458934874286	83	107	1
SPAC26H5.10c	648	6495	2515	100	861	300	6.48	437.879821045004	7.54355400696864	509.74846892203	0.0919512775437583	0.108245372428677	0.859011547344111	0.791700499651759	0.931992656610909	660	88	1
SPNCRNA.964	0	612	3770	100	1351	293	0	0	0.45299777942265	30.6108929918787	0.000148567502834715	0.0078371778861045	0	0.002007146963297	0.105880273241272	31	69	1
SPAC26H5.13c	507	4539	15	100	2794	300	5.07	342.600415539841	1.62455261274159	109.777593726154	0.101790994822432	0.122560605059486	3.12085922009253	2.84404039533875	3.42434330536204	375	232	1.20242893870356e-25
SPNCRNA.965	14	95	144	100	525	300	0.14	9.46036650405873	0.180952380952381	12.2276845970827	0.0805493124807349	0.264883156336309	0.773684210526316	0.422883890523858	1.39063657076562	17	97	1
SPAC25B8.04c	78	525	54	100	1354	300	0.78	52.7077562368987	0.387740029542097	26.2011627697343	0.116251387853293	0.189624818207877	2.01165714285714	1.57404379153359	2.56752003853466	49	129	0.0775677765284512
SPAC25B8.06c	20	451	79	100	3334	300	0.2	13.5148092915125	0.135272945410918	9.14094029764866	0.0275516164037444	0.070591484855128	1.47849223946785	0.918570890900837	2.35352010506997	14	106	1
SPAC25B8.07c	109	495	95	100	1525	300	1.09	73.655710638743	0.324590163934426	21.9338708173727	0.177961140551619	0.272262785458186	3.35808080808081	2.71390739341219	4.15200747823733	51	158	3.28798991980354e-12
SPNCRNA.967	0	93	103	100	1759	300	0	0	0.0528709494030699	3.57270399121848	0.000979657372893479	0.0520027148584582	0	0.0172321731891963	0.914727754360279	5	95	1
SPAC25B8.12c	158	4658	421	100	1584	300	1.58	106.766993402949	2.94065656565657	198.712063383413	0.0288499002136802	0.0398617804389031	0.537294976384714	0.456982419384695	0.631410602152225	192	66	1
SPNCRNA.968	58	550	388	100	1059	300	0.58	39.1929469453862	0.519357884796978	35.0951138353723	0.0796709920743428	0.139283728690216	1.11676363636364	0.84371580606729	1.47501468682939	54	104	1
SPAC25B8.13c	620	8103	752	100	2862	300	6.2	418.959088036887	2.83123689727463	191.318133628801	0.0704525169140544	0.0830937796993582	2.18985560903369	2.01635103408024	2.37814397499563	532	188	4.89348412655827e-11
SPAC25B8.15c	4	250	1	100	1964	300	0.04	2.7029618583025	0.127291242362525	8.60158432504613	0.00508232694639611	0.0444238220881105	0.31424	0.0998169012272196	0.87248386581049	11	93	1
SPAC25B8.19c	216	2438	304	100	2940	300	2.16	145.959940348335	0.829251700680272	56.0358929467813	0.0768920292523436	0.102053825374964	2.60475799835931	2.2606256600189	3.00038246602395	143	173	5.65043764390737e-12
SPAC683.02c	238	683	61	100	931	300	2.38	160.826230568998	0.733619763694952	49.5736559941086	0.299825077680412	0.40490711287549	3.24418740849195	2.79137147320464	3.76968522087082	143	195	1.37592528491354e-17
SPNCRNA.970	10	352	853	100	1193	300	0.1	6.75740464575624	0.295054484492875	19.9380254426337	0.0142998268417968	0.0546799370679382	0.338920454545455	0.170596934222636	0.652331649220502	25	85	1
SPNCRNA.971	109	108	15	100	793	300	1.09	73.655710638743	0.136191677175284	9.20302272057596	0.766958087634769	1.32812480912228	8.00342592592593	6.08197763494372	10.5320297363396	25	184	7.37811778523114e-30
SPAC694.04c	42	1152	241	100	1270	300	0.42	28.3810995121762	0.907086614173228	61.2955130071747	0.0264514095432364	0.0500688058022387	0.463020833333333	0.335932901199103	0.635873833688431	67	75	1
SPAC694.05c	438	1974	2875	100	228	300	4.38	295.974323484123	8.6578947368421	585.048981172053	0.19978489660491	0.246405757721785	0.505896656534954	0.455509564259195	0.56180512760567	482	56	1
SPAC694.06c	90	815	24	100	2947	300	0.9	60.8166418118061	0.276552426196132	18.687766495729	0.0882678572890364	0.138003291405043	3.25435582822086	2.6012537543079	4.06695699770663	41	149	1.63028609525397e-10
SPAC1F7.01c	763	3712	670	100	4193	300	7.63	515.589974471201	0.885284998807536	59.8222896376035	0.189993351828886	0.222370389254324	8.61869342672414	7.9664212421852	9.32399042143382	405	458	4.03757655406677e-129
SPAC1F7.02c	213	2041	519	100	1792	300	2.13	143.932718954608	1.13895089285714	76.9635205468107	0.0903867396417945	0.120458532311521	1.87014208721215	1.61973037438096	2.15861689902246	166	147	0.00136881164823531
SPAC1F7.14c	512	21	120	100	37	300	5.12	345.979117862719	0.567567567567568	38.3528371786165	15.5037949104661	38.7381122716197	9.02095238095238	5.73640411687247	14.3331015404993	221	391	2.5189354394794e-10
SPNCRNA.973	2	50	1	100	1098	300	0.02	1.35148092915125	0.0455373406193078	3.07714237056295	0.0067349107163125	0.16728697501223	0.4392	0.0739493196651112	1.83681098563429	4	98	1
SPAC1F7.07c	378	5038	385	100	1565	300	3.78	255.429895609586	3.21916932907348	217.532297797571	0.0674861649830415	0.0834058100159883	1.17421595871378	1.0561584819846	1.30530092675022	364	114	1
SPAC1F7.09c	15	436	92	100	1381	300	0.15	10.1361069686344	0.315713251267198	21.3340219083977	0.0198006579677978	0.0587591328805841	0.475114678899083	0.273447086535287	0.811463625080867	27	88	1
SPAC1F7.11c	137	1654	173	100	2884	300	1.37	92.5764436468605	0.573509015256588	38.7543248407795	0.0693042395121536	0.0989355154252148	2.38880290205562	1.99873426753051	2.85330026486319	86	151	4.25706273919614e-07
SPAC1F7.13c	973	2540	1469	100	608	300	9.73	657.495472032082	4.17763157894737	282.299470398369	0.355533490724714	0.412731357135519	2.32907086614173	2.16164362360626	2.50940665138396	865	208	9.01424062577032e-12
SPAC21E11.03c	568	1542	61	100	1258	300	5.68	383.820583878954	1.22575516693164	82.8292365958356	0.334169067999559	0.406011357373545	4.63387808041505	4.20384687543445	5.1076228757592	367	301	2.60818201953989e-47
SPAC21E11.05c	44	1141	12	100	2442	300	0.44	29.7325804413274	0.467239967239967	31.5732952531035	0.0281848408648513	0.0525835036465392	0.941700262927257	0.688273813919668	1.28408915904849	45	99	1
SPNCRNA.13	7	6	6	100	224	300	0.07	4.73018325202937	0.0267857142857143	1.81001910154185	0.353552417152782	3.90153984048796	2.61333333333333	0.791957414422233	8.73944924269302	2	105	1
SPAC2C4.03c	45	498	123	100	438	300	0.45	30.4083209059031	1.13698630136986	76.8307651503792	0.0657714001689604	0.12375196553184	0.39578313253012	0.288078732740047	0.542033609029457	77	68	1
SPAC2C4.04c	8	426	39	100	913	221	0.08	5.40592371660499	0.466593647316539	31.5296208005713	0.00867050965518939	0.0389038401448749	0.171455399061033	0.0791617531518791	0.355192060522708	34	74	1
SPAC2C4.06c	72	479	52	100	1575	300	0.72	48.6533134494449	0.304126984126984	20.5510909543952	0.116381329001293	0.193847465849546	2.36743215031315	1.83300593177037	3.05309758713035	40	132	0.00137451406500642
SPAC2C4.07c	260	2809	172	100	3037	300	2.6	175.692520789662	0.924925913730655	62.5009866642386	0.0813427690386285	0.105299564696729	2.81103595585618	2.47037989570315	3.19794777983967	172	188	8.45140774572718e-16
SPAC2C4.10c	29	326	73	100	831	300	0.29	19.5964734726931	0.392298435619735	26.509192713797	0.0596626484985189	0.131820902725128	0.739233128834356	0.495796609022692	1.09543170164581	36	93	1
SPAC2C4.11c	183	1486	64	100	948	300	1.83	123.660505017339	1.56751054852321	105.923030628626	0.105292844863697	0.143980346712032	1.16745625841184	0.998176169307852	1.36493368683006	172	111	1
SPAC2C4.12c	50	612	274	100	1564	300	0.5	33.7870232287812	0.391304347826087	26.4420181790462	0.060555874413746	0.109925823476134	1.27777777777778	0.947093875830987	1.71923987916673	42	108	1
SPAC2C4.14c	72	844	35	100	1863	300	0.72	48.6533134494449	0.453032742887815	30.6132556146981	0.0665455827919823	0.109189525902793	1.58928909952607	1.23974420741463	2.03420086756904	53	119	1
SPAC2C4.15c	348	1641	174	100	1238	300	3.48	235.157681672317	1.32552504038772	89.5710906598222	0.188572571226959	0.238454306989575	2.6253747714808	2.33452843178975	2.95206432053094	255	193	4.99059977247297e-14
SPAC2C4.16c	599	2170	1214	100	444	300	5.99	404.768538280799	4.88738738738739	330.26054237142	0.251894522251535	0.302476373042679	1.22560368663594	1.11841167879682	1.34299509630949	580	119	1
SPAC2C4.17c	104	1969	38	100	3552	291	1.04	70.2770083158649	0.554335585585586	37.4586986134404	0.0431404458652215	0.0646089205403656	1.87611985779584	1.53234863713267	2.29490885759379	72	132	0.0527722453662419
SPNCRNA.975	15	160	18	100	1097	300	0.15	10.1361069686344	0.145852324521422	9.85583175315404	0.0531127967639372	0.162760025948579	1.0284375	0.582647380500391	1.78547748465591	14	101	1
SPAC25G10.02	4	74	17	100	1240	300	0.04	2.7029618583025	0.0596774193548387	4.0326447079513	0.0168338161572729	0.153492645237905	0.67027027027027	0.208739320350185	1.90330880095002	5	99	1
SPAC25G10.04c	170	1484	40	100	2330	300	1.7	114.875878977856	0.636909871244635	43.038577228765	0.097420378235766	0.134647282533193	2.66913746630728	2.26989481289335	3.13728168302339	105	165	7.49813603389912e-11
SPAC25G10.05c	134	3150	525	100	1258	300	1.34	90.5492222531336	2.50397456279809	169.203693435073	0.0356435223573383	0.0507381466349345	0.535149206349206	0.448395511255316	0.638285884667477	167	67	1
SPAC25G10.07c	64	1243	108	100	3626	300	0.64	43.2473897328399	0.342801985659129	23.1645173046746	0.0397104068194087	0.0666322831272827	1.8669670152856	1.43989935127176	2.41608658619527	41	123	0.880454057920875
SPAC25G10.09c	426	5026	202	100	4951	300	4.26	287.865437909216	1.0151484548576	68.5976888498704	0.0766787852245868	0.0936811744410526	4.19643056108237	3.79636665646929	4.63815494657651	264	262	3.66946477116545e-42
SPAC27F1.02c	1149	2754	312	100	788	300	11.49	776.425793797392	3.49492385786802	236.166147137217	0.389220710591055	0.447207006857535	3.28762527233115	3.06705919945751	3.52399121403738	971	278	5.50887118304768e-29
SPAC27F1.03c	84	229	47	100	608	300	0.84	56.7621990243524	0.376644736842105	25.4514089453648	0.283400722720522	0.474315429999397	2.23021834061135	1.72307639414077	2.88383781439633	50	134	0.0100067115786974
SPAC27F1.04c	151	580	162	100	1503	300	1.51	102.036810150919	0.385894876912841	26.0764783402436	0.216758862262326	0.312555323098828	3.91298275862069	3.25788569980276	4.69770650617538	69	182	8.80716266993141e-20
SPAC27F1.05c	18	758	174	100	1765	300	0.18	12.1633283623612	0.429461756373938	29.0204686769588	0.0144261759013867	0.038579564197303	0.419129287598945	0.254622004659475	0.680929308082398	35	83	1
SPAC27F1.10	6	22	5	100	711	300	0.06	4.05444278745374	0.0309423347398031	2.0908987652129	0.099238444329978	0.708298164460976	1.93909090909091	0.705585339186143	5.03599994931754	3	103	1
SPAC27F1.06c	592	1740	123	100	1124	300	5.92	400.038355028769	1.54804270462633	104.60750964071	0.309587577188557	0.373885457651913	3.82418390804598	3.47976436759938	4.2024725440075	420	272	4.7765894969105e-35
SPAC27F1.09c	151	3077	238	100	3469	300	1.51	102.036810150919	0.886999135197463	59.938120769651	0.0415294690316321	0.0579582296475121	1.70236919077023	1.44065728070732	2.01057098647219	117	134	0.180158851526352
SPAC23D3.03c	259	1864	228	100	1800	300	2.59	175.016780325087	1.03555555555556	69.9766792204979	0.121743209157606	0.158550548277686	2.50107296137339	2.19137776483691	2.85390986899835	182	177	2.16321071389489e-11
SPAC23D3.04c	122	3857	475	100	1575	300	1.22	82.4403366782261	2.44888888888889	165.481331547186	0.0262994848815081	0.0380151281142016	0.498185117967332	0.414216886883753	0.598738267798675	157	65	1
SPAC23D3.05c	16	169	45	100	1473	300	0.16	10.81184743321	0.114731839782756	7.75289467164158	0.0546712003314124	0.161503508504578	1.39455621301775	0.805306780881705	2.37894668027243	11	105	1
SPAC23D3.06c	67	1718	64	100	4289	300	0.67	45.2746111265668	0.40055957099557	27.0674310594759	0.0303078295709715	0.0500921511232368	1.67266006984866	1.29990281029897	2.14845236167563	47	120	1
SPAC23D3.09	92	878	6	100	2734	300	0.92	62.1681227409574	0.321141185076811	21.700809359817	0.0840143683415751	0.130547671875447	2.86478359908884	2.29695283045866	3.56917334907473	46	146	3.37542263859391e-08
SPAC23D3.10c	20	2412	254	100	2642	300	0.2	13.5148092915125	0.912944738834216	61.6913701951705	0.00519514077081027	0.0130860049224082	0.219071310116086	0.137255619164807	0.345732250050026	57	63	1
SPNCRNA.980	3	201	23	100	3676	300	0.03	2.02722139372687	0.0546789989118607	3.69488121272308	0.0038201770777188	0.0480669879963688	0.54865671641791	0.140429709376943	1.76694247874652	5	98	1
SPAC23D3.17	12	135	3	100	815	300	0.12	8.10888557490749	0.165644171779141	11.1932469592281	0.0468935532094842	0.164621773731861	0.724444444444445	0.382182458657296	1.34166745591467	15	97	1
SPAC23D3.13c	55	1607	111	100	5002	300	0.55	37.1657255516593	0.321271491403439	21.7096146855863	0.0259035370627779	0.0451110540645007	1.71194772868699	1.29569492388015	2.25645492430633	37	118	1
SPAC23D3.14c	0	139	34	100	1748	300	0	0	0.0795194508009153	5.3734510627009	0.000654934454020204	0.0346807157130145	0	0.0114482542562732	0.606218910663493	7	93	1
SPAC30.01c	542	2519	127	100	5458	300	5.42	366.251331799988	0.46152436790033	31.187069077794	0.195875337626987	0.236337685410923	11.7436919412465	10.690875927681	12.8993108697282	202	440	2.93641570715996e-152
SPAC30.02c	89	542	53	100	844	300	0.89	60.1409013472305	0.64218009478673	43.3947075592403	0.130365998168137	0.206609117129248	1.38590405904059	1.10028902453908	1.74378094857085	73	116	1
SPAC30.03c	31	307	75	100	1188	300	0.31	20.9479544018443	0.258417508417508	17.4623167192522	0.0685142975933362	0.14800140184355	1.19960912052117	0.813949855408835	1.75825665390138	26	105	1
SPAC30.04c	183	4664	63	100	4443	300	1.83	123.660505017339	1.04974116587891	70.9352583115172	0.0337509970266641	0.0455960609176007	1.74328687821612	1.49955679789469	2.025832986569	144	139	0.0305565740656635
SPNCRNA.984	2	171	531	100	1013	300	0.02	1.35148092915125	0.168805528134255	11.4068726004375	0.00200895647077093	0.0476769849480969	0.118479532163743	0.0203507290489095	0.482967857524222	14	88	1
SPAC29E6.03c	108	2417	144	100	3182	300	1.08	72.9799701741674	0.759585166561911	51.3282433337298	0.0366664850030214	0.0544060360153699	1.42182871328093	1.16672755279614	1.73120006600907	89	119	1
SPAC29E6.05c	39	536	28	100	1352	300	0.39	26.3538781184493	0.396449704142012	26.7897107257792	0.0518198080349453	0.101759782060645	0.983731343283582	0.70060380463246	1.37579225345992	39	100	1
SPAC29E6.06c	61	1137	58	100	2264	300	0.61	41.2201683391131	0.502208480565371	33.9362591971062	0.0410967436093888	0.0698942631202994	1.21463500439754	0.930430275316563	1.58240611704358	53	108	1
SPAC29E6.10c	24	2164	102	100	3528	300	0.24	16.217771149815	0.613378684807256	41.4484797432441	0.0072504275495226	0.0168200050541658	0.391275415896488	0.255795083947157	0.59340977831097	47	77	1
SPAC16.02c	135	6435	367	100	2144	300	1.35	91.2249627177092	3.00139925373134	202.816692609335	0.0176226401977934	0.0249589355968492	0.44979020979021	0.377829405840691	0.535119579196447	176	59	1
SPAC16.03c	107	601	57	100	1323	300	1.07	72.3042297095918	0.45427059712774	30.6969024346145	0.144140245261865	0.219726741467965	2.35542429284526	1.90697544481447	2.90698478962117	64	143	3.90803804601058e-05
SPAC16.05c	332	4785	706	100	1796	300	3.32	224.345834239107	2.66425389755011	180.034416647793	0.0619780653159066	0.0776614840042386	1.24612748171369	1.11312605307368	1.39480025271613	314	118	1
SPAC9E9.02	2	295	767	100	2467	300	0.02	1.35148092915125	0.119578435346575	8.08039874543207	0.00116860639117562	0.0275134913933464	0.167254237288136	0.0288295196703026	0.678757832673855	10	92	1
SPAC9E9.17c	3	13	3	100	351	300	0.03	2.02722139372687	0.037037037037037	2.5027424613912	0.0523338859955796	0.862462925029247	0.81	0.183691939844484	3.02724486685266	3	100	1
SPNCRNA.988	0	1	11	100	199	300	0	0	0.0050251256281407	0.339568072651067	0.120791776113059	17.3080587281839	0	0.240375634464987	34.443036869086	0	100	1
SPAC9E9.06c	66	2543	452	100	1755	300	0.66	44.5988706619912	1.44900284900285	97.9149858356588	0.0201629623534729	0.0333455996998389	0.455485646873771	0.353859989303449	0.585215274732173	98	68	1
SPAC9E9.07c	82	2014	201	100	1611	300	0.82	55.4107180952012	1.25015518311608	84.4780444230482	0.0324347108701105	0.0510416943444201	0.65591857000993	0.52252319211748	0.822281695888607	101	81	1
SPAC9E9.09c	391	17354	2362	100	1896	300	3.91	264.214521649069	9.15295358649789	618.502110877921	0.0203549753519865	0.0249361094838557	0.427184510775614	0.385930332673665	0.472788635813904	442	49	1
SPAC9E9.10c	92	785	70	100	1758	300	0.92	62.1681227409574	0.446530147895336	30.1738489585816	0.0938493898136088	0.146199130917751	2.06033121019108	1.64987227292324	2.57018072153407	59	133	0.0100063392586095
SPAC9E9.12c	8	2231	108	100	4546	300	0.08	5.40592371660499	0.49076110866696	33.162713956626	0.00166508351303725	0.00738358765818435	0.163012102196325	0.0756946965026733	0.335657894941061	35	73	1
SPAC9E9.13	257	3028	428	100	1002	300	2.57	173.665299395935	3.02195608782435	204.205801071356	0.0745665422938413	0.0965852045120154	0.850442536327609	0.747156753784289	0.967783749210395	268	89	1
SPNCRNA.991	3	53	73	100	740	300	0.03	2.02722139372687	0.0716216216216216	4.83976278682541	0.0141350369061097	0.187704089695948	0.418867924528302	0.104599273105212	1.38901026375002	6	97	1
SPAC17C9.14	6	303	122	100	894	300	0.06	4.05444278745374	0.338926174496644	22.9026130611201	0.00798070988498923	0.0458845280295936	0.177029702970297	0.0713475463718037	0.410207680584567	26	80	1
SPAC17C9.12	146	953	4	100	1816	300	1.46	98.6581078280411	0.524779735682819	35.4614902390182	0.128197077823885	0.182986163380226	2.78211962224554	2.32805893328175	3.32302872698491	84	162	1.4387032321469e-10
SPAC17C9.10	0	2946	712	100	1845	300	0	0	1.59674796747967	107.89872133549	3.08544316839087e-05	0.00162618161577743	0	0.000569264264568115	0.0300030508110935	61	39	1
SPAC17C9.08	157	680	65	100	1149	300	1.57	106.091252938373	0.591818973020017	39.9916027773215	0.193339052572986	0.2755965671169	2.65283823529412	2.22146571406361	3.16660455617318	95	162	2.35318059606259e-09
SPAC17C9.07	174	898	391	100	1808	300	1.74	117.578840836159	0.496681415929204	33.5627730746079	0.164161935499617	0.228616251508721	3.50325167037862	2.96804779383308	4.13338182727767	90	184	1.40934418108991e-18
SPAC17C9.06	25	926	94	100	1660	300	0.25	16.8935116143906	0.557831325301205	37.6949198913872	0.0177517332563154	0.0407333251559758	0.448164146868251	0.294678772054835	0.676173197589198	44	81	1
SPAC17C9.03	360	8430	575	100	4382	300	3.6	243.266567247225	1.92377909630306	129.99753802767	0.0383730367624935	0.0475184233758338	1.87131672597865	1.68150647093246	2.08225731232904	302	158	4.01015060920728e-05
SPAC1851.04c	19	900	118	100	3201	300	0.19	12.8390688269369	0.28116213683224	18.9992632964093	0.0130163618367213	0.0338277257007872	0.675766666666667	0.416653742393448	1.0828254996822	26	93	1
SPAC27D7.02c	33	839	43	100	2534	300	0.33	22.2994353309956	0.331097079715864	22.373569446683	0.0273185224091492	0.0563353012691614	0.99668653158522	0.692251357847841	1.42753653416055	33	100	1
SPAC27D7.03c	3	3757	144	100	3959	300	0.03	2.02722139372687	0.948977014397575	64.1262168580606	0.000206126960311067	0.00254604632212379	0.0316129890870375	0.00816056635871514	0.100797973892881	50	53	1
SPAC27D7.05c	11	164	65	100	506	300	0.11	7.43314511033186	0.324110671936759	21.9014696028463	0.0345378136392336	0.126806749832075	0.339390243902439	0.174761337014522	0.6416421541503	27	84	1
SPAC27D7.07c	120	786	124	100	616	300	1.2	81.0888557490749	1.27597402597403	86.2227281098117	0.125379095026061	0.185776902307244	0.940458015267176	0.772335225360535	1.14438571821263	123	97	1
SPAC27D7.08c	37	292	6	100	1510	300	0.37	25.0023971892981	0.193377483443709	13.0672990500717	0.0886074338682489	0.180451914107464	1.91335616438356	1.33797225141056	2.7248239030227	22	115	1
SPAC27D7.09c	0	11	59	0	315	300	NA	NA	0.0349206349206349	2.35972860645456	0.00843437698064696	0.473726222726494	NA	NA	NA	0	0	1
SPAC27D7.11c	55	2608	0	100	1106	0	0.55	37.1657255516593	2.35804701627486	159.342778626874	0.0159901519716399	0.0277458884230645	0.233243865030675	0.176851080806338	0.306869525959093	108	47	1
SPNCRNA.995	21	269	401	100	1104	300	0.21	14.1905497560881	0.243659420289855	16.4650529864894	0.0487280826333062	0.123815681048165	0.861858736059479	0.537958032271701	1.36692511877174	23	98	1
SPAC27D7.12c	2	175	6	100	866	300	0.02	1.35148092915125	0.202078521939954	13.655263429646	0.00196341134802997	0.0465759305466486	0.0989714285714286	0.0170031422739395	0.403347558533976	17	85	1
