ePRO_Lsk1as_Cdk9as_3MBPP1r2_pr_counts	ePRO_Lsk1as_Cdk9as_3MBPP1r2gb_counts	ePRO_Lsk1as_Cdk9as_3MBPP1r2term_counts	ePRO_Lsk1as_Cdk9as_3MBPP1r2pr_map	ePRO_Lsk1as_Cdk9as_3MBPP1r2gb_map	ePRO_Lsk1as_Cdk9as_3MBPP1r2term_map	ePRO_Lsk1as_Cdk9as_3MBPP1r2pr_density	ePRO_Lsk1as_Cdk9as_3MBPP1r2pr_densityRPKM	ePRO_Lsk1as_Cdk9as_3MBPP1r2gb_density	ePRO_Lsk1as_Cdk9as_3MBPP1r2gb_densityRPKM	ePRO_Lsk1as_Cdk9as_3MBPP1r2pause_index_CI_low	ePRO_Lsk1as_Cdk9as_3MBPP1r2pause_index_CI_high	ePRO_Lsk1as_Cdk9as_3MBPP1r2pause_index_scaled	ePRO_Lsk1as_Cdk9as_3MBPP1r2pause_index_CI_low_scaled	ePRO_Lsk1as_Cdk9as_3MBPP1r2pause_index_CI_high_scaled	ePRO_Lsk1as_Cdk9as_3MBPP1r2_ExpPR	ePRO_Lsk1as_Cdk9as_3MBPP1r2_ExpGB	ePRO_Lsk1as_Cdk9as_3MBPP1r2Fexact_Pval
SPBC56F2.07c	3	193	24	100	2534	300	0.03	7.01208837288229	0.0761641673243883	17.8023290708535	0.0039770509724894	0.0500812527240969	0.393886010362694	0.100778471642881	1.26905894402861	7	96	1
SPNCRNA.1668	1	34	1	100	1260	300	0.01	2.33736279096076	0.026984126984127	6.30716943592587	0.0014954740609025	0.199297297707355	0.370588235294118	0.0188429731673715	2.51114595111268	2	99	1
SPNCRNA.1670	3	14	8	100	269	300	0.03	7.01208837288229	0.0520446096654275	12.1647134102047	0.0490202656367911	0.791973133215248	0.576428571428571	0.131864514562968	2.13040772834902	5	98	1
SPBC56F2.05c	7	376	47	100	2718	300	0.07	16.3615395367253	0.138337012509198	32.3343785651673	0.00809694272482477	0.0405410310734249	0.506010638297872	0.220074903260737	1.10190522457569	13	94	1
SPNCRNA.1671	5	232	4	100	1889	284	0.05	11.6868139548038	0.12281630492324	28.7066261250872	0.00785376697112399	0.0540638216718219	0.407112068965517	0.148357658084532	1.02126559138072	11	94	1
SPBC56F2.14	3	25	12	100	245	300	0.03	7.01208837288229	0.102040816326531	23.8506407240894	0.0288991736999246	0.415829500379834	0.294	0.0708029755648153	1.01878227593059	9	94	1
SPNCRNA.1672	2	12	32	100	654	300	0.02	4.67472558192153	0.018348623853211	4.28873906598305	0.0257876390551737	0.780923056209107	1.09	0.168651159420836	5.10723678760756	1	101	1
SPNCRNA.1674	4	179	26	100	1097	300	0.04	9.34945116384305	0.163172288058341	38.1392834623497	0.00707462388482179	0.0622785558406929	0.245139664804469	0.077608624016495	0.683195757572401	14	90	1
SPNCRNA.113	17	21	65	100	68	300	0.17	39.735167446333	0.308823529411765	72.1832626620236	0.408343022974488	1.59889926065108	0.550476190476191	0.277673255622652	1.08725149724273	27	90	1
SPBC1861.02	12	1279	213	100	2571	300	0.12	28.0483534915292	0.497471800855698	116.277207687235	0.00506919881843906	0.016947894924484	0.241219702892885	0.130329101622068	0.435730378508482	37	75	1
SPBC1861.03	83	735	7	100	4803	300	0.83	194.001111649743	0.153029356652092	35.7685124163265	0.0893825719941874	0.142491752385051	5.42379591836735	4.29304493288082	6.84387886705401	24	159	3.76620558662706e-21
SPBC1861.05	10	444	16	100	3848	300	0.1	23.3736279096076	0.115384615384615	26.9695706649319	0.011359066576868	0.0432605217005453	0.866666666666667	0.437096881877882	1.66466487503698	11	99	1
SPBC1861.07	7	8	32	100	313	300	0.07	16.3615395367253	0.0255591054313099	5.97409020053869	0.28660672208444	2.64653671279213	2.73875	0.897079040124296	8.28365991103936	2	105	1
SPNCRNA.1676	4	15	121	100	870	300	0.04	9.34945116384305	0.0172413793103448	4.02993584648407	0.0749300695813891	0.855217779850123	2.32	0.651891605358085	7.44039468469607	1	103	1
SPBC1861.09	44	792	53	100	1834	300	0.44	102.843962802274	0.431842966194111	100.937368072024	0.0404991262869149	0.0759546532220017	1.01888888888889	0.742753976102018	1.39300834009151	43	101	1
SPBC14F5.01	23	145	8	100	1568	300	0.23	53.7593441920976	0.0924744897959184	21.614643156206	0.0995505861851173	0.250646602557468	2.4871724137931	1.56095319138264	3.9301387281011	10	113	1
SPBC14F5.02	5	354	20	100	1624	300	0.05	11.6868139548038	0.217980295566502	50.9499032019772	0.00516519369121405	0.0352947933645976	0.229378531073446	0.0838827455453161	0.573187444241065	18	87	1
SPBC14F5.06	30	2334	156	100	2434	300	0.3	70.1208837288229	0.958915365653246	224.133309535843	0.00880594627908205	0.0186470967580709	0.312853470437018	0.214336732432857	0.453870335091446	63	67	1
SPBC14F5.07	72	1154	18	100	4226	300	0.72	168.290120949175	0.273071462375769	63.8267075430365	0.0488001978275759	0.0796420431477732	2.63667244367418	2.06229636019336	3.3656727434249	36	136	1.83593201083119e-05
SPBC14F5.08	6	287	24	100	3230	300	0.06	14.0241767457646	0.0888544891640867	20.7685176781963	0.00842161298064999	0.0484676220177792	0.675261324041812	0.272018099274995	1.56550419117427	8	98	1
SPBC3F6.03	4	1118	126	100	1984	300	0.04	9.34945116384305	0.563508064516129	131.712278240632	0.00114395283262557	0.00986060991769847	0.0709838998211091	0.0226960241992914	0.195634500767138	37	67	1
SPBC3F6.05	13	1461	18	100	3788	300	0.13	30.3857162824899	0.385691657866948	90.1501329882174	0.00493566908105061	0.0156989122793522	0.337056810403833	0.186963144790197	0.59467479714186	31	82	1
SPBC342.02	6	618	26	100	2319	300	0.06	14.0241767457646	0.266494178525226	62.2893576892519	0.0039300138044651	0.0223904048097742	0.225145631067961	0.0911370201255456	0.519233487538663	22	84	1
SPBC342.03	18	70	4	100	1235	300	0.18	42.0725302372937	0.0566801619433198	13.2482101511946	0.147922978335175	0.442083349271013	3.17571428571429	1.82684878243941	5.45972936349701	6	112	1
SPBC342.04	8	435	48	100	1446	268	0.08	18.6989023276861	0.300829875518672	70.3148557446703	0.00849235554443318	0.0380930383793975	0.265931034482759	0.122799461172504	0.550825334966087	24	84	1
SPBC342.05	18	505	31	100	2411	300	0.18	42.0725302372937	0.209456656988801	48.9576196364656	0.0215903061650065	0.0580820428161495	0.859366336633663	0.520542281638308	1.40035805229736	20	98	1
SPNCRNA.1680	12	39	77	100	1088	300	0.12	28.0483534915292	0.0358455882352941	8.37841441612774	0.152678856281521	0.608204082376364	3.34769230769231	1.66114595634295	6.61726041625484	3	109	1
SPBC16G5.01	14	567	90	100	936	300	0.14	32.7230790734507	0.605769230769231	141.590245990892	0.0139545806273667	0.0428607441284607	0.231111111111111	0.130614874672152	0.401176565042392	43	71	1
SPBC16G5.03	62	439	16	100	1049	300	0.62	144.916493039567	0.418493803622498	97.8171844834867	0.107243368194214	0.185636494480493	1.48150341685649	1.12498293235731	1.94732682710037	47	115	1
SPBC16G5.04	7	104	58	100	663	300	0.07	16.3615395367253	0.156862745098039	36.664514368012	0.0287157312677024	0.14964227723694	0.44625	0.190385298304867	0.99212829808091	14	93	1
SPBC16G5.06	18	549	0	100	2443	300	0.18	42.0725302372937	0.2247237003684	52.5260815488113	0.0198738573640444	0.0533885012262052	0.800983606557377	0.485518335403606	1.30428108495619	21	97	1
SPBC16G5.08	0	268	33	100	1502	300	0	0	0.178428761651132	41.7052748320562	0.000339424372855357	0.0179309083155064	0	0.00509815408028746	0.269322242898906	15	85	1
SPBC16G5.09	12	464	53	100	1824	300	0.12	28.0483534915292	0.254385964912281	59.4592288928615	0.013903033781414	0.046961473178122	0.471724137931034	0.253591336172991	0.856577270768944	22	90	1
SPBC16G5.10	30	318	1	100	1951	300	0.3	70.1208837288229	0.162993336750384	38.0974560494886	0.0636579310095163	0.13899644643113	1.84056603773585	1.24196623399566	2.71182066987134	18	112	1
SPNCRNA.1682	0	26	6	100	2102	300	0	0	0.0123691722169363	2.89112428948525	0.00352600391483322	0.190799932857011	0	0.0741166022897943	4.01061458865437	1	99	1
SPBC16G5.13	1	79	4	100	1152	300	0.01	2.33736279096076	0.0685763888888889	16.0287899727344	0.000653273939375048	0.083726477547001	0.145822784810127	0.00752571578160056	0.964529021341451	6	95	1
SPNCRNA.439	0	1	29	100	641	300	0	0	0.0015600624024961	0.364643181117124	0.120791776113059	17.3080587281839	0	0.774275284884708	110.944656447659	0	100	1
SPBC16G5.16	27	974	19	100	3482	300	0.27	63.1087953559406	0.27972429638139	65.3817162089542	0.0185311156055776	0.0411738691803942	0.96523613963039	0.645253445386212	1.43367412486133	27	100	1
SPBC16G5.17	4	209	23	100	1940	300	0.04	9.34945116384305	0.107731958762887	25.1808671809691	0.00606932437381485	0.0532376607689327	0.371291866028708	0.117744892852008	1.03281061891729	10	94	1
SPBC16G5.18	12	137	41	100	1221	300	0.12	28.0483534915292	0.112203112203112	26.225937949355	0.0462266282832927	0.16215347441312	1.06948905109489	0.564427131339003	1.97989392258419	11	101	1
SPBC16G5.19	1	1	82	100	204	300	0.01	2.33736279096076	0.00490196078431373	1.14576607400037	0.027408528703162	36.4849938072245	2.04	0.0559133985544504	74.429387366738	0	101	1
SPBC1652.01	11	2556	22	100	2840	300	0.11	25.7109907005684	0.9	210.362651186469	0.0022604204192619	0.00796894896509128	0.122222222222222	0.0641959399070379	0.226318150608592	52	59	1
SPBC1652.02	12	778	68	100	3218	300	0.12	28.0483534915292	0.241765071472965	56.5092682214877	0.00831817463515422	0.0279152757567541	0.496349614395887	0.267678859759263	0.898313573852346	21	91	1
SPNCRNA.440	4	60	87	100	774	300	0.04	9.34945116384305	0.0775193798449612	18.1190914027966	0.0206281308405525	0.190713393890283	0.516	0.159661732705876	1.47612166871079	7	97	1
SPBC16A3.17c	4	622	39	100	3011	300	0.04	9.34945116384305	0.206575888409166	48.2842795077248	0.00205306941734118	0.0177538919275944	0.193633440514469	0.061817920156143	0.534569685939867	17	87	1
SPBC16A3.15c	16	1008	131	100	1650	300	0.16	37.3978046553722	0.610909090909091	142.791617775058	0.00935442766796027	0.0265136689956256	0.261904761904762	0.154348056521344	0.437475538427823	43	73	1
SPNCRNA.1685	13	282	10	100	1150	236	0.13	30.3857162824899	0.245217391304348	57.3162006131248	0.0252954796005211	0.082254776285058	0.530141843971631	0.290898015405992	0.945929927278167	22	91	1
SPBC16A3.12c	9	329	25	100	1628	300	0.09	21.0362651186469	0.202088452088452	47.2354028394405	0.0132219354032744	0.0545352321233185	0.445349544072948	0.215253108365308	0.887833578967625	18	91	1
SPBC16A3.09c	9	323	34	100	1381	300	0.09	21.0362651186469	0.23388848660391	54.6682245822105	0.0134651405771088	0.0555587565490346	0.384798761609907	0.185953591369873	0.767266427942168	20	89	1
SPBC16A3.08c	56	1716	300	100	1328	300	0.56	130.892316293803	1.2921686746988	302.026697988605	0.0247686177846922	0.0428958670451279	0.433379953379953	0.328927244180713	0.569657114359299	87	69	1
SPBC16A3.07c	74	535	7	100	2438	300	0.74	172.964846531097	0.219442165709598	51.291595289746	0.107623582879668	0.177508353143977	3.37218691588785	2.62386295060631	4.32765364965017	31	143	2.58200688051625e-09
SPBC16A3.05c	6	484	30	100	1775	300	0.06	14.0241767457646	0.272676056338028	63.7342868070428	0.0050122249548721	0.0286255577785764	0.22004132231405	0.0889669929489798	0.50810365056973	22	84	1
SPBC16A3.03c	25	959	59	100	2555	300	0.25	58.4340697740191	0.375342465753425	87.731151331952	0.0171441873690326	0.0393239163693029	0.666058394160584	0.438033987278782	1.00472606323569	34	91	1
SPBC16A3.02c	2	442	40	100	1595	300	0.02	4.67472558192153	0.277115987460815	64.7720597871259	0.000781211589167008	0.0183255295482042	0.0721719457013575	0.0124603248472138	0.292292196293858	22	80	1
SPBC543.04	0	307	12	100	2549	300	0	0	0.120439387995292	28.1510544066283	0.000296274071698946	0.0156463109048024	0	0.00755202608760614	0.398824464963413	10	90	1
SPBC543.07	3	186	44	100	1498	300	0.03	7.01208837288229	0.124165554072096	29.0219946007144	0.0041252784319319	0.0519874758842294	0.241612903225806	0.0617966709103398	0.778772388745757	11	92	1
SPBC543.08	14	337	106	100	1135	300	0.14	32.7230790734507	0.296916299559471	69.4001110620068	0.0233681647316312	0.0724660434385273	0.471513353115727	0.265228669704014	0.822489593027285	26	88	1
SPBC543.09	26	869	63	100	2862	300	0.26	60.7714325649799	0.303633822501747	70.9702398792769	0.0198307795120325	0.0448026943040927	0.856294591484465	0.567556909634371	1.28225311098313	29	97	1
SPBC543.10	18	578	70	100	1338	300	0.18	42.0725302372937	0.431988041853513	100.97127751684	0.0188843533948581	0.0506887660152345	0.416678200692042	0.252672648423201	0.678215689283838	35	83	1
SPBC16C6.04	16	299	12	100	1065	300	0.16	37.3978046553722	0.28075117370892	65.6217346945792	0.0312281024083208	0.0902941877352359	0.569899665551839	0.332579290648616	0.961633099380262	25	91	1
SPBC16C6.05	14	198	103	100	693	300	0.14	32.7230790734507	0.285714285714286	66.7817940274504	0.0394538789141151	0.124376363965057	0.49	0.273415380874817	0.861928202277847	25	89	1
SPBC16C6.06	10	479	9	100	4429	300	0.1	23.3736279096076	0.108150824113795	25.2787712095328	0.0105348610510027	0.0400763691177862	0.924634655532359	0.46658899594891	1.77498238822675	10	100	1
SPBC16C6.09	29	745	52	100	2515	300	0.29	67.7835209378621	0.296222664015905	69.2379832710047	0.0263551868232951	0.0571298472570649	0.978993288590604	0.662832948605872	1.43681565851518	29	100	1
SPBC16C6.10	6	215	10	100	1322	300	0.06	14.0241767457646	0.162632375189107	38.013086237259	0.0112080254550858	0.0649109955905933	0.36893023255814	0.148170096516234	0.858123361707643	14	92	1
SPBC16C6.11	64	166	419	100	316	300	0.64	149.591218621489	0.525316455696203	122.785513702369	0.285921445828999	0.519133883885426	1.21831325301205	0.903511768819637	1.64046307307795	56	108	1
SPNCRNA.441	1	2	17	100	186	300	0.01	2.33736279096076	0.010752688172043	2.51329332361372	0.0179700152612445	6.97865092307548	0.93	0.0334242283859148	12.9802907169204	1	100	1
SPBC244.02c	11	1059	118	100	1511	300	0.11	25.7109907005684	0.700860357379219	163.816492099765	0.00544511733683193	0.0192730414906474	0.156949952785647	0.0822757229595304	0.291215656923682	45	66	1
SPBC244.01c	4	337	17	100	3634	300	0.04	9.34945116384305	0.0927352779306549	21.6755988044518	0.00377847926036616	0.0328745519073168	0.4313353115727	0.137309936321706	1.19466121631189	8	96	1
SPBC1539.02	2	240	30	100	3813	300	0.02	4.67472558192153	0.0629425649095201	14.7119609187145	0.0014348183231963	0.0338663839489328	0.31775	0.0547096226634751	1.29132521997281	6	96	1
SPNCRNA.442	3	84	75	100	888	300	0.03	7.01208837288229	0.0945945945945946	22.1101885631424	0.0090286602393918	0.116712405001188	0.317142857142857	0.0801745029257992	1.03640615641055	8	95	1
SPBC1539.04	38	1185	18	100	1275	300	0.38	88.819786056509	0.929411764705882	217.237247630471	0.0228855912033945	0.0447434333533324	0.408860759493671	0.29179128784328	0.570478775254988	66	72	1
SPBC1539.05	5	351	39	100	2485	300	0.05	11.6868139548038	0.141247484909457	33.0146615544156	0.00520904292239983	0.0355987001431308	0.353988603988604	0.129444716621636	0.884627698556801	12	93	1
SPBC1539.06	60	534	653	100	336	300	0.6	140.241767457646	1.58928571428571	371.473729277693	0.0852283022378166	0.147827951221732	0.37752808988764	0.286367095519064	0.496701916105018	98	62	1
SPBC1539.08	2	493	69	100	1277	300	0.02	4.67472558192153	0.386061080657792	90.2364804967625	0.000700631462834586	0.0164228039008202	0.0518052738336714	0.00894706378039766	0.209719205813474	28	74	1
SPBC1539.10	9	186	59	100	717	300	0.09	21.0362651186469	0.259414225941423	60.634515916137	0.0232159810942705	0.0972165018970972	0.346935483870968	0.166458584445919	0.697042318602187	22	87	1
SPNCRNA.1689	7	44	25	100	382	300	0.07	16.3615395367253	0.115183246073298	26.9225033513805	0.0655419957187054	0.367466999395598	0.607727272727273	0.250370423645455	1.40372393769118	11	96	1
SPBC1289.08	1	126	78	100	1829	300	0.01	2.33736279096076	0.0688901038819027	16.1021165478981	0.000411330984666424	0.0521396103727383	0.14515873015873	0.00752324370954889	0.953633473717384	6	95	1
SPBC1289.09	32	138	31	100	912	300	0.32	74.7956093107444	0.151315789473684	35.3679896000642	0.154833669992459	0.345626736564126	2.11478260869565	1.41208307033123	3.15211583746483	17	115	1
SPBC1289.11	8	467	157	100	1259	300	0.08	18.6989023276861	0.370929308975377	86.6996364875835	0.00791417444086857	0.0354650003085074	0.215674518201285	0.0996394562105353	0.446504353884108	29	79	1
SPBC1289.12	38	324	25	100	1691	300	0.38	88.819786056509	0.191602602010645	44.7844792590945	0.0825456245916246	0.165972818221365	1.98327160493827	1.39584651184437	2.80660035612327	22	116	1
SPBC1289.14	1	1	1	100	1327	300	0.01	2.33736279096076	0.000753579502637528	0.176138868949568	0.027408528703162	36.4849938072245	13.27	0.36371117589096	484.155867821869	0	101	1
SPBC1289.17	2	1	0	0	250	0	NA	NA	0.004	0.934945116384305	0.143294171183347	55.6482554667983	NA	NA	NA	0	2	0.620365142104273
SPBC1289.15	0	156	15	100	2326	300	0	0	0.0670679277730009	15.6762078843456	0.000583461492795509	0.0308793979910613	0	0.0135713143224235	0.718254797272085	6	94	1
SPNCRNA.1690	1	166	5	100	2240	300	0.01	2.33736279096076	0.0741071428571429	17.3215278258699	0.000312752777597662	0.0394671145725028	0.134939759036145	0.00700566221818763	0.884063366424062	6	95	1
SPNCRNA.1691	2	12	5	100	1140	300	0.02	4.67472558192153	0.0105263157894737	2.46038188522186	0.0257876390551737	0.780923056209107	1.9	0.29397908522898	8.90252284078382	1	101	1
SPBC8E4.05c	1	8	16	100	1298	300	0.01	2.33736279096076	0.0061633281972265	1.44059339966765	0.00586171689225921	0.973546520057376	1.6225	0.0760850852615246	12.6366338303447	0	101	1
SPNCRNA.1692	0	84	24	100	668	300	0	0	0.125748502994012	29.3919871917222	0.00108489951852016	0.0576348941756412	0	0.0072471287837147	0.385001093093283	11	89	1
SPNCRNA.1693	0	73	72	100	981	287	0	0	0.0744138634046891	17.3932195453757	0.0012488776032341	0.0664281626427554	0	0.0122514892877266	0.65166027552543	6	94	1
SPNCRNA.444	5	77	62	100	551	287	0.05	11.6868139548038	0.139745916515427	32.6636905451867	0.0231902063366767	0.166587851296784	0.357792207792208	0.127778036915089	0.917899060645279	12	93	1
SPNCRNA.117	0	0	2	100	28	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC8E4.02c	51	1820	597	100	1450	300	0.51	119.205502338999	1.2551724137931	293.379329624041	0.020992403927098	0.0373037936601998	0.406318681318681	0.304389856942921	0.540905008072898	84	67	1
SPBC8E4.01c	45	3486	818	100	1757	300	0.45	105.181325593234	1.98406374501992	463.747677250383	0.00950651499242257	0.0174706662230228	0.226807228915663	0.167029468416865	0.30695960553851	96	49	1
SPBP4G3.02	142	4461	1149	100	2480	300	1.42	331.905516316428	1.79879032258065	420.442556874031	0.0268334720505278	0.0377384007042329	0.789419412687738	0.665470106853088	0.935912337464977	155	87	1
SPNCRNA.446	0	0	0	100	421	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBP4G3.03	1	4	2	100	920	300	0.01	2.33736279096076	0.00434782608695652	1.01624469172207	0.0106420142837121	2.34682041637603	2.3	0.0979065314101514	21.5907478306594	0	101	1
SPBPB2B2.01	0	108	9	100	1945	300	0	0	0.0555269922879177	12.9786725667744	0.000843312924007766	0.0447192750342544	0	0.0164024363719511	0.869789899416248	5	95	1
SPBPB2B2.02	1	53	7	100	1444	300	0.01	2.33736279096076	0.0367036011080332	8.57896315241832	0.000968365163577685	0.125921257823647	0.272452830188679	0.0139831929620618	1.81830296297346	3	98	1
SPBPB2B2.05	11	70	40	100	671	300	0.11	25.7109907005684	0.104321907600596	24.383814510768	0.0787304107139288	0.305827958521276	1.05442857142857	0.528281055890462	2.05210560167776	10	101	1
SPBPB2B2.08	0	1	0	100	521	300	0	0	0.00191938579654511	0.448630094234312	0.120791776113059	17.3080587281839	0	0.629325153549037	90.1749859738383	0	100	1
SPBPB2B2.11	0	20	1	100	3430	300	0	0	0.00583090379008746	1.36289375566225	0.00459577388787386	0.250708753220746	0	0.157635044354074	8.5993102354716	0	100	1
SPBPB2B2.13	0	33	5	100	1774	300	0	0	0.0186020293122886	4.34796911509049	0.0027729657495468	0.149200036234492	0	0.0491924123969602	2.64680864279989	1	99	1
SPBPB2B2.15	0	0	0	0	35	31	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPNCRNA.448	0	0	0	0	36	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPBCPT2R1.10	0	0	0	0	35	35	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPBCPT2R1.08c	0	3	0	0	459	300	NA	NA	0.0065359477124183	1.52768809866717	0.0327971598819604	2.22593021867193	NA	NA	NA	0	0	1
SPNCRNA.1300	0	0	0	0	35	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPBC1348.08c	0	0	0	0	35	41	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPBC1348.14c	0	1	0	100	1563	300	0	0	0.000639795265515035	0.149543364744771	0.120791776113059	17.3080587281839	0	1.88797546064711	270.524957921515	0	100	1
SPBPB8B6.02c	0	1	0	100	1895	300	0	0	0.000527704485488127	0.123343682900304	0.120791776113059	17.3080587281839	0	2.28900415734247	327.987712899085	0	100	1
SPBPB8B6.04c	4	38	1	100	3620	300	0.04	9.34945116384305	0.0104972375690608	2.45358525017981	0.0319431751180627	0.307974443683006	3.81052631578947	1.15634293927387	11.1486748613248	1	103	1
SPBPB8B6.05c	0	100	28	0	305	300	NA	NA	0.327868852459016	76.6348456052709	0.000910928409356709	0.048329390295792	NA	NA	NA	0	0	1
SPBPB8B6.06c	12	32	0	100	149	0	0.12	28.0483534915292	0.214765100671141	50.1983955105667	0.182809162662171	0.755587171181099	0.55875	0.272385652366634	1.12582488505984	19	93	1
SPBPB21E7.01c	0	0	2	100	1354	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBPB21E7.02c	0	0	0	100	452	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBPB21E7.11	0	6	0	100	1288	300	0	0	0.0046583850931677	1.08883359827365	0.0157393406208896	0.93492067967121	0	0.202722707197058	12.0417783541652	0	100	1
SPBPB21E7.04c	0	10	0	100	860	300	0	0	0.0116279069767442	2.71786371041949	0.00929728784483565	0.525639636497703	0	0.0799566754655866	4.52050087388025	1	99	1
SPNCRNA.1305	1	107	11	100	1524	300	0.01	2.33736279096076	0.0702099737532808	16.410618020525	0.000483758184563586	0.0615226852612263	0.142429906542056	0.00737247473274906	0.937605723381089	6	95	1
SPBPB10D8.02c	0	16	1	100	2202	300	0	0	0.0072661217075386	1.6983562513793	0.00576104614150375	0.317064970660191	0	0.126858236035913	6.9817706539374	0	100	1
SPBPB10D8.04c	0	85	84	0	259	300	NA	NA	0.328185328185328	76.7088174639633	0.0010721024831893	0.0569495677054597	NA	NA	NA	0	0	1
SPNCRNA.1308	1	7	4	100	1173	300	0.01	2.33736279096076	0.00596760443307758	1.3948456553048	0.00660323359662749	1.14229470290644	1.67571428571429	0.0774559300884405	13.3991168650925	0	101	1
SPNCRNA.1309	0	25	4	100	1047	300	0	0	0.0238777459407832	5.5810954894001	0.00366831680942558	0.19871450933181	0	0.0384072769946858	2.08054091270406	2	98	1
SPNCRNA.1310	0	0	1	100	159	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC359.03c	7	993	88	100	1957	300	0.07	16.3615395367253	0.507409299948901	118.599961748801	0.00308019148742692	0.0152746463262688	0.137955689828802	0.0602793474089449	0.29892482860508	36	71	1
SPBC359.04c	0	22	3	100	3194	300	0	0	0.00688791484032561	1.60995558550835	0.00417368066078422	0.226956323474185	0	0.133307360305448	7.24898497176547	0	100	1
SPNCRNA.1312	0	34	11	100	2421	300	0	0	0.0140437835605122	3.28254171386476	0.00269086889544985	0.144693076160053	0	0.0651459359588408	3.50301937383488	1	99	1
SPNCRNA.1313	0	8	6	100	988	300	0	0	0.00809716599190283	1.89260145017066	0.0116892782926356	0.673070909790981	0	0.115490069531239	6.6499405887349	0	100	1
SPBC1683.03c	5	390	48	100	1795	300	0.05	11.6868139548038	0.217270194986072	50.7839269345236	0.004691302647637	0.0320150244527056	0.230128205128205	0.0842088825250841	0.574669688926065	18	87	1
SPNCRNA.1315	0	10	5	100	695	300	0	0	0.0143884892086331	3.36311192943995	0.00929728784483565	0.525639636497703	0	0.0646161505216078	3.65319547365904	1	99	1
SPNCRNA.1316	1	171	1	100	2906	300	0.01	2.33736279096076	0.0588437715072264	13.7539242000788	0.000303656126434978	0.0383033993343062	0.169941520467836	0.00882424703420047	1.11309678465494	5	96	1
SPBC1683.06c	2	105	6	100	1609	300	0.02	4.67472558192153	0.0652579241765072	15.2531443785507	0.0032546875071055	0.078164564689363	0.306476190476191	0.0523679219893275	1.25766784585185	6	96	1
SPNCRNA.1317	16	14	22	100	294	300	0.16	37.3978046553722	0.0476190476190476	11.1302990045751	0.529985462084475	2.47264098475551	3.36	1.55815725852836	7.26956449518121	5	111	1
SPNCRNA.1318	1	319	12	100	1921	300	0.01	2.33736279096076	0.166059344091619	38.81409319711	0.000163173660918847	0.0204525853956386	0.0602194357366771	0.00313456602625105	0.392894165450218	14	87	1
SPNCRNA.1319	3	12	5	100	588	300	0.03	7.01208837288229	0.0204081632653061	4.77012814481789	0.0561284050394271	0.94654079953273	1.47	0.330035021631831	5.56565990125245	2	101	1
SPBC1683.09c	1	37	8	100	1835	300	0.01	2.33736279096076	0.0201634877384196	4.71293859757756	0.0013771155727744	0.182508731776351	0.495945945945946	0.0252700707604102	3.34903522809605	1	100	1
SPBC1683.10c	19	1251	140	100	1571	300	0.19	44.4098930282545	0.796308084022915	186.126088573642	0.00937763412231993	0.0243009496209776	0.238601119104716	0.147322632061646	0.381767918545558	52	67	1
SPBC1683.11c	1	137	15	100	2124	300	0.01	2.33736279096076	0.0645009416195857	15.0762100923552	0.000378521250794351	0.0479092728317716	0.155036496350365	0.00803979136687202	1.01759295494683	6	95	1
SPBC1683.13c	0	129	18	100	1992	300	0	0	0.0647590361445783	15.1365361462821	0.000705792260200765	0.0373880947411564	0	0.0140593818231992	0.744770847243835	6	94	1
SPNCRNA.1320	8	146	2	100	1666	300	0.08	18.6989023276861	0.0876350540216086	20.4834914453944	0.0249631805716494	0.115142869698319	0.912876712328767	0.415886588323679	1.918280209174	8	100	1
SPBC1198.03c	16	226	5	100	954	300	0.16	37.3978046553722	0.236897274633124	55.3714875007476	0.0411318037197962	0.120011051069638	0.675398230088496	0.392397407486856	1.14490542720435	22	94	1
SPBC1198.04c	6	333	20	100	3002	300	0.06	14.0241767457646	0.110926049300466	25.9274420183189	0.0072673263654961	0.0417158744914928	0.540900900900901	0.218165137492193	1.25231055223461	10	96	1
SPNCRNA.1322	2	9	8	100	611	300	0.02	4.67472558192153	0.0147299509001637	3.44292391467216	0.0332058119471448	1.09402338033518	1.35777777777778	0.202887510997055	6.68448285384796	1	101	1
SPBC1198.06c	80	1350	123	100	1868	300	0.8	186.989023276861	0.722698072805139	168.920758447379	0.0469726454130026	0.07465832397704	1.10696296296296	0.877449016314889	1.39461749189111	75	105	1
SPBC1198.07c	5	667	194	100	1973	300	0.05	11.6868139548038	0.338063862138875	79.0177892331895	0.00274998016424092	0.0186674387364243	0.147901049475262	0.0542571086404733	0.368308566269652	26	79	1
SPBC1198.10c	7	140	3	100	2795	300	0.07	16.3615395367253	0.0500894454382826	11.7077205987301	0.021476828136486	0.110350951978464	1.3975	0.600277346414784	3.08430910779806	5	102	1
