ePRO_Lsk1as_Cdk9as_3MBPP1_combined_pr_counts	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedgb_counts	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedterm_counts	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpr_map	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedgb_map	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedterm_map	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpr_density	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpr_densityRPKM	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedgb_density	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedgb_densityRPKM	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpause_index_CI_low	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpause_index_CI_high	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpause_index_scaled	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpause_index_CI_low_scaled	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpause_index_CI_high_scaled	ePRO_Lsk1as_Cdk9as_3MBPP1_combined_ExpPR	ePRO_Lsk1as_Cdk9as_3MBPP1_combined_ExpGB	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedFexact_Pval
SPAPB1E7.02c	37	1174	120	100	2552	300	0.37	51.4313411750838	0.460031347962382	63.9460248872621	0.0223879616113636	0.0441710366980192	0.804293015332198	0.571340780322	1.12724485653345	43	94	1
SPAPB1E7.04c	14	2113	159	100	3855	300	0.14	19.4605074716533	0.548119325551232	76.1905730731953	0.0037636781055525	0.0114406998383565	0.255418835778514	0.145089790969049	0.441038978768645	40	74	1
SPAPB1E7.06c	56	763	44	100	3379	300	0.56	77.8420298866134	0.225806451612903	31.3879152768602	0.0553999343477656	0.0970101364974004	2.48	1.871963781611	3.27797251224716	28	128	0.00229824426291402
SPNCRNA.900	3	40	3	100	1059	300	0.03	4.17010874392572	0.0377714825306893	5.25037298574217	0.018530119723358	0.251918538045674	0.79425	0.196233967870361	2.66781731790369	3	100	1
SPAPB1E7.08c	26	414	52	100	2081	300	0.26	36.1409424473562	0.198942815953868	27.6537725450144	0.0413506036931773	0.0946805754134188	1.30690821256039	0.86050606285502	1.97030277435325	20	106	1
SPNCRNA.901	129	327	1796	100	88	300	1.29	179.314675988806	3.71590909090909	516.524833054435	0.320066268382068	0.485995069663152	0.347155963302752	0.28165831617622	0.427675661303574	180	49	1
SPAPB1E7.11c	2	296	186	100	1910	300	0.02	2.78007249595048	0.154973821989529	21.5419230052707	0.00116467746805468	0.0274199703862466	0.129054054054054	0.0222453396398443	0.52372143437731	13	89	1
SPAC2E1P5.01c	12	1296	142	100	1976	300	0.12	16.6804349757029	0.65587044534413	91.1683693004002	0.00500289324186369	0.0167249285661375	0.182962962962963	0.0988571704592265	0.330484588466877	44	68	1
SPAC2E1P5.02c	13	73	40	100	675	300	0.13	18.0704712236781	0.108148148148148	15.0329846077322	0.0941779999137375	0.330287440682372	1.20205479452055	0.635701499417728	2.22944022460601	11	102	1
SPAC2E1P5.04c	7	134	73	100	867	300	0.07	9.73025373582667	0.154555940023068	21.4838358971951	0.0224187244688596	0.11540169394835	0.452910447761194	0.194370341145013	1.00053268653219	14	93	1
SPAC26A3.03c	0	170	5	100	3044	300	0	0	0.0558475689881735	7.76301452548589	0.000535348784141332	0.0283228022488608	0	0.0162960169892622	0.862146100455323	5	95	1
SPAC26A3.07c	81	733	536	100	565	300	0.81	112.592936085994	1.29734513274336	180.335676064752	0.0872314946617497	0.139806943368893	0.624351978171896	0.492857944838886	0.789909230034247	102	79	1
SPAC26A3.09c	23	2208	112	100	4027	300	0.23	31.9708337034305	0.548298981872362	76.2155459530501	0.00674521639796918	0.0159402712284465	0.419479166666667	0.271629864346219	0.641914722369541	43	80	1
SPAC26A3.12c	103	3778	7	100	4655	300	1.03	143.17373354145	0.811600429645542	112.815401607958	0.0223013978706336	0.0332972776485588	1.26909740603494	1.03813007087799	1.54998827454041	90	113	1
SPAC26A3.14c	96	1359	135	100	608	285	0.96	133.443479805623	2.23519736842105	310.700536348413	0.0571051263932505	0.087293905681642	0.429492273730684	0.347199168470963	0.530746946544383	135	61	1
SPAC26A3.15c	0	2482	205	100	2725	300	0	0	0.910825688073394	126.608072200901	3.6623061003595e-05	0.00193030071430821	0	0.000997978412347965	0.0526006944648988	47	53	1
SPAC26A3.17c	263	514	15	100	1039	300	2.63	365.579533217488	0.494706448508181	68.7659895533467	0.439784539011245	0.595229430323602	5.31628404669261	4.56936136032683	6.18443378106223	120	243	6.30198651019205e-39
SPAC8E11.10	3	1084	454	100	1855	300	0.03	4.17010874392572	0.584366576819407	81.2290723884182	0.000713558192611744	0.00883656338864626	0.0513376383763838	0.0132365044729478	0.163918250859388	37	66	1
SPNCRNA.903	2	25	18	100	549	300	0.02	2.78007249595048	0.0455373406193078	6.32985540972331	0.0131043842240231	0.346856126123875	0.4392	0.071943069389887	1.90424013242007	4	98	1
SPNCRNA.904	2	198	33	100	1620	300	0.02	2.78007249595048	0.122222222222222	16.9893319196974	0.00173698121533281	0.0411160520785775	0.163636363636364	0.0281390956883915	0.666080043672955	11	91	1
SPNCRNA.905	1	54	11	100	2385	300	0.01	1.39003624797524	0.0226415094339623	3.14725188220809	0.000950728189351767	0.123527161358272	0.441666666666667	0.0226748673160397	2.94612279839478	2	99	1
SPAC959.03c	34	1449	104	100	1735	300	0.34	47.2612324311581	0.835158501440922	116.090058980756	0.0164357436385493	0.033330874447798	0.407108350586611	0.28516015212883	0.578290671669295	60	74	1
SPAC959.11	16	236	149	100	956	300	0.16	22.2405799676038	0.246861924686192	34.3147023558741	0.0394192266926066	0.114834337563558	0.648135593220339	0.376847807181319	1.09781626710761	22	94	1
SPAC959.04c	47	704	149	100	2294	300	0.47	65.3317036548362	0.306887532693984	42.6584794496324	0.0491089080337691	0.0904860418411194	1.53150568181818	1.12655835029466	2.07574979983528	34	113	1
SPAC959.05c	8	126	2	100	2221	300	0.08	11.1202899838019	0.0567312021611887	7.88584273952634	0.0288335226261909	0.133875701725413	1.41015873015873	0.640392537527699	2.97337933532143	5	103	1
SPAC959.06c	101	294	95	100	477	300	1.01	140.393661045499	0.616352201257862	85.6751901267757	0.27224208521828	0.433178010067489	1.63867346938775	1.2985947464912	2.06625910802192	76	125	1
SPAC959.09c	3	416	21	100	2878	275	0.03	4.17010874392572	0.144544822793607	20.0922543140271	0.00185438666445718	0.0230985197984771	0.207548076923077	0.0533692482030775	0.664775399800171	13	90	1
SPNCRNA.907	37	45	140	100	196	300	0.37	51.4313411750838	0.229591836734694	31.9140975300437	0.520719184425484	1.29689733551102	1.61155555555556	1.02060960147395	2.54191877760161	25	112	1
SPAP32A8.03c	133	1476	112	100	1859	300	1.33	184.874820980707	0.793975255513717	110.365438515947	0.0751431321432528	0.107987282385952	1.67511517615176	1.39691082654307	2.00748357955484	103	130	0.643040607033131
SPAC3H5.11	40	1203	62	100	2256	300	0.4	55.6014499190095	0.533244680851064	74.1229435422966	0.0239375718536431	0.0460052719660648	0.750124688279302	0.540031621018188	1.03787893555442	48	92	1
SPAC3H5.10	86	872	1280	100	448	300	0.86	119.543117325871	1.94642857142857	270.560626838037	0.0785122439527355	0.123740218606457	0.441834862385321	0.351734852908255	0.554356179356928	122	64	1
SPAC3H5.07	60	1593	248	100	1157	300	0.6	83.4021748785143	1.37683664649957	191.385284617507	0.0288459252282457	0.0490756413766708	0.435781544256121	0.333747354890803	0.567805170728082	92	68	1
SPAC3H5.04	34	1050	19	100	1865	300	0.34	47.2612324311581	0.563002680965147	78.2594134248794	0.0226456041780658	0.0460702654464686	0.603904761904762	0.422340517920927	0.859210450576639	48	86	1
SPNCRNA.561	33	137	6	100	1042	300	0.33	45.8711961831829	0.13147792706334	18.2759084426687	0.161641917955835	0.357333231691233	2.50992700729927	1.6843087850998	3.72341227422265	15	118	0.39713658018901
SPAC3A11.13	27	146	88	100	506	300	0.27	37.5309786953314	0.288537549407115	40.1077652577836	0.119944413836238	0.28330926573196	0.935753424657534	0.606918734011362	1.43354488460372	28	99	1
SPNCRNA.908	2	43	0	100	2255	300	0.02	2.78007249595048	0.0190687361419069	2.65062344403261	0.00779588264304348	0.195667063440159	1.04883720930233	0.175797153600631	4.41229228057559	1	101	1
SPAC3A11.09	66	2092	75	100	2714	300	0.66	91.7423923663657	0.770817980840088	107.146493395881	0.0244926038212632	0.0405629632120713	0.85623326959847	0.664729267709083	1.10087882157561	72	94	1
SPNCRNA.909	4	93	23	100	1525	300	0.04	5.56014499190095	0.060983606557377	8.47694236470145	0.0134711053970796	0.121342742796017	0.655913978494624	0.205434357305464	1.85047682763926	5	99	1
SPAC3A11.06	14	182	5	100	2642	300	0.14	19.4605074716533	0.06888720666162	9.57557142814131	0.0428493290987299	0.135550734067605	2.03230769230769	1.13207927478844	3.58125039406612	7	107	1
SPAC3A11.04	6	259	0	100	3476	300	0.06	8.34021748785143	0.0745109321058688	10.357289649758	0.00932296543545309	0.0537642549761816	0.805250965250965	0.32406627853635	1.86884550297207	7	99	1
SPAC3A11.02	63	1021	109	100	2060	300	0.63	87.57228362244	0.495631067961165	68.8945150088698	0.0474270929768262	0.0801234294766899	1.27110675808031	0.97699811532262	1.65054264721981	54	109	1
SPAC328.01c	40	2314	26	100	4294	300	0.4	55.6014499190095	0.538891476478808	74.9078686030438	0.012476992990084	0.023854364734456	0.742264477095938	0.535762078994207	1.02430642169754	49	91	1
SPNCRNA.911	0	41	4	100	1099	300	0	0	0.0373066424021838	5.18575852292855	0.00222893830759859	0.119437073139709	0	0.0244960320005085	1.3126134338054	3	97	1
SPNCRNA.529	0	14	8	100	459	300	0	0	0.0305010893246187	4.23976197639506	0.0065974714867639	0.365411596620526	0	0.0302823941242463	1.67723922848822	2	98	1
SPAC328.07c	46	1825	175	100	1338	300	0.46	63.941667406861	1.36397608370703	189.597619772407	0.0185922643218816	0.0340623033395571	0.337249315068493	0.248764496626775	0.455753618683274	84	62	1
SPAC328.08c	2	159	360	100	2000	300	0.02	2.78007249595048	0.0795	11.0507881714031	0.00215921822039125	0.0513163128513105	0.251572327044025	0.043184364407825	1.02632625702621	7	95	1
SPAC328.10c	81	413	276	100	474	300	0.81	112.592936085994	0.871308016877637	121.114972661134	0.153415611736297	0.250423324984572	0.929636803874092	0.727189999630048	1.18700656042687	84	97	1
SPNCRNA.912	0	0	2	100	86	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.913	0	32	1	100	1883	300	0	0	0.0169941582580988	2.3622495982585	0.00286022979559656	0.15399674612007	0	0.0538581270510833	2.89975872944091	1	99	1
SPAC16E8.04c	11	290	67	100	1217	300	0.11	15.2903987277276	0.238290879211175	33.1232959665423	0.0197108025754721	0.0710273558314612	0.461620689655172	0.239880467343496	0.864402920468883	21	90	1
SPAC16E8.05c	12	89	18	100	1274	300	0.12	16.6804349757029	0.0698587127158556	9.7106142911928	0.0701859459370957	0.25324828741149	1.71775280898876	0.894168951238599	3.22638318162238	7	105	1
SPAC16E8.06c	74	674	31	100	1391	300	0.74	102.862682350168	0.484543493889288	67.3533020226679	0.0857038541559036	0.140443341576364	1.52721068249258	1.19214061130862	1.95356688132723	56	118	1
SPAC16E8.07c	188	3068	110	100	2497	300	1.88	261.326814619345	1.22867440929115	170.790196587426	0.052735001986778	0.0711776628142432	1.53010430247718	1.31679299960985	1.77730624047165	158	130	1
SPAC16E8.10c	15	204	80	100	942	300	0.15	20.8505437196286	0.21656050955414	30.1026958160243	0.0418793424163589	0.126950641045274	0.692647058823529	0.394503405562101	1.19587503864648	20	95	1
SPAC16E8.11c	39	508	85	100	2014	300	0.39	54.2114136710343	0.252234359483615	35.0614902667041	0.0546407229554067	0.107438984002059	1.5461811023622	1.10046416032189	2.16382113780147	27	112	1
SPAC16E8.18	26	68	87	100	365	300	0.26	36.1409424473562	0.186301369863014	25.8965657157031	0.237165350376374	0.613007608301421	1.39558823529412	0.865653528873766	2.23747777030019	19	107	1
SPAC16E8.12c	23	298	39	100	1075	300	0.23	31.9708337034305	0.277209302325581	38.5330978508485	0.0492656035874499	0.119855814497754	0.829697986577181	0.529605238565086	1.28845000585085	26	97	1
SPAC16E8.14c	25	224	64	100	970	300	0.25	34.750906199381	0.230927835051546	32.0998061388096	0.0721319533341763	0.171380237945254	1.08258928571429	0.69967994734151	1.66238830806897	23	102	1
SPAC16E8.17c	19	351	59	100	1137	300	0.19	26.4106887115295	0.308707124010554	42.9114092382857	0.0331138784687756	0.0874416091156891	0.615470085470085	0.376504798189978	0.994211095645385	28	91	1
SPAC16E8.18c	12	120	92	100	587	300	0.12	16.6804349757029	0.20442930153322	28.4164139279435	0.0525835149336793	0.18583527383644	0.587	0.308665232660697	1.0908530574199	19	93	1
SPAC1B1.02c	24	1078	53	100	1968	300	0.24	33.3608699514057	0.547764227642276	76.1412131766924	0.0145200513695911	0.0338469895474109	0.438144712430427	0.285754610953553	0.666108754293047	43	81	1
SPAC1B1.03c	111	2899	66	100	2677	300	1.11	154.294023525251	1.08292865147553	150.531007952193	0.0315252918253286	0.0464650667790273	1.02499827526733	0.843932062164047	1.24386983767456	109	102	1
SPAC1B1.04c	2	1190	91	100	3218	300	0.02	2.78007249595048	0.369794903666874	51.4028320413466	0.000290756559084846	0.00678906750752227	0.0540840336134454	0.00935654607135035	0.218472192392067	27	75	1
SPAC17A2.02c	69	1721	157	100	1603	300	0.69	95.9125011102915	1.07361197754211	149.235956504391	0.031272640384471	0.051312995741007	0.642690296339338	0.501300425363069	0.822547321728342	87	82	1
SPAC17A2.03c	38	1465	91	100	1823	300	0.38	52.8213774230591	0.803620405924301	111.706149384735	0.0185304803737602	0.0361543173131444	0.472860068259386	0.337810657213648	0.659093204618623	61	77	1
SPAC17A2.04c	0	230	77	100	1412	300	0	0	0.162889518413598	22.6422335010131	0.00039555743861323	0.0209050977191867	0	0.0055852710332188	0.295179979794917	14	86	1
SPAC17A2.06c	107	1434	18	100	3825	300	1.07	148.733878533351	0.374901960784314	52.1127314927187	0.0609954995253701	0.0912000169773788	2.85407949790795	2.33307785684541	3.48840064938474	56	151	2.06770377864246e-09
SPAC17A2.07c	58	206	245	100	483	300	0.58	80.6221023825638	0.426501035196687	59.2851898722358	0.208100042308278	0.380228048035012	1.35990291262136	1.00512320434898	1.83650147200911	47	111	1
SPAC17A2.08c	169	250	143	100	1367	300	1.69	234.916125907815	0.182882223847842	25.4212920258822	0.553501228213421	0.825452080183476	9.24092	7.56636178967746	11.2839299361081	41	228	2.22206205458603e-52
SPAC17A2.09c	293	3945	643	100	1893	300	2.93	407.280620656745	2.08399366085578	289.682672914016	0.0658372990278017	0.0837696465566267	1.40595437262357	1.24630007059629	1.58575940931694	265	128	1
SPAC17A2.10c	338	194	128	100	321	300	3.38	469.832251815631	0.604361370716511	84.0084212171951	1.45487109213656	2.08684994196558	5.59268041237113	4.67013620575836	6.69878831370952	164	274	9.72015255556497e-32
SPNCRNA.918	0	30	15	100	2525	300	0	0	0.0118811881188119	1.65152821541612	0.00305234191746883	0.164578840345685	0	0.0770716334160881	4.15561571872856	1	99	1
SPAC17A2.13c	135	3656	347	100	1513	300	1.35	187.654893476657	2.41639127561137	335.887146239093	0.0309752700338681	0.0439915224242034	0.558684354485777	0.468655835612425	0.665591734278198	166	69	1
SPNCRNA.919	7	45	668	100	754	300	0.07	9.73025373582667	0.0596816976127321	8.29597230223949	0.0641699315377653	0.358780291085016	1.17288888888889	0.48384128379475	2.70520339478102	6	101	1
SPNCRNA.600	4	1922	293	100	2572	300	0.04	5.56014499190095	0.747278382581648	103.87440391168	0.000665949166425418	0.00573065960000194	0.0535275754422477	0.0171282125604618	0.14739256491205	44	60	1
SPAC17G6.02c	31	1631	281	100	1757	300	0.31	43.0911236872324	0.928286852589641	129.035237361845	0.013090923438707	0.0274364344557535	0.333948497854077	0.230007524818083	0.482058153387589	63	68	1
SPAC17G6.04c	30	898	19	100	3209	300	0.3	41.7010874392572	0.279837955749455	38.8984902051033	0.0227988200634401	0.0486578062200861	1.07204899777283	0.731614135835792	1.56142900160256	28	102	1
SPAC17G6.05c	10	667	110	100	2257	300	0.1	13.9003624797524	0.295525033229951	41.0790508373719	0.00758042769740115	0.0287210184706584	0.338380809595202	0.171090253130344	0.648233386882761	25	85	1
SPAC17G6.07c	17	206	41	100	935	300	0.17	23.6306162155791	0.220320855614973	30.6253975489732	0.0486430208786168	0.1380828755519	0.771601941747573	0.454812245215067	1.29107488641027	21	96	1
SPAC17G6.11c	13	2222	90	100	3430	300	0.13	18.0704712236781	0.647813411078717	90.0484123323901	0.00324819075854974	0.0103126874164027	0.200675067506751	0.111412943018256	0.353725178382612	44	69	1
SPAC17G6.14c	175	2498	246	100	1608	300	1.75	243.256343395667	1.55348258706468	215.939710661825	0.0599145329257049	0.0818802555246715	1.12650120096077	0.963425689445335	1.31663450883672	167	108	1
SPAC17G6.15c	25	832	701	100	1610	300	0.25	34.750906199381	0.516770186335404	71.8329290879129	0.0197448425904016	0.0453646892199795	0.483774038461538	0.317891965705465	0.730371496441671	42	83	1
SPAC17G6.16c	76	1421	68	100	2749	300	0.76	105.642754846118	0.516915241906148	71.8530923380434	0.0421592644510867	0.0677496878382444	1.47026038001407	1.15895817976037	1.86243891867334	59	117	1
SPNCRNA.922	4	44	17	100	1096	300	0.04	5.56014499190095	0.0401459854014599	5.5804374918714	0.0277861948499424	0.263769882112263	0.996363636363636	0.304536695555368	2.89091790795041	4	100	1
SPAC1142.02c	191	1089	183	100	1080	300	1.91	265.496923363271	1.00833333333333	140.161988337503	0.149929614423969	0.205105330386704	1.89421487603306	1.61923983577887	2.21513756817641	146	145	0.00277554511244546
SPAC1142.03c	10	605	348	100	2243	300	0.1	13.9003624797524	0.269728042799822	37.4931756587169	0.00835296405107189	0.0316814477979922	0.370743801652893	0.187356983665542	0.710614874108964	23	87	1
SPNCRNA.923	1	9	14	100	468	300	0.01	1.39003624797524	0.0192307692307692	2.67314663072161	0.00526992812214453	0.847902870266008	0.52	0.0246632636116364	3.96818543284492	1	100	1
SPAC1142.07c	11	429	181	100	1016	300	0.11	15.2903987277276	0.422244094488189	58.6934596832064	0.0133762468814823	0.0478186073065843	0.26051282051282	0.13590266831586	0.485837050234896	32	79	1
SPNCRNA.925	8	129	9	100	2874	300	0.08	11.1202899838019	0.0448851774530271	6.23920236565086	0.028178193184319	0.130686657958913	1.78232558139535	0.809841272117329	3.75593454973917	4	104	1
SPAC8C9.06c	7	1713	10	100	4891	300	0.07	9.73025373582667	0.350235125741157	48.6839520094374	0.00178767514370989	0.0088431655767363	0.199865732632808	0.0874351912788508	0.432519228358172	27	80	1
SPAC8C9.09c	26	387	40	100	1278	260	0.26	36.1409424473562	0.302816901408451	42.0926469457291	0.0441968376752236	0.10137680863605	0.858604651162791	0.564835585489357	1.29559561436871	29	97	1
SPAC8C9.10c	113	754	60	100	1063	300	1.13	157.074096021202	0.70931326434619	98.5971148610846	0.122350585488035	0.183433392921954	1.59309018567639	1.30058672373781	1.94989696676037	88	125	1
SPAC8C9.12c	38	734	51	100	2039	300	0.38	52.8213774230591	0.359980382540461	50.0385780291233	0.0368270001142701	0.0724752489229827	1.05561307901907	0.750902532329968	1.47777032553962	36	102	1
SPAC8C9.15c	8	846	36	100	2176	300	0.08	11.1202899838019	0.388786764705882	54.0427695674197	0.00438131063652273	0.0195171566209796	0.205768321513002	0.0953373194507346	0.424693328072515	30	78	1
SPAC8C9.16c	4	369	47	100	1243	300	0.04	5.56014499190095	0.296862429605792	41.2649537814049	0.00345267961623448	0.03000526619714	0.134742547425474	0.0429168076297946	0.37296545883045	23	81	1
SPAC8C9.17c	3	98	15	100	1124	300	0.03	4.17010874392572	0.0871886120996441	12.1195331229158	0.00776228041587097	0.0996813395312903	0.344081632653061	0.0872480318743897	1.1204182563317	8	95	1
SPAC15A10.03c	29	792	62	100	2695	300	0.29	40.3110511912819	0.293877551020408	40.850044838456	0.0248021277801432	0.0537154108211686	0.986805555555555	0.66841734367486	1.44763032163049	29	100	1
SPAC15A10.04c	15	1288	114	100	1571	300	0.15	20.8505437196286	0.819859961807766	113.963506517639	0.00674418413279423	0.0197640600662358	0.182958074534161	0.105951132726197	0.310493383640565	51	64	1
SPAC15A10.05c	2	82	21	100	971	300	0.02	2.78007249595048	0.0844490216271885	11.7387201167837	0.00415187490199961	0.100574264254526	0.236829268292683	0.0403147052984162	0.976576105911443	7	95	1
SPNCRNA.927	40	50	2	100	1850	300	0.4	55.6014499190095	0.027027027027027	3.7568547242574	0.51734711773438	1.23575238082295	14.8	9.57092167808603	22.8614190452245	3	137	2.74594674345536e-21
SPAC15A10.09c	5	211	142	100	1261	300	0.05	6.95018123987619	0.167327517842982	23.2591315085468	0.00862670006170448	0.0595109560885447	0.298815165876777	0.108782687778093	0.750433156276549	15	90	1
SPNCRNA.928	2	34	3	100	2266	300	0.02	2.78007249595048	0.0150044130626655	2.08566780366982	0.00977594851961347	0.25022499125925	1.33294117647059	0.221522993454441	5.6700983019346	1	101	1
SPAC15A10.12c	2	147	120	100	971	300	0.02	2.78007249595048	0.151390319258496	21.0438031361854	0.0023337751312851	0.0555571062879663	0.132108843537415	0.0226609565247783	0.539459502056153	13	89	1
SPNCRNA.929	2	7	121	100	685	249	0.02	2.78007249595048	0.0102189781021898	1.4204749979309	0.0410868912536841	1.48812327873763	1.95714285714286	0.281445205087736	10.1936444593528	1	101	1
SPNCRNA.930	2	174	4	100	4382	300	0.02	2.78007249595048	0.0397078959379279	5.51954146845485	0.00197460292076971	0.0468463990435426	0.50367816091954	0.0865270999881288	2.05280920608804	3	99	1
SPAC15E1.02c	18	77	16	100	379	300	0.18	25.0206524635543	0.203166226912929	28.2408419773333	0.135178525232434	0.399707294463797	0.885974025974026	0.512326610630924	1.51489064601779	19	99	1
SPAC15E1.05c	2	330	18	100	1326	300	0.02	2.78007249595048	0.248868778280543	34.5936622799267	0.00104520060350009	0.024579346581955	0.0803636363636364	0.0138593600024112	0.325922135676723	20	82	1
SPAC15E1.07c	4	9	9	100	318	300	0.04	5.56014499190095	0.0283018867924528	3.93406485276011	0.115554998947778	1.57169221691214	1.41333333333333	0.367464896653933	4.9979812497806	2	102	1
SPNCRNA.931	1	11	8	100	766	300	0.01	1.39003624797524	0.0143603133159269	1.99613560414199	0.00438460787950623	0.673532041142035	0.696363636363636	0.0335860963570178	5.15925543514799	1	100	1
SPNCRNA.932	39	2	1	100	458	300	0.39	54.2114136710343	0.00436681222707424	0.607002728373466	4.61539265009157	116.725783739586	89.31	21.1384983374194	534.604089527303	0	139	6.44181144047511e-21
SPAP7G5.02c	14	2178	457	100	1921	300	0.14	19.4605074716533	1.13378448724623	157.600153466427	0.0036515598206461	0.0110986216550302	0.123480257116621	0.0701464641546116	0.21320452199313	60	54	1
SPAP7G5.04c	81	2604	71	100	4173	300	0.81	112.592936085994	0.624011502516175	86.7398607650976	0.0247708940903276	0.0390084724283106	1.29805299539171	1.03368941038937	1.6278235544334	69	112	1
SPNCRNA.933	6	19	15	100	1029	300	0.06	8.34021748785143	0.0184645286686103	2.56663641511463	0.113065862568829	0.835564152514514	3.24947368421053	1.16344772583325	8.59795512937435	1	105	1
SPNCRNA.934	0	276	11	100	2631	300	0	0	0.104903078677309	14.5819081885658	0.000329578054765485	0.0174094634535653	0	0.00867119862087991	0.458042983463304	9	91	1
SPAC1556.01c	82	491	25	100	4056	300	0.82	113.98297233397	0.121055226824458	16.827115329286	0.131238343521342	0.212263824373235	6.77376782077393	5.32302721322563	8.60942071657842	19	163	4.5111219764359e-26
SPAC1556.02c	98	2274	260	100	1989	300	0.98	136.223552301573	1.14328808446455	158.921187928391	0.0350135306682718	0.0529904329928929	0.857176781002638	0.696419124991926	1.05397971222864	105	93	1
SPAC1556.04c	19	115	17	100	1754	300	0.19	26.4106887115295	0.0655644241733181	9.11369261785362	0.0985172572485703	0.274033962093213	2.89791304347826	1.72799269213992	4.80655569511495	7	112	1
SPAC1556.05c	3	223	76	100	2885	300	0.03	4.17010874392572	0.0772963604852686	10.7444742911084	0.0034463417907213	0.0432799657417311	0.388116591928251	0.0994269606623095	1.24862701164894	7	96	1
SPAC1556.08c	74	752	106	100	1367	300	0.74	102.862682350168	0.550109729334309	76.4672464138536	0.0769140756793678	0.125711491859729	1.34518617021277	1.05141541453696	1.7184760937225	61	113	1
SPAC1F12.02c	720	1825	1756	100	502	300	7.2	1000.82609854217	3.63545816733068	505.341863058727	0.36156947214003	0.430458795959666	1.98049315068493	1.81507875014295	2.16090315571752	643	177	5.35227809821603e-06
SPAC1F12.04c	10	58	63	100	586	300	0.1	13.9003624797524	0.0989761092150171	13.758037949243	0.082863601591789	0.348556392206323	1.01034482758621	0.485580705327884	2.04254045832906	9	101	1
SPAC1F12.06c	2	184	2	100	2346	300	0.02	2.78007249595048	0.0784313725490196	10.9022450821587	0.00186811893151162	0.0442753046606247	0.255	0.0438260701332627	1.03869864733825	7	95	1
SPNCRNA.937	0	66	29	100	1053	300	0	0	0.0626780626780627	8.71247790753711	0.00138178273757893	0.0735710521596386	0	0.0145501722267061	0.774703179240995	5	95	1
SPAC1F12.10c	135	831	207	100	737	300	1.35	187.654893476657	1.12754409769335	156.732716698429	0.134852650289765	0.195594297817827	1.19729241877256	0.993864032635568	1.44152997491738	124	111	1
SPAC4H3.17	1	0	10	100	60	300	0.01	1.39003624797524	0	0	0.0577765545925511	8.27870929775896	NA	0.0346659327555307	4.96722557865538	0	101	1
SPAC4H3.02c	31	375	48	100	1338	300	0.31	43.0911236872324	0.280269058295964	38.9584150217275	0.0562755742231023	0.120757247634013	1.10608	0.752967183105109	1.61573197334309	28	103	1
SPAC4H3.03c	0	32	1	100	2660	300	0	0	0.0120300751879699	1.67222405771457	0.00286022979559656	0.15399674612007	0	0.0760821125628686	4.09631344679385	1	99	1
SPAC4H3.04c	0	28	10	100	1216	300	0	0	0.0230263157894737	3.2007413604693	0.00327211992868732	0.176722244865318	0	0.0397889783328379	2.14894249756227	2	98	1
SPAC4H3.16	28	436	7	100	2466	300	0.28	38.9210149433067	0.176804541768045	24.5764721864235	0.0429550442656392	0.0953820521735914	1.58366972477064	1.05927139159066	2.35212140660076	19	109	1
SPAC4H3.07c	5	365	127	100	605	300	0.05	6.95018123987619	0.603305785123967	83.8616909935475	0.00501054012861683	0.0342235133505191	0.0828767123287671	0.0303137677781318	0.207052255770641	39	66	1
SPNCRNA.940	3	4	0	100	491	300	0.03	4.17010874392572	0.00814663951120163	1.13241242197575	0.133893566820236	3.94140253599159	3.6825	0.657417413087359	19.3522864517187	0	103	1
SPAC4H3.10c	142	5598	1153	100	1732	300	1.42	197.385147212484	3.23210161662818	449.273840425253	0.0213950121861806	0.0300569983500467	0.43934262236513	0.370561611064649	0.520587211422809	184	58	1
SPAC4H3.11c	11	788	29	100	2582	300	0.11	15.2903987277276	0.305189775367932	42.4224850272846	0.00730938715692166	0.0259321348836565	0.360431472081218	0.188728376391717	0.66956772269601	25	86	1
SPAC4H3.12c	14	175	369	100	154	300	0.14	19.4605074716533	1.13636363636364	157.958664542641	0.0445258421297407	0.141096354023748	0.1232	0.0685697968798007	0.217288385196572	60	54	1
SPSNORNA.30	14	74	373	100	32	300	0.14	19.4605074716533	2.3125	321.445882344274	0.102280377618649	0.343995177431524	0.0605405405405405	0.0327297208379677	0.110078456778088	79	35	1
SPAC4H3.14c	32	315	35	100	1157	300	0.32	44.4811599352076	0.272255834053587	37.8445478057217	0.0693639490908598	0.147998912692864	1.17536507936508	0.802540890981248	1.71234741985643	28	104	1
