WT_3MBPP1_combined_pr_counts	WT_3MBPP1_combinedgb_counts	WT_3MBPP1_combinedterm_counts	WT_3MBPP1_combinedpr_map	WT_3MBPP1_combinedgb_map	WT_3MBPP1_combinedterm_map	WT_3MBPP1_combinedpr_density	WT_3MBPP1_combinedpr_densityRPKM	WT_3MBPP1_combinedgb_density	WT_3MBPP1_combinedgb_densityRPKM	WT_3MBPP1_combinedpause_index_CI_low	WT_3MBPP1_combinedpause_index_CI_high	WT_3MBPP1_combinedpause_index_scaled	WT_3MBPP1_combinedpause_index_CI_low_scaled	WT_3MBPP1_combinedpause_index_CI_high_scaled	WT_3MBPP1_combined_ExpPR	WT_3MBPP1_combined_ExpGB	WT_3MBPP1_combinedFexact_Pval
SPNCRNA.991	1	45	66	100	740	300	0.01	0.51957442074856	0.0608108108108108	3.15957418022773	0.00113712356732569	0.149026177050859	0.164444444444444	0.00841471439821014	1.10279371017636	5	96	1
SPAC17C9.14	6	305	416	100	894	300	0.06	3.11744652449136	0.341163310961969	17.7259729673726	0.0079288219681389	0.0455808711472192	0.175868852459016	0.0708836683951618	0.40749298805614	26	80	1
SPAC17C9.12	195	2068	11	100	1816	300	1.95	101.317012045969	1.13876651982379	59.1673954905299	0.0811862092630531	0.109480147546782	1.71237911025145	1.47434156021704	1.98815947944956	157	138	0.0688770855579
SPAC17C9.10	3	3265	1736	100	1845	300	0.03	1.55872326224568	1.76964769647696	91.9463676826043	0.000237170776562106	0.00292995736968302	0.0169525267993874	0.00437580082757085	0.0540577134706517	65	38	1
SPAC17C9.08	153	885	150	100	1149	300	1.53	79.4948863745297	0.77023498694517	40.0194397182311	0.145059033574017	0.205942665888744	1.98640677966102	1.66672829576546	2.36628123106167	110	143	0.00155612569948733
SPAC17C9.07	365	1234	455	100	1808	300	3.65	189.644663573224	0.682522123893805	35.4621037170201	0.262720444036043	0.332975250346596	5.34781199351702	4.74998562817166	6.02019252626646	188	277	1.01684846849508e-50
SPAC17C9.06	17	1116	212	100	1660	300	0.17	8.83276515272552	0.672289156626506	34.9304249129755	0.00913178759229995	0.0250481496787707	0.252867383512545	0.151587674032179	0.415799284667593	47	70	1
SPAC17C9.03	324	13193	1169	100	4382	300	3.24	168.342112322533	3.01072569602921	156.429605954718	0.021960201383953	0.0274595615852851	1.07615250511635	0.962296024644821	1.20327798866719	318	106	1
SPAC1851.04c	40	1592	197	100	3201	300	0.4	20.7829768299424	0.497344579818807	25.8407521971793	0.0181123761421205	0.0347176220552494	0.80427135678392	0.579777160309277	1.11131108198853	46	94	1
SPAC27D7.02c	29	1387	155	100	2534	300	0.29	15.0676582017082	0.547355958958169	28.4392155318963	0.0142051947759146	0.0305784006668537	0.529819754866619	0.359959635621675	0.774856672898072	45	84	1
SPAC27D7.03c	5	2108	111	100	3959	300	0.05	2.5978721037428	0.532457691336196	27.665139654912	0.000872256473108719	0.00589081595912426	0.093904174573055	0.0345326337703742	0.233217403821729	36	69	1
SPAC27D7.05c	8	121	145	100	506	300	0.08	4.15659536598848	0.239130434782609	12.4246057135525	0.0299962156149133	0.139551084316468	0.334545454545455	0.151780851011461	0.706128486641328	20	88	1
SPAC27D7.07c	79	379	214	100	616	300	0.79	41.0463792391363	0.61525974025974	31.9673223155364	0.162320770964991	0.267338447290294	1.28401055408971	0.999895949144343	1.64680483530821	68	111	1
SPAC27D7.08c	52	1057	34	100	1510	300	0.52	27.0178698789251	0.7	36.3702094523992	0.0368513503886248	0.0655040794379241	0.742857142857143	0.556455390868235	0.989111599512653	62	90	1
SPAC27D7.09c	0	34	94	0	315	300	NA	NA	0.107936507936508	5.60810485887335	0.00269086889544985	0.144693076160053	NA	NA	NA	0	0	1
SPAC27D7.11c	79	3421	0	100	1106	0	0.79	41.0463792391363	3.09312839059674	160.711039184523	0.0183521367344026	0.0290167494600054	0.255404852382344	0.202974632282493	0.320925249027659	135	44	1
SPNCRNA.995	29	362	520	100	1104	300	0.29	15.0676582017082	0.327898550724638	17.0367699557046	0.0538183036999123	0.118511379216783	0.884419889502762	0.594154072847032	1.30836562655329	31	98	1
SPAC27D7.12c	6	145	14	100	866	300	0.06	3.11744652449136	0.16743648960739	8.69957170999321	0.0165231907156673	0.0968540582639267	0.358344827586207	0.143090831597679	0.838756144565606	15	91	1
SPAC27D7.13c	317	1642	214	100	1862	300	3.17	164.705091377294	0.881847475832438	45.8185391444219	0.170862572714394	0.218101118577875	3.59472594397077	3.18146110394202	4.06104282792004	195	222	7.49729950305209e-27
SPAC27D7.14c	202	3237	245	100	3188	300	2.02	104.954032991209	1.01537013801757	52.7560351305862	0.0539901828492841	0.0721036064258394	1.98942230460303	1.72120702923518	2.29866297285576	152	150	6.86184608163844e-05
SPNCRNA.997	0	4	3	100	464	300	0	0	0.00862068965517241	0.447908983403931	0.0240893601812892	1.52670069174082	0	0.111774631241182	7.0838912096774	0	100	1
SPAC637.05c	228	2928	1396	100	1860	300	2.28	118.462967930672	1.5741935483871	81.7910701049346	0.0678883646497729	0.0892918953239288	1.44836065573771	1.26272358248578	1.66082925302508	200	128	1
SPNCRNA.998	96	231	76	100	3197	300	0.96	49.8791443918618	0.0722552392868314	3.7541974098504	0.325218131858674	0.530666395941163	13.2862337662338	10.3972236755218	16.965404678239	13	183	1.32631293884535e-48
SPNCRNA.563	3	89	69	100	789	300	0.03	1.55872326224568	0.112801013941698	5.86085214786082	0.00853155781705106	0.11000045090975	0.265955056179775	0.0673139911765328	0.86790355767793	10	93	1
SPAC637.10c	239	1071	193	100	966	300	2.39	124.178286558906	1.10869565217391	57.6049901264708	0.19346506262699	0.257343843597575	2.1556862745098	1.86887250497672	2.48594152915257	178	161	2.07672118529826e-06
SPAC637.12c	161	1665	8	100	3528	300	1.61	83.6514817405182	0.471938775510204	24.5207315914499	0.0819701367903218	0.114016322279206	3.41145945945946	2.89190642596255	4.02249585001038	83	178	7.81740016017924e-18
SPNCRNA.1000	14	147	140	100	274	300	0.14	7.27404189047984	0.536496350364963	27.8749780474592	0.0527876164000813	0.168699864760255	0.260952380952381	0.144638068936223	0.462237629443098	39	75	1
SPAC637.13c	489	590	158	100	1594	300	4.89	254.071891746046	0.370138017565872	19.2314246073808	0.733865003004714	0.936026793029624	13.2112881355932	11.6978081478951	14.9202670808922	159	430	3.80527381367619e-133
SPAC12B10.01c	245	7484	109	100	5138	300	2.45	127.295733083397	1.45659789801479	75.6811009124606	0.0287630236993278	0.0372494095444216	1.68200160342063	1.47784415767146	1.91387466239238	204	141	0.035086290342914
SPAC12B10.02c	37	703	340	100	489	300	0.37	19.2242535676967	1.43762781186094	74.6954637599668	0.0372551655556932	0.0740309894324431	0.257368421052632	0.18217775956734	0.362011538324647	80	57	1
SPNCRNA.1001	16	274	12	100	1402	300	0.16	8.31319073197696	0.195435092724679	10.1543075096366	0.034034489955427	0.0986611974735726	0.818686131386861	0.477163549175087	1.38322998857949	18	98	1
SPAC12B10.06c	6	142	284	100	498	300	0.06	3.11744652449136	0.285140562248996	14.8151742462441	0.0168659820907442	0.0989405099730006	0.210422535211268	0.083992590811906	0.492723739665543	23	83	1
SPAC12B10.08c	31	493	73	100	2191	300	0.31	16.1068070432054	0.225011410314925	11.6910173176194	0.0429600564196141	0.0915182588302122	1.37770791075051	0.941254836153744	2.00516505096995	24	107	1
SPNCRNA.1002	37	416	8	100	1292	300	0.37	19.2242535676967	0.321981424148607	16.7293311943809	0.0625797778147566	0.125872519937145	1.14913461538462	0.808530729366655	1.62627295758791	33	104	1
SPAC12B10.12c	73	1889	219	100	2295	300	0.73	37.9289327146449	0.823093681917211	42.7658423003935	0.0303637083985038	0.0491069088626267	0.886897829539439	0.696847107745663	1.12700355839728	78	95	1
SPAC12B10.14c	13	2304	157	100	2206	300	0.13	6.75446746973128	1.04442429737081	54.2656149322159	0.00313277879669446	0.00994502364902555	0.124470486111111	0.0691091002550798	0.219387221697504	57	56	1
SPAC12B10.15c	104	109	94	100	251	300	1.04	54.0357397578503	0.434262948207171	22.5631919767303	0.723071766606918	1.25894244217733	2.3948623853211	1.81491013418337	3.15994552986511	61	143	0.00632749049729222
SPAC12B10.16c	4	763	294	100	1872	300	0.04	2.07829768299424	0.40758547008547	21.1770984525188	0.00167472131222953	0.0144627851128218	0.0981389252948886	0.0313507829649369	0.270743337312024	30	74	1
SPAC1093.07	0	841	43	100	1791	300	0	0	0.469570072585148	24.3976598464288	0.000108102639450338	0.00570085552326151	0	0.00193611827255556	0.102102322421614	31	69	1
SPAC1093.04c	79	1726	14	100	4949	300	0.79	41.0463792391363	0.348757324712063	18.1205384969088	0.0362810044157643	0.0576617974984684	2.26518539976825	1.79554690853618	2.8536823581992	46	133	0.000941433734267064
SPNCRNA.1005	4	119	0	100	1886	294	0.04	2.07829768299424	0.0630965005302227	3.27833277142517	0.0105792707423246	0.0943063806016771	0.633949579831933	0.199525046200242	1.77861833814763	6	98	1
SPAC1093.06c	10	7652	61	100	12942	300	0.1	5.1957442074856	0.591253283881935	30.720008248864	0.000663810248506342	0.00249145860368068	0.16913225300575	0.0859103223616907	0.322444572488353	40	70	1
SPNCRNA.1007	5	187	54	100	835	300	0.05	2.5978721037428	0.223952095808383	11.6359780455067	0.00971995529487144	0.0672549709684811	0.223262032085561	0.0811616267121765	0.561579007586817	19	86	1
SPAC30C2.06c	9	712	178	100	1527	300	0.09	4.67616978673704	0.466273739358219	24.2263908037312	0.00614136222908313	0.0250618064023697	0.193019662921348	0.0937786012380993	0.382693783764185	34	75	1
SPNCRNA.1008	1	125	48	100	1664	300	0.01	0.51957442074856	0.0751201923076923	3.90305304047897	0.000414597968080589	0.0525615288383548	0.13312	0.00689891018886101	0.874623839870224	7	94	1
SPAC144.01	14	117	153	100	360	300	0.14	7.27404189047984	0.325	16.8861686743282	0.0658877390143818	0.213419425131526	0.430769230769231	0.237195860451774	0.768309930473495	27	87	1
SPNCRNA.46	1	0	10	100	241	300	0.01	0.51957442074856	0	0	0.0577765545925511	8.27870929775896	NA	0.139241496568048	19.9516894075991	0	101	1
SPNCRNA.1010	25	109	135	100	74	300	0.25	12.989360518714	1.47297297297297	76.5319079210717	0.14487854694492	0.360590775914999	0.169724770642202	0.10721012473924	0.266837174177099	74	51	1
SPNCRNA.1011	1	91	188	100	541	300	0.01	0.51957442074856	0.168207024029575	8.73960670760055	0.00056797661169591	0.0725111570356842	0.0594505494505495	0.00307275346927487	0.392285359563052	14	87	1
SPAC144.04c	79	2742	634	100	1621	300	0.79	41.0463792391363	1.69154842689698	87.8885294073135	0.0228817274049606	0.036225942596613	0.467027716994894	0.370912801234412	0.587222529491097	112	67	1
SPNCRNA.1012	4	11	57	100	495	300	0.04	2.07829768299424	0.0222222222222222	1.15460982388569	0.0978590667085697	1.23052614057963	1.8	0.48440238020742	6.09110439586914	2	102	1
SPAC144.07c	7	649	127	100	1447	300	0.07	3.63702094523992	0.448514167242571	23.3036488642582	0.00470575157756356	0.0234085829299087	0.156070878274268	0.0680922253273447	0.338722194995779	33	74	1
SPAC144.09c	106	831	222	100	1456	300	1.06	55.0748885993474	0.570741758241758	29.6542818435476	0.103649650565869	0.156845793566732	1.85723225030084	1.50913891223905	2.28367475433161	74	132	0.106745684779623
SPAC144.10c	134	1448	224	100	1450	300	1.34	69.6229723803071	0.998620689655172	51.8857766375114	0.0772098967502534	0.110849634858184	1.34185082872928	1.11954350287867	1.60731970544368	116	118	1
SPNCRNA.1013	15	194	936	100	702	300	0.15	7.7936163112284	0.276353276353276	14.358609348322	0.0439939986721747	0.133633430702135	0.542783505154639	0.308837870678666	0.938106683528988	24	91	1
SPNCRNA.1015	6	143	23	100	1567	300	0.06	3.11744652449136	0.0912571793235482	4.741489608618	0.0167501487226776	0.0982351122217779	0.657482517482518	0.262474830484358	1.53934420851526	8	98	1
SPAC144.13c	4	1518	72	100	3506	300	0.04	2.07829768299424	0.432972047917855	22.4961200997237	0.00084293705583391	0.00725821255218275	0.0923847167325428	0.0295533731775369	0.254472932079527	31	73	1
SPAC144.15c	43	2945	90	100	3989	300	0.43	22.3417000921881	0.738280270744547	38.3591544022188	0.010671371883621	0.0199069969137225	0.582434634974533	0.425681024437641	0.794090106888391	60	83	1
SPAC144.17c	46	1528	137	100	2623	300	0.46	23.9004233544338	0.582539077392299	30.2672403699504	0.022189648116005	0.0407135079739173	0.789646596858639	0.582034470082812	1.06791531415585	53	93	1
SPNCRNA.1016	12	10	34	100	175	300	0.12	6.23489304898272	0.0571428571428571	2.96899668999177	0.485309039522162	2.98872286260376	2.1	0.849290819163783	5.23026500955658	6	106	1
SPNCRNA.1017	3	115	5	100	1635	300	0.03	1.55872326224568	0.0703363914373089	3.65449898385837	0.00663262821462922	0.0846759579227396	0.426521739130435	0.108443471309188	1.38445191203679	6	97	1
SPAC1834.03c	74	2159	2177	100	612	300	0.74	38.4485071353935	3.52777777777778	183.294309541853	0.0269897240917398	0.0434597888002866	0.209763779527559	0.165177111441448	0.265973907457754	135	39	1
SPAC1834.06c	97	1089	122	100	1246	300	0.97	50.3987188126103	0.873996789727127	45.4106375758573	0.071954254399204	0.11015356011795	1.10984389348026	0.896550009814081	1.37251335906965	91	106	1
SPAC1834.10c	33	120	50	100	560	300	0.33	17.1459558847025	0.214285714285714	11.1337375874691	0.183520983759382	0.410281988081703	1.54	1.02771750905254	2.29757913325753	23	110	1
SPAC1834.11c	99	4939	123	100	2777	300	0.99	51.4378676541075	1.77853799063738	92.4082846264724	0.0163410294109745	0.0245627120876134	0.556636971046771	0.453790386742761	0.682106514673024	127	72	1
SPAC1834.13	2	1	10	100	36	300	0.02	1.03914884149712	0.0277777777777778	1.44326227985711	0.143294171183347	55.6482554667983	0.72	0.0515859016260049	20.0333719680474	2	100	1
SPAC17D4.03c	97	3094	333	100	2359	300	0.97	50.3987188126103	1.31157270029674	68.1459626026301	0.0254739274098506	0.0385442309988841	0.739570135746606	0.600929947598375	0.909258409263675	111	86	1
SPAC458.02c	173	2123	618	100	1582	300	1.73	89.8863747895009	1.34197218710493	69.7254421775723	0.0695687050857365	0.0954105868063985	1.289147432878	1.10057691445635	1.50939548327722	156	117	1
SPAC458.04c	12	140	135	100	1227	300	0.12	6.23489304898272	0.114099429502852	5.92831449916858	0.0452610745684863	0.158586657651401	1.05171428571429	0.555353384955327	1.94585828938269	11	101	1
SPNCRNA.1020	2	9	73	100	559	300	0.02	1.03914884149712	0.0161001788908766	0.836524112117539	0.0332058119471448	1.09402338033518	1.24222222222222	0.185620488784539	6.11559069607367	1	101	1
SPAPYUG7.02c	267	2174	459	100	2191	300	2.67	138.726370339866	0.992240985851209	51.5543035466622	0.10792712689338	0.139727161295559	2.69087856485741	2.36468335023395	3.06142210398569	182	185	3.96897218542459e-14
SPAPYUG7.03c	335	10456	505	100	2392	300	3.35	174.057430950768	4.37123745819398	227.118317029555	0.0286915288095517	0.0357713765633671	0.76637337413925	0.686301369124477	0.855651327395741	354	81	1
SPAPYUG7.04c	62	1036	918	100	827	300	0.62	32.2136140864107	1.25272067714631	65.0881620188039	0.0459088669636218	0.0778578065692542	0.49492277992278	0.379666329789152	0.643884060327732	90	72	1
SPNCRNA.1022	6	25	13	100	722	300	0.06	3.11744652449136	0.0346260387811634	1.79908040425402	0.0884284041294287	0.614451905742255	1.7328	0.638453077814476	4.43634275945908	3	103	1
SPAC1782.02c	64	507	263	100	841	300	0.64	33.2527629279079	0.602853745541023	31.3227385635577	0.096461162442761	0.164892556883073	1.06161735700197	0.81123837614362	1.38674640338664	61	103	1
SPAC1782.06c	53	823	488	100	1013	300	0.53	27.5374442996737	0.81243830207305	42.2122160193549	0.0482749038571857	0.0856914533600021	0.652357229647631	0.489024776073291	0.868054422536821	68	85	1
SPAC1782.08c	44	2219	173	100	1659	300	0.44	22.8612745129366	1.33755274261603	69.4958191465374	0.0145345204792732	0.026959153811181	0.328958990536278	0.241127694751142	0.447252361727492	82	62	1
SPAC1782.09c	629	1781	108	100	1555	300	6.29	326.812310650844	1.14533762057878	59.5088130773753	0.322138252975015	0.387177965865829	5.49183043234138	5.00924983376149	6.02061736921363	389	340	1.00284941847277e-63
SPAC1782.10c	201	2352	555	100	965	300	2.01	104.434458570461	2.43730569948187	126.636169699545	0.0737930723829654	0.0989366685107074	0.82468112244898	0.712103148495616	0.954738851128327	213	88	1
SPAC1782.12c	18	313	267	100	1654	300	0.18	9.35233957347408	0.189238210399033	9.83233335515716	0.0346489855387928	0.0942266835863742	0.951182108626198	0.573094220811633	1.55850934651863	18	100	1
SPAC11H11.02c	7	728	28	100	2839	300	0.07	3.63702094523992	0.256428319830926	13.323359573968	0.00419707570414925	0.0208578459606669	0.272980769230769	0.119154979240797	0.592154246823334	21	86	1
SPAC11H11.03c	78	256	20	100	1081	300	0.78	40.5268048183877	0.2368177613321	12.3044451167097	0.234517082271727	0.395395577400514	3.293671875	2.53512965935736	4.27422619169956	34	144	1.94133683122175e-08
SPAC11H11.05c	28	6	55	100	59	300	0.28	14.5480837809597	0.101694915254237	5.28380766862943	1.84351880685689	12.5400746521894	2.75333333333333	1.08767609604557	7.39864404479174	11	117	1
SPAC22F8.02c	142	1259	571	100	735	300	1.42	73.7795677462955	1.71292517006803	88.9992103023724	0.094445863054913	0.134617789029888	0.828991262907069	0.69417709345361	0.989440749369674	152	90	1
SPNCRNA.253	0	53	185	100	716	300	0	0	0.0740223463687151	3.84601177369744	0.00172214121145853	0.0919284576549814	0	0.0123305310740431	0.658207756809667	6	94	1
SPAC22F8.03c	1	1	2	100	201	300	0.01	0.51957442074856	0.00497512437810945	0.258494736690826	0.027408528703162	36.4849938072245	2.01	0.0550911426933556	73.3348375525212	0	101	1
SPAC22F8.07c	69	1001	259	100	1732	300	0.69	35.8506350316507	0.577944572748268	30.0285216610455	0.053579452617139	0.0885318399955034	1.19388611388611	0.927996119328847	1.53337146872212	61	108	1
SPAC22F8.10c	38	1203	66	100	1706	300	0.38	19.7438279884453	0.705158264947245	36.6382197046025	0.0225449645607854	0.0440703860202057	0.538886118038238	0.384617095407	0.751840785504709	57	81	1
SPNCRNA.1025	1	464	125	100	1129	300	0.01	0.51957442074856	0.410983170947741	21.3536342982579	0.000112281204477953	0.0140413624649263	0.0243318965517241	0.00126765479855608	0.158526982229018	29	72	1
SPAC22F8.12c	99	1536	8	100	3227	300	0.99	51.4378676541075	0.475983885962194	24.7309051834456	0.0523098803571441	0.0793374592613044	2.07990234375	1.68803983912504	2.56021981036229	64	135	0.00273047222286967
SPAC20G4.02c	38	2612	337	100	4486	300	0.38	19.7438279884453	0.582255907267053	30.2525275745706	0.0104130851075374	0.0202388259977858	0.652633996937213	0.467130997924129	0.907913734260673	50	88	1
SPAC20G4.03c	133	2473	147	100	2437	300	1.33	69.1033979595585	1.01477226097661	52.7249709688629	0.0449881153345106	0.0642514045385059	1.31063890012131	1.09636037070202	1.56580672860339	117	116	1
SPAC20G4.04c	105	841	411	100	1516	300	1.05	54.5553141785988	0.554749340369393	28.8233567183073	0.101374167078969	0.15363293527445	1.89274673008323	1.53683237291716	2.32907529876066	73	132	0.0623580517558071
SPAC20G4.05c	198	415	163	100	1795	300	1.98	102.875735308215	0.231197771587744	12.012444825106	0.401342330901381	0.56704868341115	8.56409638554217	7.20409483967979	10.1785238672301	55	243	1.11676218570245e-57
SPAC20G4.06c	55	1331	2349	100	669	300	0.55	28.5765931411708	1.98953662182362	103.371233784205	0.0312445798391895	0.0545189006421706	0.276446280991736	0.209026239124178	0.364731445296122	103	52	1
SPAC20G4.07c	165	1405	302	100	1396	300	1.65	85.7297794235124	1.00644699140401	52.292411257287	0.0996020198628552	0.138406480440022	1.63943060498221	1.39044419728546	1.93215446694271	132	133	0.652725294132847
SPAC4F10.03c	64	1433	400	100	1124	300	0.64	33.2527629279079	1.27491103202847	66.2411160972141	0.0344748856775945	0.0577474575075422	0.501995812979763	0.387497715016162	0.649081422384775	91	73	1
SPAC4F10.05c	40	312	84	100	645	300	0.4	20.7829768299424	0.483720930232558	25.1329022129536	0.0909189402039954	0.180116031886027	0.826923076923077	0.586427164315771	1.16174840566487	45	95	1
SPAC4F10.07c	22	2616	160	100	2918	300	0.22	11.4306372564683	0.896504455106237	46.5800782960327	0.00539195700692331	0.0129890800945147	0.24539755351682	0.157337305462022	0.379021357157938	57	65	1
SPNCRNA.1029	10	195	52	100	1217	300	0.1	5.1957442074856	0.160230073952342	8.3251447860287	0.0256184117305948	0.0994943425340115	0.624102564102564	0.311776070761338	1.21084614863892	15	95	1
SPAC4F10.09c	86	4160	305	100	2717	300	0.86	44.6834001843762	1.5311004784689	79.5520644208322	0.0165959017944654	0.0257199247310805	0.5616875	0.450910651755625	0.698810354943456	112	74	1
SPAC4F10.10c	154	5070	481	100	1871	300	1.54	80.0144607952783	2.70978086584714	140.793282372806	0.0257867563090409	0.0357606777698667	0.568311637080868	0.482470210542156	0.669082281074207	185	69	1
SPAC4F10.13c	134	4678	639	100	3123	300	1.34	69.6229723803071	1.49791866794749	77.828022422727	0.0240299344567411	0.0341241007992608	0.894574604531851	0.750454853084024	1.06569566796092	140	94	1
SPAC4F10.14c	961	3534	802	100	528	300	9.61	499.311018339366	6.69318181818182	347.760606614661	0.253047965998992	0.292212642825913	1.43578947368421	1.33609326047468	1.54288275412082	923	138	1
SPAC4F10.15c	197	3011	2158	100	2051	300	1.97	102.356160887466	1.46806435884934	76.2768688870753	0.0564886847504684	0.0757527830133022	1.34190302225174	1.15858292423211	1.55368957960283	176	121	1
SPAC4F10.16c	29	4539	205	100	5894	300	0.29	15.0676582017082	0.770105191720394	40.0126958903582	0.00435294163326576	0.00931731721051019	0.376571932143644	0.256562379864684	0.54916267638747	56	73	1
SPAC4F10.19c	74	216	276	100	809	300	0.74	38.4485071353935	0.266996291718171	13.8724443611482	0.260766481209365	0.449553875570475	2.77157407407407	2.10960083298376	3.63689085336514	36	138	3.35062767050178e-05
SPNCRNA.1033	393	1159	4	100	2426	300	3.93	204.192747354184	0.477741137675186	24.8222074875343	0.301917558629837	0.380791744421345	8.22621225194133	7.32451997235986	9.23800771966183	159	334	6.00934304672371e-87
SPAC19B12.02c	468	19565	5230	100	1961	300	4.68	243.160828910326	9.97705252422234	518.382128605078	0.0218006389244734	0.0262434428059273	0.469076411960133	0.427510529308923	0.514633913424235	516	52	1
SPNCRNA.1034	2	16	21	100	206	300	0.02	1.03914884149712	0.0776699029126214	4.03552948154221	0.0198698862921535	0.564288735510909	0.2575	0.0409319657618362	1.16243479515247	7	95	1
SPAC19B12.05c	216	1883	86	100	2704	300	2.16	112.228074881689	0.69637573964497	36.1819021549386	0.0993849956091877	0.132360604259005	3.10177376526819	2.68737028127244	3.57903073916351	129	187	1.68574358506725e-17
SPAC19B12.06c	142	917	261	100	1017	300	1.42	73.7795677462955	0.901671583087512	46.8485490488131	0.129232846477311	0.18545233262003	1.57485278080698	1.31429804867425	1.8860502227457	114	128	1
SPAC19B12.07c	23	416	51	100	1374	300	0.23	11.9502116772169	0.302765647743814	15.7309286049055	0.0354559653310588	0.0854494566510539	0.759663461538462	0.487164963648748	1.17407553438548	28	95	1
SPAC19B12.11c	245	367	272	100	615	300	2.45	127.295733083397	0.596747967479675	31.0054979536133	0.566042319507008	0.787231835127759	4.10558583106267	3.4811602649681	4.84147578603572	128	217	1.06531510241287e-23
SPAC19B12.12c	0	287	370	0	1167	300	NA	NA	0.245929734361611	12.7778799275781	0.000316936351758037	0.016740092713388	NA	NA	NA	0	0	1
SPAPB8E5.02c	4	3	0	54	70	0	0.0740740740740741	3.8486994129523	0.0428571428571429	2.22674751749383	0.253716790119337	7.46861872267986	1.72839506172839	0.328892135339881	9.68154278865908	2	56	1
SPAPB8E5.04c	187	2032	101	100	1251	300	1.87	97.1604166799808	1.62430055955236	84.3945022350979	0.0789919540935784	0.107174728699917	1.15126476377953	0.988189345710666	1.34075585603597	177	110	1
SPAPB8E5.06c	156	791	833	100	458	300	1.56	81.0536096367754	1.72707423580786	89.7343595659631	0.165465014263343	0.234960358334431	0.903261694058154	0.757829765326112	1.07611844117169	162	94	1
SPAPB8E5.07c	287	6722	156	100	3462	300	2.87	149.117858754837	1.94165222414789	100.883282965679	0.0378681939744276	0.0481288461245955	1.47812258256471	1.31099687539468	1.6662206528335	255	132	1
SPAC1B3.01c	17	2374	17	100	1991	300	0.17	8.83276515272552	1.19236564540432	61.9522689531432	0.00430165210099687	0.011749984427594	0.142573715248526	0.0856458933308476	0.233942189953396	63	54	1
SPAC1B3.02c	238	1082	180	100	1168	300	2.38	123.658712138157	0.926369863013699	48.1318084974265	0.190674940016677	0.253690571545659	2.56916820702403	2.22708329939479	2.96310587565329	162	176	4.46323240409853e-11
SPAC1B3.03c	182	1422	999	100	1109	300	1.82	94.562544576238	1.28223624887286	66.6217156270922	0.109345014258305	0.149754993745523	1.41939521800281	1.2126362081246	1.66078288063785	158	124	1
SPAC1B3.04c	111	1262	298	100	2274	300	1.11	57.6727607030902	0.554969217238347	28.8347809579896	0.0720806935101461	0.107239542081891	2.00011093502377	1.63911497042072	2.43862718694219	75	136	0.00545730304535745
SPNCRNA.1038	560	2051	5184	100	464	300	5.6	290.961675619194	4.42025862068965	229.665331240366	0.248396668784894	0.300104378661866	1.26689419795222	1.15256054316191	1.39248431699106	538	122	1
SPSNORNA.42	560	1202	1566	100	201	300	5.6	290.961675619194	5.98009950248756	310.710673502373	0.420894018718924	0.515671763176607	0.936439267886855	0.845996977625038	1.03650024398498	565	95	1
SPAC1B3.06c	43	433	630	100	1034	300	0.43	22.3417000921881	0.418762088974855	21.7578069810567	0.0716374729799839	0.137200084103491	1.02683602771363	0.740731470613034	1.41864886963009	42	101	1
SPAC1B3.07c	11	459	146	100	1045	300	0.11	5.71531862823416	0.439234449760766	22.8214984807262	0.0125086391042162	0.0446683172668624	0.250435729847495	0.13071527863906	0.466783915438712	33	78	1
SPAC1B3.09c	121	1312	584	100	1520	300	1.21	62.8685049105758	0.863157894736842	44.8474763172441	0.0762045734205131	0.111535373123147	1.40182926829268	1.1583095159918	1.69533767147183	102	119	1
SPAC1B3.10c	15	866	116	100	1794	300	0.15	7.7936163112284	0.482720178372352	25.0809057061457	0.0100151258758687	0.0294419971925077	0.310739030023095	0.179671358213084	0.528189429633588	37	78	1
SPAC1B3.11c	243	573	44	100	1356	300	2.43	126.2565842419	0.422566371681416	21.9554677794192	0.363947132859173	0.494067732021984	5.75057591623037	4.93512312157038	6.69955844621811	101	242	8.28470397283387e-43
SPAC1B3.12c	266	2203	908	100	742	300	2.66	138.206795919117	2.96900269541779	154.261785567261	0.10609414735273	0.137388444860702	0.895923740354063	0.787218573357255	1.01942226086641	273	93	1
SPAC1B3.15c	781	3498	275	100	2741	300	7.81	405.787622604625	1.27617657789128	66.3068706230742	0.206444656188667	0.241458169346098	6.1198427672956	5.65864802613135	6.61836842177654	493	388	1.61769433691818e-84
SPAC1B3.16c	405	11630	1559	100	2012	300	4.05	210.427640403167	5.78031809145129	300.330542410823	0.0314981746075925	0.0384958011983104	0.700653482373173	0.633743273104762	0.774535520110005	430	75	1
SPAC1B3.18c	5	318	172	100	1204	300	0.05	2.5978721037428	0.264119601328904	13.7229788868806	0.0057455833638951	0.0393232109386582	0.189308176100629	0.069176823701297	0.473451459701444	21	84	1
SPAC1952.04c	132	1037	321	100	767	300	1.32	68.5838235388099	1.35202086049544	70.2475455431886	0.105743382989855	0.153134146657853	0.976316297010608	0.811051747532191	1.17453890486573	133	99	1
SPAC1952.06c	27	1350	366	100	2120	300	0.27	14.0285093602111	0.636792452830189	33.08610698163	0.0133904879430741	0.0296595523759437	0.424	0.283878344393171	0.628782510370007	49	78	1
