V4	CDK9as_dis2ts_3MBPP1_30Cr2_pr_counts	CDK9as_dis2ts_3MBPP1_30Cr2gb_counts	CDK9as_dis2ts_3MBPP1_30Cr2term_counts	CDK9as_dis2ts_3MBPP1_30Cr2pr_map	CDK9as_dis2ts_3MBPP1_30Cr2gb_map	CDK9as_dis2ts_3MBPP1_30Cr2term_map	CDK9as_dis2ts_3MBPP1_30Cr2pr_density	CDK9as_dis2ts_3MBPP1_30Cr2pr_densityRPKM	CDK9as_dis2ts_3MBPP1_30Cr2gb_density	CDK9as_dis2ts_3MBPP1_30Cr2gb_densityRPKM	CDK9as_dis2ts_3MBPP1_30Cr2pause_index_CI_low	CDK9as_dis2ts_3MBPP1_30Cr2pause_index_CI_high	CDK9as_dis2ts_3MBPP1_30Cr2pause_index_scaled	CDK9as_dis2ts_3MBPP1_30Cr2pause_index_CI_low_scaled	CDK9as_dis2ts_3MBPP1_30Cr2pause_index_CI_high_scaled	CDK9as_dis2ts_3MBPP1_30Cr2_ExpPR	CDK9as_dis2ts_3MBPP1_30Cr2_ExpGB	CDK9as_dis2ts_3MBPP1_30Cr2Fexact_Pval
SPBC1347.07	3	88	6	100	1997	300	0.03	13.4904763981867	0.0440660991487231	19.8157556842001	0.00862655030687427	0.111280386732132	0.680795454545454	0.172272209628279	2.22226932304067	4	99	1
SPBC1347.08c	3	300	5	100	3172	300	0.03	13.4904763981867	0.094577553593947	42.5298751519127	0.00256710190968124	0.0320931121276262	0.3172	0.0814284725750889	1.0179935166883	8	95	1
SPBC1347.09	2	160	2	100	1445	300	0.02	8.99365093212447	0.110726643598616	49.7918390705853	0.00214584319226133	0.0509919502943866	0.180625	0.0310074341281761	0.736833681753887	10	92	1
SPBC1347.10	4	169	15	100	2308	300	0.04	17.9873018642489	0.0732235701906413	32.9273615149271	0.00748805581570357	0.0660154011673858	0.546272189349112	0.172824328226438	1.52363545894326	7	97	1
SPBC1347.11	41	951	89	100	1140	300	0.41	184.369844108552	0.83421052631579	375.129913879402	0.0311194889104303	0.0595037388714265	0.491482649842271	0.354762173578905	0.678342623134263	64	77	1
SPBC1347.12	1	45	8	100	1658	300	0.01	4.49682546606223	0.0271411338962606	12.2048942082509	0.00113712356732569	0.149026177050859	0.368444444444444	0.01885350874626	2.47085401550324	2	99	1
SPBC1347.13c	9	28	1	100	899	300	0.09	40.4714291945601	0.0311457174638487	14.0056855450214	0.141108056549698	0.711010957557123	2.88964285714286	1.26856142838178	6.39198850843854	3	106	1
SPBC1347.14c	1	1	0	100	21	300	0.01	4.49682546606223	0.0476190476190476	21.4134546002963	0.027408528703162	36.4849938072245	0.21	0.00575579102766402	7.66184869951714	4	97	1
SPBC1348.03	0	0	0	0	68	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPBC1348.05	0	0	0	0	35	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPBC1348.07	0	0	0	0	70	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPBC1348.08c	0	0	0	0	35	41	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPBC1348.11	0	7	0	100	1349	300	0	0	0.00518902891030393	2.33341573479879	0.0134151780994594	0.782741335671289	0	0.180970752561708	10.5591806182057	0	100	1
SPBC1348.12	0	34	5	100	1277	276	0	0	0.0266249021143305	11.9727537859135	0.00269086889544985	0.144693076160053	0	0.0343623957948946	1.84773058256388	2	98	1
SPBC1348.14c	0	7	2	100	1563	300	0	0	0.00447856685860525	2.01393335012384	0.0134151780994594	0.782741335671289	0	0.209679233694551	12.2342470765422	0	100	1
SPBC13A2.01c	25	216	21	100	2004	300	0.25	112.420636651556	0.107784431137725	48.4687774785151	0.0747419004387355	0.177877898729526	2.31944444444444	1.49782768479226	3.5646730905397	12	113	1
SPBC13A2.02	73	244	13	100	2502	300	0.73	328.268259022543	0.0975219824140687	43.8539334020458	0.228324910028076	0.391519793659262	7.48549180327869	5.71268924890245	9.79582523735472	15	158	9.11686735335587e-25
SPBC13A2.03	14	232	6	100	1884	300	0.14	62.9555565248713	0.123142250530786	55.3749208135052	0.0337679443649831	0.105834431464164	1.13689655172414	0.636188071836282	1.99392068878485	12	102	1
SPBC13A2.04c	35	659	19	100	2584	300	0.35	157.388891312178	0.255030959752322	114.682971444853	0.0372100547859913	0.0754479221908377	1.37238239757208	0.961507815670014	1.94957430941125	27	108	1
SPBC13E7.01	29	320	14	100	2705	300	0.29	130.407938515805	0.118299445471349	53.1971959016604	0.0607624138244706	0.134335209414965	2.45140625	1.64362329395193	3.63376741467479	13	116	0.706196553741737
SPBC13E7.02	18	116	0	100	1853	300	0.18	80.9428583891202	0.0626011872638964	28.150661309402	0.0913525934747022	0.260415707423982	2.87534482758621	1.69276355708623	4.82550305856638	6	112	1
SPBC13E7.03c	40	1029	1	100	4189	300	0.4	179.873018642489	0.245643351635235	110.461527920221	0.0279598776344383	0.0538341868210632	1.62837706511176	1.17123927410662	2.25511408593434	27	113	1
SPBC13E7.04	11	217	21	100	676	300	0.11	49.4650801266846	0.321005917159763	144.350758304069	0.0262361360861184	0.0953217926311314	0.342672811059908	0.17735627994216	0.644375318186449	26	85	1
SPBC13E7.05	12	128	9	100	2408	300	0.12	53.9619055927468	0.053156146179402	23.9033911817262	0.0493874363479572	0.173885343347516	2.2575	1.18924946725881	4.18715906780818	5	107	1
SPBC13E7.06	4	21	8	100	1209	300	0.04	17.9873018642489	0.0173697270471464	7.81086309241579	0.0554542706831016	0.585207244627966	2.30285714285714	0.670442132558699	7.07515558755211	1	103	1
SPBC13E7.07	42	224	61	100	2679	300	0.42	188.866669574614	0.0836132885405002	37.5994365210131	0.132939441277438	0.263586504746036	5.023125	3.56144763182256	7.0614824621463	10	132	9.36874334512066e-10
SPBC13E7.08c	34	294	2	100	2435	300	0.34	152.892065846116	0.120739219712526	54.2943197955769	0.0797203663971787	0.166965418119017	2.81598639455782	1.9411909217713	4.06560793119807	14	120	0.0211478276219834
SPBC13E7.09	21	198	2	100	3136	300	0.21	94.4333347873069	0.0631377551020408	28.3919465012858	0.0657942202611785	0.169285184107493	3.32606060606061	2.06330674739056	5.30878337361099	7	114	0.102783133435698
SPBC13E7.10c	20	200	4	100	2240	300	0.2	89.9365093212447	0.0892857142857143	40.1502273755557	0.0613452068374127	0.161276610250206	2.24	1.37413263315805	3.6125960696046	9	111	1
SPBC13E7.11	1	76	7	100	1030	300	0.01	4.49682546606223	0.0737864077669903	33.1804597495854	0.000678757471648433	0.0870941109429738	0.135526315789474	0.00699120195797886	0.89706934271263	6	95	1
SPBC13G1.01c	33	113	37	100	962	300	0.33	148.395240380054	0.117463617463617	52.8213386346188	0.194356293350977	0.43692534408693	2.80938053097345	1.8697075420364	4.20322181011626	13	120	0.0737395521391143
SPBC13G1.02	40	467	63	100	1468	300	0.4	179.873018642489	0.318119891008174	143.05296271465	0.0611485999707373	0.119522565363543	1.25738758029979	0.897661447570424	1.7545912595368	33	107	1
SPBC13G1.03c	1	51	12	100	1115	300	0.01	4.49682546606223	0.0457399103139013	20.5684393514954	0.00100567785774732	0.130998981520172	0.218627450980392	0.0112133081138826	1.46063864394992	4	97	1
SPBC13G1.04c	20	206	7	100	1447	300	0.2	89.9365093212447	0.142363510711818	64.0183860406925	0.0595975463877359	0.156473355531481	1.40485436893204	0.862376496230538	2.26416945454053	14	106	1
SPBC13G1.05	4	103	8	100	2378	300	0.04	17.9873018642489	0.043313708999159	19.4774189657027	0.0121895580719341	0.109292403815014	0.923495145631068	0.289867690950592	2.59897336272103	4	100	1
SPBC13G1.06c	23	145	38	100	703	300	0.23	103.426985719431	0.206258890469417	92.7510231264614	0.0995505861851173	0.250646602557468	1.11510344827586	0.699840620881375	1.762045615979	21	102	1
SPBC13G1.07	5	99	7	100	1185	300	0.05	22.4841273303112	0.0835443037974684	37.5684152860895	0.0181573778684818	0.12860976239496	0.598484848484849	0.215164927741509	1.52402568438027	8	97	1
SPBC13G1.08c	16	199	9	100	2281	300	0.16	71.9492074569957	0.0872424375274003	39.2314014794557	0.0465979870305436	0.136641138680277	1.83396984924623	1.0629000841667	3.11678437329713	9	107	1
SPBC13G1.09	66	562	25	100	1514	300	0.66	296.790480760107	0.371202113606341	166.923111752112	0.0902173373960461	0.152604043532912	1.77800711743772	1.36589048817614	2.31042521908828	44	122	1
SPBC13G1.10c	11	375	3	100	5831	300	0.11	49.4650801266846	0.0643114388612588	28.9197316030413	0.015284515257636	0.054771599960533	1.71042666666667	0.891240084672753	3.19373199369868	6	105	1
SPBC13G1.11	11	197	33	100	1017	300	0.11	49.4650801266846	0.193706981317601	87.1066486543029	0.028853182216606	0.10517694864894	0.567868020304569	0.293436863142883	1.06964956775972	18	93	1
SPBC13G1.12	4	87	18	100	1151	300	0.04	17.9873018642489	0.0755864465682016	33.9899057817041	0.0143780952509757	0.129938094864998	0.529195402298851	0.16549187633873	1.49558747189612	7	97	1
SPBC13G1.13	23	164	69	100	1615	300	0.23	103.426985719431	0.101547987616099	45.6643576739447	0.0883492386033598	0.220750640130201	2.26493902439024	1.42684020344426	3.56512283810275	11	112	1
SPBC13G1.14c	3	74	21	100	912	300	0.03	13.4904763981867	0.081140350877193	36.4873996149786	0.0102195802950602	0.132933710232173	0.36972972972973	0.0932025722909486	1.21235543731742	7	96	1
SPBC13G1.15c	9	20	52	100	635	300	0.09	40.4714291945601	0.031496062992126	14.1632298143692	0.190131889555644	1.03886578943269	2.8575	1.20733749867834	6.59679776289761	3	106	1
SPBC13G1.16	0	1	1	100	757	300	0	0	0.00132100396301189	0.5940324261641	0.120791776113059	17.3080587281839	0	0.914393745175856	131.022004572352	0	100	1
SPBC146.01	15	1044	29	100	4206	300	0.15	67.4523819909335	0.248216833095578	111.618777616951	0.00831424331710626	0.0244019295902649	0.604310344827586	0.349697073917489	1.02634515856654	22	93	1
SPBC146.02	7	109	8	100	1178	300	0.07	31.4777782624356	0.0925297113752122	41.6089962479443	0.0274315329406871	0.142591821481971	0.75651376146789	0.323143458041294	1.67973165705762	9	98	1
SPBC146.03c	5	221	1	100	4081	300	0.05	22.4841273303112	0.0541533937760353	24.3518360205772	0.00824051178803461	0.0567864703102305	0.923303167420815	0.336295286069692	2.31745585336051	5	100	1
SPBC146.04	5	88	41	100	570	300	0.05	22.4841273303112	0.154385964912281	69.4246738620134	0.0203674679576783	0.145157376322844	0.323863636363636	0.116094567358766	0.827397045040209	14	91	1
SPBC146.05c	19	223	22	100	1236	300	0.19	85.4396838551824	0.18042071197411	81.1320452210257	0.0517425828444318	0.138669319362871	1.05309417040359	0.639538323957177	1.71395278732508	18	101	1
SPBC146.06c	14	80	12	100	2566	300	0.14	62.9555565248713	0.0311769290724864	14.0197208606773	0.0949597494648127	0.316959474026818	4.4905	2.43666717126709	8.13318010352814	3	111	0.134262332944743
SPBC146.07	19	379	13	100	1683	300	0.19	85.4396838551824	0.225193107546049	101.265410079476	0.0306964843786407	0.0809027871480039	0.843720316622691	0.516621832092523	1.36159390770091	21	98	1
SPBC146.08c	20	79	6	100	795	300	0.2	89.9365093212447	0.0993710691823899	44.6854354489203	0.150211546748468	0.422652078420132	2.0126582278481	1.19418179665032	3.36008402344005	10	110	1
SPBC146.09c	41	386	38	100	2943	300	0.41	184.369844108552	0.131158681617397	58.979769959226	0.0759146486720843	0.148080849871386	3.12598445595855	2.23416811041944	4.35801941171488	16	125	0.000269138621683596
SPBC146.10	5	212	4	100	1944	300	0.05	22.4841273303112	0.109053497942387	49.0394546710491	0.00858645993713487	0.0592268007558551	0.458490566037736	0.166920781177902	1.15136900669382	10	95	1
SPBC146.11c	1	4	1	100	1141	300	0.01	4.49682546606223	0.0035056967572305	1.57645064542059	0.0106420142837121	2.34682041637603	2.8525	0.121425382977155	26.7772209508505	0	101	1
SPBC146.12	4	276	9	100	2098	300	0.04	17.9873018642489	0.131553860819828	59.1574751493411	0.00460720816262495	0.0402029521053738	0.304057971014493	0.0966592272518714	0.843457935170742	12	92	1
SPBC146.13c	47	1246	14	100	3810	300	0.47	211.350796904925	0.327034120734908	147.061536239201	0.0278661562272782	0.0509040244771582	1.43715890850722	1.0617005522593	1.93944333257973	36	111	1
SPBC146.14c	21	821	34	100	2914	300	0.21	94.4333347873069	0.281743308167467	126.695048306009	0.0161550100456915	0.040080407488675	0.745359317904994	0.470756992731451	1.16794307421999	26	95	1
SPBC14C8.01c	18	453	10	100	1019	300	0.18	80.9428583891202	0.444553483807655	199.907942701295	0.024044559808774	0.0648161134542299	0.404900662251656	0.245014064451407	0.660476196098603	36	82	1
SPBC14C8.02	135	650	11	100	1725	300	1.35	607.071437918402	0.376811594202899	169.44559727191	0.171776190109127	0.250978726989456	3.58269230769231	2.96313927938243	4.32938304056812	64	171	3.234926950233e-16
SPBC14C8.03	8	388	13	100	1556	300	0.08	35.9746037284979	0.249357326478149	112.131637585614	0.00951313176554087	0.0427452948678167	0.320824742268041	0.148024330271816	0.665116788143227	21	87	1
SPBC14C8.04	20	300	29	100	1590	300	0.2	89.9365093212447	0.188679245283019	84.8457635106082	0.0412072744836114	0.106683653672981	1.06	0.655195664289421	1.6962700934004	19	101	1
SPBC14C8.05c	0	4	1	100	1497	300	0	0	0.00267201068804275	1.20155657075811	0.0240893601812892	1.52670069174082	0	0.3606177219139	22.8547093553601	0	100	1
SPBC14C8.06	25	423	25	100	1219	300	0.25	112.420636651556	0.347005742411813	156.042425934727	0.0386046604422282	0.0897746645907337	0.720449172576832	0.470590810790762	1.09435316136104	32	93	1
SPBC14C8.07c	6	339	36	100	1829	300	0.06	26.9809527963734	0.185347184253691	83.3473938214925	0.00713968538480294	0.0409714107451173	0.323716814159292	0.130584845688046	0.749367102528195	16	90	1
SPBC14C8.09c	14	26	8	100	807	300	0.14	62.9555565248713	0.0322180916976456	14.4879135213901	0.26750104808394	1.07191786828173	4.34538461538462	2.1587334580374	8.6503771970336	3	111	0.625230641157408
SPBC14C8.10	3	207	2	100	4762	300	0.03	13.4904763981867	0.0434691306173876	19.5473093547854	0.00371040988966915	0.0466594991835578	0.690144927536232	0.176689718946045	2.22192535112102	4	99	1
SPBC14C8.11c	2	19	0	100	1965	300	0.02	8.99365093212447	0.00966921119592875	4.34807551425865	0.0169524113891639	0.46686156027615	2.06842105263158	0.33311488379707	9.17382965942635	0	102	1
SPBC14C8.12	3	79	16	100	900	300	0.03	13.4904763981867	0.0877777777777778	39.4721346465463	0.0095872771545093	0.124296285916983	0.341772151898734	0.0862854943905837	1.11866657325284	8	95	1
SPBC14C8.13	3	86	3	100	3662	300	0.03	13.4904763981867	0.0234844347351174	10.5605404172953	0.0088230259953801	0.113931710484085	1.27744186046512	0.323099211950819	4.1721792379272	2	101	1
SPBC14C8.14c	12	418	34	100	2843	300	0.12	53.9619055927468	0.147027787548364	66.1158299266273	0.0154197118505354	0.0521764491710286	0.816172248803828	0.438382407910721	1.48337644993234	14	98	1
SPBC14C8.15	1	175	10	100	2968	300	0.01	4.49682546606223	0.0589622641509434	26.5143010970651	0.000296751141286199	0.0374206976906264	0.1696	0.0088075738733744	1.11064630745779	5	96	1
SPBC14C8.16c	19	153	13	100	1403	300	0.19	85.4396838551824	0.109052031361368	49.0387951751619	0.0747405189816511	0.203998960905195	1.74228758169935	1.04860948131256	2.86210542149989	11	108	1
SPBC14C8.17c	5	198	5	100	2128	300	0.05	22.4841273303112	0.0930451127819549	41.8407632650527	0.00918637129528246	0.0634695661033099	0.537373737373737	0.195485981163611	1.35063236667844	8	97	1
SPBC14C8.19	5	51	25	100	481	300	0.05	22.4841273303112	0.106029106029106	47.6794384135497	0.0344886857273855	0.255805408920948	0.47156862745098	0.165890578348724	1.23042401690976	10	95	1
SPBC14F5.01	9	32	0	100	1568	300	0.09	40.4714291945601	0.0204081632653061	9.17719482869844	0.12500881261978	0.613696230669453	4.41	1.96013818187815	9.62275689689702	2	107	1
SPBC14F5.02	11	197	14	100	1624	300	0.11	49.4650801266846	0.121305418719212	54.5489296067894	0.028853182216606	0.10517694864894	0.906802030456853	0.468575679197682	1.70807364605879	12	99	1
SPBC14F5.03c	14	715	4	100	3707	300	0.14	62.9555565248713	0.192878338278932	86.7340223424467	0.0110819854013094	0.0339383235113194	0.725846153846154	0.41080919882654	1.25809365256461	18	96	1
SPBC14F5.04c	59	3549	150	100	1441	300	0.59	265.312702497672	2.46287300485774	1107.51100479215	0.0127378316701978	0.0216491946680828	0.239557621865314	0.18355215436755	0.311964895167072	113	46	1
SPBC14F5.05c	23	1141	60	100	1589	300	0.23	103.426985719431	0.718061674008811	322.89980218861	0.013025279073428	0.030913722564032	0.320306748466258	0.206971684476772	0.491219051542469	51	72	1
SPBC14F5.06	34	920	50	100	2434	300	0.34	152.892065846116	0.37797863599014	169.970395594793	0.0258246974828712	0.0526232591384135	0.899521739130435	0.628573136733085	1.28085012742899	36	98	1
SPBC14F5.07	33	501	8	100	4226	300	0.33	148.395240380054	0.118551822053952	53.3106852460289	0.0455340626876818	0.0947947073416537	2.78359281437126	1.92426948918143	4.00602433225829	14	119	0.0257953726656674
SPBC14F5.08	7	161	10	100	3230	300	0.07	31.4777782624356	0.0498452012383901	22.4145170289789	0.0187235897743223	0.0956915822760179	1.40434782608696	0.604771949710611	3.09083810751538	5	102	1
SPBC14F5.09c	49	444	4	100	2467	300	0.49	220.344447837049	0.179975678962302	80.9319216429522	0.081211143058899	0.149559877470509	2.72259009009009	2.00347889926304	3.68964217719745	22	127	0.00106041656779071
SPBC14F5.10c	14	153	138	100	2386	300	0.14	62.9555565248713	0.0641240569991618	28.8354692501057	0.0507689425549672	0.161912839084078	2.18326797385621	1.21134696936152	3.86324034054609	6	108	1
SPBC14F5.11c	14	294	9	100	2022	300	0.14	62.9555565248713	0.14540059347181	65.3841091504598	0.0267407706332946	0.0832105937915453	0.962857142857143	0.540698382205216	1.68251820646505	14	100	1
SPBC14F5.12c	6	34	19	100	1534	300	0.06	26.9809527963734	0.0221642764015645	9.96688825593976	0.0666562781680915	0.439275859525599	2.70705882352941	1.02250730709852	6.73849168512268	2	104	1
SPBC14F5.13c	3	239	14	100	1860	300	0.03	13.4904763981867	0.128494623655914	57.7817895907997	0.00321736367434254	0.0403569022275119	0.23347280334728	0.0598429643427713	0.750638381431721	11	92	1
SPBC1539.01c	16	106	4	100	709	300	0.16	71.9492074569957	0.14950634696756	67.230394838166	0.0859470820302234	0.261288491126427	1.07018867924528	0.609364811594284	1.85253540208637	15	101	1
SPBC1539.02	0	108	3	100	3813	300	0	0	0.028324154209284	12.7368777952982	0.000843312924007766	0.0447192750342544	0	0.0321555217924161	1.70514595705612	2	98	1
SPBC1539.03c	6	221	20	100	1301	300	0.06	26.9809527963734	0.169869331283628	76.387273481918	0.0109072877636077	0.0631263399152996	0.353212669683258	0.141903813804537	0.821273682298048	15	91	1
SPBC1539.04	89	282	13	100	1275	300	0.89	400.217466479539	0.221176470588235	99.4591985434941	0.246876157381128	0.403083645799414	4.02393617021277	3.14767100660938	5.13931648394253	34	155	1.59594708941279e-13
SPBC1539.05	4	141	3	100	2485	300	0.04	17.9873018642489	0.0567404426559356	25.5151867490855	0.00895303106538308	0.0793454129489293	0.704964539007092	0.22248282197477	1.97173351178089	5	99	1
SPBC1539.06	22	275	103	100	336	300	0.22	98.9301602533691	0.818452380952381	368.043750942594	0.0504906509372122	0.125571538831991	0.2688	0.169648587149033	0.421920370475491	54	68	1
SPBC1539.07c	5	127	8	100	1382	300	0.05	22.4841273303112	0.0918958031837916	41.3239387981117	0.0142276573122991	0.0996797821223748	0.544094488188976	0.196626224055973	1.37757458893122	8	97	1
SPBC1539.08	5	225	12	100	1277	300	0.05	22.4841273303112	0.176194205168363	79.231458877369	0.00809554777007272	0.05576526166522	0.283777777777778	0.103380145023829	0.712122391464859	15	90	1
SPBC1539.09c	6	474	26	100	2206	300	0.06	26.9809527963734	0.214868540344515	96.6226324076835	0.00511738770301811	0.0292330653508856	0.279240506329114	0.112889572728579	0.644881421640537	18	88	1
SPBC1539.10	24	118	8	100	717	300	0.24	107.923811185494	0.164574616457462	74.0063326353338	0.127841368644086	0.321155717797949	1.45830508474576	0.916622613178098	2.30268649661129	17	107	1
SPBC15C4.01c	16	167	22	100	1176	300	0.16	71.9492074569957	0.142006802721088	63.8579806830266	0.055310066833074	0.163486398786878	1.12670658682635	0.65044638595695	1.92260004973368	14	102	1
SPBC15C4.02	0	267	85	100	2193	300	0	0	0.121751025991792	54.7493114199095	0.000340696684492349	0.0179982934834506	0	0.00747147829091722	0.394702576092071	10	90	1
SPBC15C4.03	50	54	0	100	1404	300	0.5	224.841273303112	0.0384615384615385	17.2954825617778	0.619577331596409	1.38334096107842	13	8.69886573561358	19.422107093541	5	145	1.74732443585702e-23
SPBC15C4.04c	11	216	3	100	2184	300	0.11	49.4650801266846	0.0989010989010989	44.4740980160001	0.0263556609547815	0.0957704936307886	1.11222222222222	0.575607635252428	2.09162758089642	9	102	1
SPBC15C4.05	10	252	4	100	4785	300	0.1	44.9682546606223	0.0526645768025078	23.6823410124908	0.0198997748532589	0.0766796911076079	1.89880952380952	0.952204226728439	3.66912321949904	5	105	1
SPBC15C4.06c	5	161	4	100	2107	300	0.05	22.4841273303112	0.0764119601328904	34.3611248237314	0.0112667800523379	0.0782913558027718	0.654347826086957	0.23739105570276	1.6495988667644	7	98	1
SPBC15D4.01c	7	154	10	100	2141	300	0.07	31.4777782624356	0.0719290051377861	32.3452182052118	0.0195593954710771	0.100125380811969	0.973181818181818	0.418766657035761	2.14368440318426	7	100	1
SPBC15D4.02	14	365	11	100	3387	300	0.14	62.9555565248713	0.107764983761441	48.460032332823	0.0215946972757478	0.0668453875726772	1.29912328767123	0.731412396729576	2.26405327708658	11	103	1
SPBC15D4.03	10	258	55	100	2412	300	0.1	44.9682546606223	0.106965174129353	48.1003719006657	0.0194429268927601	0.0748723500256577	0.934883720930233	0.468963396653374	1.80592108261886	10	100	1
SPBC15D4.04	12	211	297	100	1662	300	0.12	53.9619055927468	0.126955475330927	57.0896614524146	0.0302892151165322	0.104283429073162	0.94521327014218	0.503406755236765	1.73319059119596	12	100	1
SPBC15D4.05	7	79	4	100	1323	300	0.07	31.4777782624356	0.0597127739984883	26.8517922765621	0.0374920180279423	0.198770978184544	1.17227848101266	0.496019398509676	2.62974004138151	6	101	1
SPBC15D4.06	0	43	3	100	529	300	0	0	0.0812854442344045	36.5526455653452	0.00212472625826863	0.113763425024706	0	0.0112398019062411	0.601808518380694	7	93	1
SPBC15D4.07c	6	408	14	100	2228	300	0.06	26.9809527963734	0.183123877917415	82.3476117663102	0.00593992730508009	0.0339946286012313	0.327647058823529	0.132341580357184	0.757400325235433	16	90	1
SPBC15D4.08c	29	22	102	100	232	300	0.29	130.407938515805	0.0948275862068965	42.6423104540384	0.733781132182334	2.37548570685367	3.05818181818182	1.70237222666302	5.51112683990052	11	118	1
SPBC15D4.09c	11	386	9	100	1764	300	0.11	49.4650801266846	0.218820861678005	98.3999223299332	0.0148528809473358	0.0531959912950611	0.502694300518135	0.262004819911003	0.938377286444877	19	92	1
SPBC15D4.10c	24	117	7	100	1447	300	0.24	107.923811185494	0.0808569454042847	36.3599571201991	0.12889016504573	0.324014416765412	2.96820512820513	1.86504068821171	4.68848861059552	9	115	0.265635346960695
SPBC15D4.11c	0	24	61	100	889	300	0	0	0.0269966254218223	12.1399112694593	0.0038226010111885	0.207313917589234	0	0.0339829229894658	1.84302072736829	2	98	1
SPBC15D4.12c	3	0	4	100	36	300	0.03	13.4904763981867	0	0	0.449250381531113	30.4904450141133	NA	0.161730137351201	10.9765602050808	0	103	1
SPBC15D4.13c	8	10	4	100	629	300	0.08	35.9746037284979	0.0158982511923688	7.14916608276985	0.288738702748395	2.19010495505449	5.032	1.81616644028741	13.7757601672928	1	107	1
SPBC15D4.14	0	219	24	100	2496	300	0	0	0.0877403846153846	39.4553195940557	0.000415445810806694	0.0219594777334821	0	0.0103695274377351	0.548108564227713	8	92	1
SPBC15D4.15	11	258	45	100	846	300	0.11	49.4650801266846	0.304964539007092	137.137230525302	0.0221227320655503	0.0799611550787332	0.360697674418605	0.187158313274556	0.676471371966083	25	86	1
SPBC1604.01	5	120	4	100	2488	300	0.05	22.4841273303112	0.0482315112540193	21.6888688073741	0.0150414905683411	0.105619849372637	1.03666666666667	0.374232285340328	2.6278218523912	4	101	1
SPBC1604.02c	2	367	1	100	3948	300	0.02	8.99365093212447	0.0929584599797366	41.8017970122806	0.000940237105737642	0.0220890646988056	0.215149863760218	0.0371205609345221	0.872076274308846	8	94	1
SPBC1604.03c	13	82	23	100	921	300	0.13	58.458731058809	0.0890336590662324	40.0368825425736	0.084288651869976	0.292389951160085	1.46012195121951	0.776298483722479	2.69291145018438	9	104	1
SPBC1604.04	2	66	7	100	1291	300	0.02	8.99365093212447	0.0511231603408211	22.9891929326187	0.00513695955622772	0.125626360932355	0.391212121212121	0.0663181478708999	1.62183631963671	4	98	1
SPBC1604.05	80	1568	72	100	1721	300	0.8	359.746037284979	0.911098198721673	409.704958209505	0.040479295762858	0.0642189087945375	0.878061224489796	0.696648680078787	1.10520742035399	85	95	1
SPBC1604.06c	6	184	21	100	1415	300	0.06	26.9809527963734	0.130035335689046	58.4746209014453	0.0130699265139121	0.0760138520286661	0.461413043478261	0.184939460171857	1.07559600620563	12	94	1
SPBC1604.07	0	693	19	100	1696	300	0	0	0.408608490566038	183.744106602661	0.000131196899888821	0.00691994633568871	0	0.0022250994221144	0.117362289853281	29	71	1
SPBC1604.08c	4	427	20	100	1771	300	0.04	17.9873018642489	0.241106719367589	108.421483569089	0.00298601649052287	0.0259069020221567	0.165901639344262	0.05288235204716	0.458811234812395	20	84	1
SPBC1604.09c	7	76	0	100	1025	300	0.07	31.4777782624356	0.0741463414634146	33.3423156508029	0.0389194832722647	0.206920264705202	0.944078947368421	0.398924703540713	2.12093271322832	7	100	1
SPBC1604.10	10	46	14	100	568	300	0.1	44.9682546606223	0.0809859154929577	36.4179527181096	0.103047888575393	0.446061266574113	1.23478260869565	0.585312007108233	2.53362799414096	8	102	1
SPBC1604.11	9	188	85	100	616	300	0.09	40.4714291945601	0.305194805194805	137.24077721099	0.0229731113932926	0.0961640341920488	0.294893617021277	0.141514366182682	0.592370450623021	25	84	1
SPBC1604.12	31	566	19	100	2710	300	0.31	139.401589447929	0.208856088560886	93.918937778274	0.0374747829413852	0.0795944524116297	1.48427561837456	1.01556661771154	2.15700966035517	22	109	1
SPBC1604.13c	18	101	11	100	676	300	0.18	80.9428583891202	0.149408284023669	67.1862976438292	0.104363518071061	0.300749216284497	1.20475247524752	0.705497382160374	2.0330647020832	15	103	1
SPBC1604.14c	26	371	19	100	2785	300	0.26	116.917462117618	0.133213644524237	59.9038509123551	0.0460762760501499	0.105811310267979	1.95175202156334	1.28322428799668	2.94684499096322	14	112	1
SPBC1604.15	14	165	2	100	3245	300	0.14	62.9555565248713	0.0508474576271186	22.8652142342148	0.0471619592334151	0.149854120956942	2.75333333333333	1.53040557712432	4.86276622505275	5	109	1
SPBC1604.16c	34	158	33	100	632	300	0.34	152.892065846116	0.25	112.420636651556	0.145906828960558	0.31597448082432	1.36	0.92213115903073	1.9969587188097	26	108	1
SPBC1604.17c	0	16	155	100	1354	300	0	0	0.0118168389955687	5.31382625236305	0.00576104614150375	0.317064970660191	0	0.0780045647559608	4.29305970273898	1	99	1
SPBC1604.18c	3	56	4	100	1421	300	0.03	13.4904763981867	0.0394088669950739	17.7214796692108	0.0134015181378043	0.177272425514119	0.76125	0.190435572738199	2.51904116655564	3	100	1
SPBC1604.19c	9	264	22	100	2093	300	0.09	40.4714291945601	0.126134734830387	56.7205887740291	0.0164384654890849	0.0681325134621392	0.713522727272727	0.344057082686546	1.42601350676257	12	97	1
