CDK9as_dis2ts_3MBPP1_18Cr2_pr_counts	CDK9as_dis2ts_3MBPP1_18Cr2gb_counts	CDK9as_dis2ts_3MBPP1_18Cr2term_counts	CDK9as_dis2ts_3MBPP1_18Cr2pr_map	CDK9as_dis2ts_3MBPP1_18Cr2gb_map	CDK9as_dis2ts_3MBPP1_18Cr2term_map	CDK9as_dis2ts_3MBPP1_18Cr2pr_density	CDK9as_dis2ts_3MBPP1_18Cr2pr_densityRPKM	CDK9as_dis2ts_3MBPP1_18Cr2gb_density	CDK9as_dis2ts_3MBPP1_18Cr2gb_densityRPKM	CDK9as_dis2ts_3MBPP1_18Cr2pause_index_CI_low	CDK9as_dis2ts_3MBPP1_18Cr2pause_index_CI_high	CDK9as_dis2ts_3MBPP1_18Cr2pause_index_scaled	CDK9as_dis2ts_3MBPP1_18Cr2pause_index_CI_low_scaled	CDK9as_dis2ts_3MBPP1_18Cr2pause_index_CI_high_scaled	CDK9as_dis2ts_3MBPP1_18Cr2_ExpPR	CDK9as_dis2ts_3MBPP1_18Cr2_ExpGB	CDK9as_dis2ts_3MBPP1_18Cr2Fexact_Pval
SPBC543.07	4	242	25	100	1498	300	0.04	12.5661726799468	0.16154873164219	50.7512314510535	0.00524887817777787	0.0459067975940545	0.247603305785124	0.0786281951031125	0.687683827958936	14	90	1
SPBC543.08	9	275	51	100	1135	300	0.09	28.2738885298803	0.242290748898678	76.1166847353606	0.0157884640980355	0.0653741624973978	0.371454545454545	0.179199067512703	0.741996744345465	21	88	1
SPBC543.09	21	472	29	100	2862	300	0.21	65.9724065697207	0.16491963661775	51.8102158013181	0.0279800879441948	0.0700227353931191	1.27334745762712	0.800790116962856	2.00405068695107	17	104	1
SPBC543.10	7	194	13	100	1338	300	0.07	21.9908021899069	0.144992526158445	45.5500280252182	0.0155842009477419	0.0791641648896142	0.482783505154639	0.208516608680786	1.05921652622304	13	94	1
SPBC16C6.04	7	129	2	100	1065	300	0.07	21.9908021899069	0.12112676056338	38.0524947350502	0.0232691474693669	0.119977660111501	0.577906976744186	0.247816420548757	1.27776208018749	11	96	1
SPBC16C6.05	13	171	38	100	693	300	0.13	40.8400612098271	0.246753246753247	77.5185977009706	0.0413594651761237	0.136866267839162	0.526842105263158	0.286621093670537	0.948483236125392	22	91	1
SPBC16C6.06	7	364	11	100	4429	300	0.07	21.9908021899069	0.0821855949424249	25.8189594462669	0.00836182006070894	0.041888587987209	0.851730769230769	0.370345010488799	1.85524556195348	8	99	1
SPBC16C6.09	18	493	24	100	2515	300	0.18	56.5477770597606	0.196023856858847	61.5817408669361	0.0221111288856362	0.05950882640046	0.918255578093306	0.556094891473749	1.49664698397157	19	99	1
SPBC16C6.10	2	63	9	100	1322	300	0.02	6.2830863399734	0.0476550680786687	14.9710453637793	0.00537612650722748	0.131780470233098	0.41968253968254	0.0710723924255473	1.74213781648156	4	98	1
SPBC16C6.11	36	318	121	100	316	300	0.36	113.095554119521	1.00632911392405	316.142635460687	0.0789313853779456	0.161659529594286	0.357735849056604	0.249423177794308	0.510844113517945	68	68	1
SPNCRNA.441	1	2	32	100	186	300	0.01	3.1415431699867	0.010752688172043	3.37800340858785	0.0179700152612445	6.97865092307548	0.93	0.0334242283859148	12.9802907169204	1	100	1
SPBC244.02c	22	589	24	100	1511	300	0.22	69.1139497397075	0.389808074123097	122.459889286709	0.0237944138225477	0.0580709731650975	0.564380305602716	0.359533592858696	0.877452404524624	34	88	1
SPBC244.01c	1	228	8	100	3634	300	0.01	3.1415431699867	0.0627407815079802	19.7102873626023	0.000228042377697636	0.0286672079167753	0.159385964912281	0.00828706000553211	1.04176633569561	5	96	1
SPBC1539.02	0	146	13	100	3813	300	0	0	0.038290060319958	12.0289877476543	0.000623485577721571	0.03300759191357	0	0.0237735050785235	1.25857947966442	3	97	1
SPNCRNA.442	1	38	107	100	888	300	0.01	3.1415431699867	0.0427927927927928	13.4435405922854	0.0013417190345932	0.177523570277566	0.233684210526316	0.0119144650271876	1.57640930406479	4	97	1
SPBC1539.04	60	464	17	100	1275	300	0.6	188.492590199202	0.363921568627451	114.327531833242	0.0978766040527675	0.170497569291794	1.64870689655172	1.24792670167279	2.17384400847037	42	118	1
SPBC1539.05	9	191	6	100	2485	300	0.09	28.2738885298803	0.0768611670020121	24.1462674232378	0.0226181880489967	0.0946273652815238	1.17094240837696	0.562061973017568	2.35149002724587	7	102	1
SPBC1539.06	31	432	207	100	336	300	0.31	97.3878382695878	1.28571428571429	403.912693284005	0.0489469871384643	0.104613070519663	0.241111111111111	0.16446187678524	0.351499916946068	73	58	1
SPBC1539.08	5	437	14	100	1277	300	0.05	15.7077158499335	0.342208300704777	107.506214979185	0.00418948341291794	0.0285512019322827	0.146109839816934	0.0534997031829621	0.36459884867525	26	79	1
SPBC1539.10	14	243	34	100	717	300	0.14	43.9816043798138	0.338912133891213	106.470709945156	0.0322636620903833	0.100964400015571	0.413086419753086	0.231330457188048	0.723914748111646	28	86	1
SPNCRNA.1689	15	40	11	100	382	300	0.15	47.1231475498005	0.104712041884817	32.8957399998608	0.198230850768551	0.700365305142628	1.4325	0.757241849935866	2.67539546564484	10	105	1
SPBC1289.08	2	128	84	100	1829	300	0.02	6.2830863399734	0.0699835975943138	21.9856493033514	0.00267635044294292	0.063920792689696	0.28578125	0.048950449601426	1.16911129829454	6	96	1
SPBC1289.09	19	250	19	100	912	300	0.19	59.6893202297473	0.274122807017544	86.1168632123548	0.0462535648800535	0.123419556058493	0.69312	0.421832511706088	1.12558635125345	25	94	1
SPBC1289.11	12	503	45	100	1259	300	0.12	37.6985180398404	0.399523431294678	125.512010683345	0.0128328797012767	0.0432928209472309	0.300357852882704	0.161565955439074	0.545056615725637	31	81	1
SPBC1289.12	19	142	7	100	1691	300	0.19	59.6893202297473	0.0839739798935541	26.3807882991196	0.0803537320689573	0.220301461860512	2.26260563380282	1.35878160928607	3.72529772006126	9	110	1
SPBC1289.14	1	44	7	100	1327	300	0.01	3.1415431699867	0.0331574981160512	10.4165711740328	0.00116244621996113	0.152524184436484	0.301590909090909	0.0154256613388842	2.02399592747214	3	98	1
SPBC1289.17	5	0	0	0	250	0	NA	NA	0	0	0.862003156980681	52.525534954449	NA	NA	NA	0	5	7.63069117157447e-07
SPBC1289.15	0	131	15	100	2326	300	0	0	0.0563198624247635	17.6931279135107	0.00069499847776358	0.0368133225154144	0	0.0161656645927809	0.85627788170854	5	95	1
SPNCRNA.1690	2	207	2	100	2240	300	0.02	6.2830863399734	0.0924107142857143	29.0312248297878	0.0016619808267685	0.039312731318444	0.216425120772947	0.0372283705196143	0.880605181533145	8	94	1
SPNCRNA.1691	0	37	10	100	1140	300	0	0	0.0324561403508772	10.1962366043428	0.00247136631781596	0.132669995524611	0	0.0281735760231019	1.51243794898057	3	97	1
SPBC8E4.05c	2	19	17	100	1298	300	0.02	6.2830863399734	0.0146379044684129	4.59856088056605	0.0169524113891639	0.46686156027615	1.36631578947368	0.220042299831347	6.05986305238443	1	101	1
SPNCRNA.1692	7	68	1	100	668	300	0.07	21.9908021899069	0.101796407185629	31.9797807723197	0.0433176968143683	0.232313875307708	0.687647058823529	0.28936221471998	1.55185668705549	9	98	1
SPNCRNA.1693	1	71	56	100	981	287	0.01	3.1415431699867	0.072375127420999	22.7369587226357	0.000725955406878332	0.093351986141379	0.138169014084507	0.00712162254147644	0.915782984046928	6	95	1
SPNCRNA.444	10	66	41	100	551	287	0.1	31.415431699867	0.11978221415608	37.6300996767917	0.0732952754211109	0.304177663571119	0.834848484848485	0.403856967570321	1.67601892627686	11	99	1
SPNCRNA.117	0	0	1	100	28	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC8E4.02c	21	1211	455	100	1450	300	0.21	65.9724065697207	0.835172413793103	262.373019231303	0.0109729009672007	0.0271204143822387	0.251445086705202	0.159107064024411	0.393246008542462	55	66	1
SPBC8E4.01c	38	3354	405	100	1757	300	0.38	119.378640459495	1.90893568582812	599.70038657572	0.00811380196285037	0.0157527907007648	0.199063804412642	0.142559500487281	0.276776532612437	90	48	1
SPBP4G3.02	60	3093	385	100	2480	300	0.6	188.492590199202	1.24717741935484	391.806170353583	0.0148923585635718	0.0252144584666501	0.481086323957323	0.36933049237658	0.625318569972923	88	72	1
SPNCRNA.446	0	0	4	100	421	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBP4G3.03	7	55	19	100	920	300	0.07	21.9908021899069	0.0597826086956522	18.7809646031814	0.0530630181139325	0.290144425596688	1.17090909090909	0.488179766648179	2.66932871548953	6	101	1
SPBPB2B2.01	1	401	40	100	1945	300	0.01	3.1415431699867	0.206169665809769	64.769090548312	0.000129881651795207	0.0162552727996431	0.048503740648379	0.00252619812741677	0.316165055953058	17	84	1
SPBPB2B2.02	1	113	6	100	1444	300	0.01	3.1415431699867	0.0782548476454294	24.5840982138849	0.000458276089883442	0.0582144062280202	0.127787610619469	0.00661750673791691	0.840616025932612	7	94	1
SPBPB2B2.05	10	132	18	100	671	300	0.1	31.415431699867	0.19672131147541	61.80084924564	0.0375438031333694	0.148228400875967	0.508333333333333	0.251918919024908	0.994612569877739	18	92	1
SPBPB2B2.08	0	6	2	100	521	300	0	0	0.0115163147792706	3.61790000382346	0.0157393406208896	0.93492067967121	0	0.0820019646348347	4.87093674108701	1	99	1
SPBPB2B2.11	0	62	3	100	3430	300	0	0	0.0180758017492711	5.67859115274564	0.00147125141445871	0.0783875109585982	0	0.0504639235159339	2.68869162587992	1	99	1
SPBPB2B2.13	1	47	4	100	1774	300	0.01	3.1415431699867	0.0264937993235626	8.32314143119363	0.00108964984752419	0.142490214044753	0.377446808510638	0.0193303882950791	2.52777639715392	2	99	1
SPBPB2B2.15	0	0	0	0	35	31	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPNCRNA.448	0	0	0	0	36	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPBCPT2R1.10	0	0	0	0	35	35	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPBCPT2R1.08c	0	16	6	0	459	300	NA	NA	0.0348583877995643	10.9509130108469	0.00576104614150375	0.317064970660191	NA	NA	NA	0	0	1
SPNCRNA.1300	0	0	0	0	35	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPBC1348.08c	0	0	0	0	35	41	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPBC1348.14c	0	4	1	100	1563	300	0	0	0.00255918106206014	0.803977778627435	0.0240893601812892	1.52670069174082	0	0.376516699633551	23.862331811909	0	100	1
SPBPB8B6.02c	5	54	2	100	1895	300	0.05	15.7077158499335	0.0284960422163588	8.95215467964548	0.0326529323201884	0.240925317365232	1.75462962962963	0.618773067467571	4.56553476407114	2	103	1
SPBPB8B6.04c	21	253	17	100	3620	300	0.21	65.9724065697207	0.0698895027624309	21.9560890057082	0.0517530724514546	0.13179402546613	3.00474308300395	1.87346122274266	4.7709437218739	7	114	0.362651031447945
SPBPB8B6.05c	0	51	17	0	305	300	NA	NA	0.167213114754098	52.530721858794	0.00178997256498559	0.0955981914009031	NA	NA	NA	0	0	1
SPBPB8B6.06c	11	32	0	100	149	0	0.11	34.5569748698537	0.214765100671141	67.4693835164929	0.163280731018184	0.70851597485706	0.5121875	0.243288289217094	1.05568880253702	19	92	1
SPBPB21E7.01c	2	84	27	100	1354	300	0.02	6.2830863399734	0.0620384047267356	19.4896326646147	0.00405468224733989	0.0981280301027346	0.322380952380952	0.0549003976289821	1.32865352759103	5	97	1
SPBPB21E7.02c	0	8	7	100	452	300	0	0	0.0176991150442478	5.56025339820655	0.0116892782926356	0.673070909790981	0	0.0528355378827128	3.04228051225523	1	99	1
SPBPB21E7.11	1	26	3	100	1288	300	0.01	3.1415431699867	0.0201863354037267	6.34162441146384	0.00194013628088687	0.264049615251165	0.495384615384615	0.0249889552978229	3.40095904443501	1	100	1
SPBPB21E7.04c	30	283	46	100	860	300	0.3	94.2462950996011	0.32906976744186	103.378688035609	0.0713787284546495	0.156526511954326	0.911660777385159	0.613857064709986	1.3461280028072	32	98	1
SPNCRNA.1305	1	95	10	100	1524	300	0.01	3.1415431699867	0.0623359580052493	19.5831103115969	0.000544287583430178	0.0694118096985982	0.160421052631579	0.00829494277147591	1.05783597980664	5	96	1
SPBPB10D8.02c	1	69	7	100	2202	300	0.01	3.1415431699867	0.0313351498637602	9.84407260350056	0.000746725053376051	0.096114337170904	0.319130434782609	0.0164428856753406	2.11643770450331	3	98	1
SPBPB10D8.04c	0	44	48	0	259	300	NA	NA	0.16988416988417	53.3698453588474	0.00207619104953031	0.11112403209408	NA	NA	NA	0	0	1
SPNCRNA.1308	0	43	10	100	1173	300	0	0	0.0366581415174766	11.5163134108634	0.00212472625826863	0.113763425024706	0	0.0249230390094911	1.3344449755398	3	97	1
SPNCRNA.1309	0	67	7	100	1047	300	0	0	0.063992359121299	20.1034758728853	0.00136109033415423	0.0724580173373754	0	0.0142506157985947	0.758635441522321	6	94	1
SPNCRNA.1310	0	0	4	100	159	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC359.03c	15	1041	39	100	1957	300	0.15	47.1231475498005	0.531936637710782	167.1101911066	0.00833810967725755	0.0244725371345756	0.281988472622478	0.16317680638393	0.478927551723644	39	76	1
SPBC359.04c	0	116	3	100	3194	300	0	0	0.0363180964308078	11.4094867789123	0.000785041648909857	0.0416110040714889	0	0.0250742302661808	1.32905547004336	3	97	1
SPNCRNA.1312	0	71	7	100	2421	300	0	0	0.0293267244940107	9.21311710322412	0.0012841679281129	0.0683234262229618	0	0.0310897055396134	1.65411014885791	2	98	1
SPNCRNA.1313	0	16	17	100	988	300	0	0	0.0161943319838057	5.08751930362219	0.00576104614150375	0.317064970660191	0	0.056919135878057	3.13260191012269	1	99	1
SPBC1683.03c	1	510	21	100	1795	300	0.01	3.1415431699867	0.284122562674095	89.2583296207921	0.000102171828484355	0.0127713171985152	0.0351960784313725	0.00183398432129418	0.229245143713347	22	79	1
SPNCRNA.1315	1	4	4	100	695	300	0.01	3.1415431699867	0.00575539568345324	1.80808239999235	0.0106420142837121	2.34682041637603	1.7375	0.0739619992717992	16.3104018938134	0	101	1
SPNCRNA.1316	1	347	4	100	2906	300	0.01	3.1415431699867	0.119408121128699	37.512576737281	0.000150041177936292	0.0187953957262883	0.0837463976945245	0.00436019663082866	0.546194199805937	10	91	1
SPBC1683.06c	9	661	129	100	1609	300	0.09	28.2738885298803	0.410814170292107	129.059045081492	0.00661292086057377	0.02700530607253	0.219077155824508	0.106401896646632	0.434515374707008	31	78	1
SPNCRNA.1317	32	27	70	100	294	300	0.32	100.529381439574	0.0918367346938776	28.8509066631432	0.690535272320261	2.03729183968459	3.48444444444444	2.03017370062157	5.98963800867269	11	121	0.0816866628184679
SPNCRNA.1318	0	436	20	100	1921	300	0	0	0.226965122332119	71.3020729887664	0.00020857029018775	0.0110073883592058	0	0.00400663527450669	0.211451930380342	18	82	1
SPNCRNA.1319	15	64	26	100	588	300	0.15	47.1231475498005	0.108843537414966	34.1936671563178	0.128128746294504	0.422392245063399	1.378125	0.753397028211684	2.48366640097278	11	104	1
SPBC1683.09c	2	157	20	100	1835	300	0.02	6.2830863399734	0.085558583106267	26.8785982391233	0.00218647479066798	0.0519775762718875	0.23375796178344	0.0401218124087575	0.953788524589135	8	94	1
SPBC1683.10c	22	809	41	100	1571	300	0.22	69.1139497397075	0.514958625079567	161.776475144446	0.0173627218569599	0.042181958776125	0.427218788627936	0.27276836037284	0.662678572372924	41	81	1
SPBC1683.11c	14	321	22	100	2124	300	0.14	43.9816043798138	0.151129943502825	47.4781241791776	0.0245188069856687	0.0761235687759133	0.926355140186916	0.520779460375604	1.6168646008004	14	100	1
SPBC1683.13c	1	183	24	100	1992	300	0.01	3.1415431699867	0.0918674698795181	28.8605622543959	0.000283842284328599	0.035771964870964	0.108852459016393	0.00565413830382569	0.712577540229602	8	93	1
SPNCRNA.1320	5	60	2	100	1666	300	0.05	15.7077158499335	0.0360144057623049	11.3140810443699	0.0295113892981756	0.215811341251194	1.38833333333333	0.491659745707606	3.59541694524489	3	102	1
SPBC1198.03c	15	75	5	100	954	300	0.15	47.1231475498005	0.0786163522012579	24.6976664307131	0.110271627918092	0.357224433691868	1.908	1.0519913303386	3.40792109742042	8	107	1
SPBC1198.04c	7	212	9	100	3002	300	0.07	21.9908021899069	0.0706195869420386	22.1854481025044	0.0142783662759322	0.0723479569618439	0.99122641509434	0.428636555603486	2.17188566799455	7	100	1
SPNCRNA.1322	2	15	7	100	611	300	0.02	6.2830863399734	0.0245499181669394	7.71246277410811	0.0210791526483131	0.606412790019809	0.814666666666667	0.128793622681193	3.70518214702103	2	100	1
SPBC1198.06c	33	828	21	100	1868	300	0.33	103.670924609561	0.443254817987152	139.250414601124	0.0276788672078542	0.0570891290032792	0.744492753623188	0.517041239442717	1.06642492978126	40	93	1
SPBC1198.07c	9	467	115	100	1973	300	0.09	28.2738885298803	0.236695387734415	74.3588778704404	0.00934135678443235	0.0383045184829453	0.380235546038544	0.18430496935685	0.75574814966851	20	89	1
SPBC1198.10c	7	77	2	100	2795	300	0.07	21.9908021899069	0.0275491949910555	8.65469853627821	0.0384317325300413	0.20413067877834	2.54090909090909	1.07416692421465	5.70545247185461	2	105	1
SPBC1198.11c	2	250	31	100	1725	300	0.02	6.2830863399734	0.144927536231884	45.5296111592276	0.00137775354147741	0.0325018959523142	0.138	0.0237662485904853	0.560657705177421	12	90	1
SPBC1198.13c	43	389	1	100	2909	300	0.43	135.086356309428	0.133722928841526	42.0096353772715	0.0796053142303938	0.152981864348774	3.21560411311054	2.31571859096215	4.45024243390584	16	127	7.38497806897152e-05
SPBC1198.14c	4	71	12	100	1614	300	0.04	12.5661726799468	0.0439900867410161	13.8196756548362	0.0175245455388843	0.16019303238021	0.909295774647887	0.282846164997592	2.58551554261658	4	100	1
SPNCRNA.1325	0	48	29	100	950	300	0	0	0.0505263157894737	15.8730602273012	0.0019023677648798	0.101687091822644	0	0.0180724937663581	0.966027372315122	4	96	1
SPNCRNA.1326	1	0	0	100	264	300	0.01	3.1415431699867	0	0	0.0577765545925511	8.27870929775896	NA	0.152530104124335	21.8557925460837	0	101	1
SPNCRNA.1327	0	24	4	100	1127	300	0	0	0.0212954747116238	6.69006531319262	0.0038226010111885	0.207313917589234	0	0.0430807133960944	2.33642785123067	2	98	1
SPNCRNA.1328	2	8	4	100	1018	300	0.02	6.2830863399734	0.00785854616895874	2.46879620431175	0.0367281083767776	1.26151517249186	2.545	0.373892143275596	12.8422244559671	0	102	1
SPBC660.12c	6	440	8	100	2966	300	0.06	18.8492590199202	0.148347943358058	46.6041468238081	0.00551048525329439	0.0315064607497672	0.404454545454545	0.163440992612712	0.934481625838096	13	93	1
SPBC660.13c	16	712	21	100	1916	300	0.16	50.2646907197872	0.37160751565762	116.742105272992	0.013220410614877	0.0376033726697664	0.430561797752809	0.253303067381043	0.720480620352724	31	85	1
SPBC660.17c	8	117	26	100	869	300	0.08	25.1323453598936	0.13463751438435	42.2969563738141	0.0309961444473917	0.144449779400702	0.594188034188034	0.269356495247834	1.2552685829921	12	96	1
SPBC31E1.01c	15	390	23	100	4917	300	0.15	47.1231475498005	0.0793166564978646	24.9176700487048	0.0221119470592218	0.0657640355316177	1.89115384615385	1.08724443690194	3.23361762708964	8	107	1
SPBC31E1.02c	16	1084	34	100	3604	300	0.16	50.2646907197872	0.300776914539401	94.4903661560928	0.00870113036895486	0.0246473328323965	0.531955719557196	0.313588738497133	0.888289875279571	26	90	1
SPBC31E1.03	4	73	2	100	816	300	0.04	12.5661726799468	0.0894607843137255	28.1044915942438	0.0170579282876009	0.155662992795075	0.447123287671233	0.139192694826824	1.27021002120781	8	96	1
SPNCRNA.1331	0	17	31	100	2086	300	0	0	0.00814956855225312	2.56022214236692	0.00541762860743838	0.297388981119444	0	0.113011732751165	6.20353414615159	0	100	1
SPBC800.04c	41	293	181	100	281	300	0.41	128.803269969455	1.04270462633452	327.570159717475	0.099494107148981	0.196111225509933	0.39320819112628	0.279578441088637	0.551072543682912	71	70	1
SPBC800.05c	52	706	11	100	1607	300	0.52	163.360244839309	0.439327940261357	138.016769011239	0.0549847179278663	0.0984093781841904	1.18362606232295	0.883604417100812	1.58143870741994	46	106	1
SPNCRNA.1332	3	21	222	100	1376	300	0.03	9.42462950996011	0.0152616279069767	4.79450629140412	0.0339686860725813	0.502880009415215	1.96571428571429	0.467409120358718	6.91962892955337	1	102	1
SPBC800.07c	2	220	6	100	2791	300	0.02	6.2830863399734	0.0788247939806521	24.7631493155526	0.0015644100461891	0.0369705509220533	0.253727272727273	0.0436626843891378	1.03184807623451	7	95	1
SPBC800.14c	33	129	49	100	416	300	0.33	103.670924609561	0.310096153846154	97.418045415453	0.171248555362791	0.380442524264146	1.06418604651163	0.712393990309209	1.58264090093885	31	102	1
SPBC800.10c	26	995	49	100	3845	300	0.26	81.6801224196543	0.258777633289987	81.2961106407482	0.0173328884063806	0.039098468143725	1.00472361809045	0.666449559225333	1.50333610012623	25	101	1
SPNCRNA.1334	9	61	28	100	505	300	0.09	28.2738885298803	0.120792079207921	37.9473531424136	0.0684506761986212	0.307270545508562	0.745081967213115	0.345675914803037	1.55171625481824	11	98	1
SPBC800.12c	3	138	10	100	1144	300	0.03	9.42462950996011	0.120629370629371	37.8962375400494	0.00554153370816813	0.0703476661762011	0.248695652173913	0.0633951456214434	0.804777301055741	11	92	1
SPBC1773.02c	36	465	69	100	1019	300	0.36	113.095554119521	0.456329735034347	143.3579562359	0.0543011087858698	0.109887058553918	0.788903225806452	0.553328298528013	1.11974912666442	42	94	1
SPBC1773.03c	2	343	20	100	2103	257	0.02	6.2830863399734	0.163100332857822	51.2386736712049	0.00100575184092014	0.0236428376305646	0.122623906705539	0.0211509612145505	0.497208875370774	14	88	1
SPNCRNA.300	2	27	45	100	422	300	0.02	6.2830863399734	0.0639810426540284	20.0999207558391	0.0121826294901788	0.319455719400293	0.312592592592593	0.0514106964485545	1.34810313586924	6	96	1
SPBC1773.05c	7	89	2	100	1320	300	0.07	21.9908021899069	0.0674242424242424	21.1816168279406	0.0334077832418725	0.175700955432706	1.03820224719101	0.440982738792717	2.31925261171172	6	101	1
SPBC1773.06c	2	81	9	100	1478	300	0.02	6.2830863399734	0.0548037889039242	17.2168468720516	0.00420223975367544	0.10184368249538	0.364938271604938	0.062109103559323	1.50524962728171	5	97	1
SPBC1773.07c	45	782	65	100	923	300	0.45	141.369442649402	0.847237269772481	266.163245821192	0.0420911395891502	0.0784180436074157	0.53113810741688	0.388501218407856	0.723798542496447	66	79	1
SPBC1773.08c	4	33	6	100	1167	300	0.04	12.5661726799468	0.0282776349614396	8.88354109764877	0.0364931372404392	0.357924551061431	1.41454545454545	0.425874911595925	4.1769795108869	2	102	1
SPBC1773.09c	13	107	4	100	1849	300	0.13	40.8400612098271	0.0578691184424013	18.1798333795877	0.0652582053038075	0.22167922432967	2.24644859813084	1.2066242160674	4.0988488578556	6	107	1
SPBC1773.10c	45	1100	44	100	1769	300	0.45	141.369442649402	0.621820237422272	195.347511983345	0.0299983528564688	0.0556063124425191	0.723681818181818	0.530670862030933	0.983675667108163	55	90	1
SPBC1773.11c	17	347	56	100	2585	300	0.17	53.4062338897739	0.134235976789168	42.1708116048505	0.0291193784366847	0.0812703903441827	1.2664265129683	0.752735932588299	2.10083959039712	13	104	1
SPNCRNA.1338	0	35	5	100	2507	300	0	0	0.0139609094535301	4.38587997405403	0.00261349347422073	0.140450384980723	0	0.0655202813987137	3.52109115146672	1	99	1
SPBC1773.16c	6	295	3	100	3137	300	0.06	18.8492590199202	0.0940388906598661	29.5427234665629	0.00819523550597807	0.0471407188616327	0.638033898305085	0.257084537822532	1.47880435068942	9	97	1
SPBC1773.17c	3	664	86	100	1157	300	0.03	9.42462950996011	0.573898012100259	180.292538018252	0.00116367380432346	0.0144438306641595	0.0522740963855422	0.0134637059160224	0.167115120784325	37	66	1
SPBP26C9.02c	0	679	44	100	1421	300	0	0	0.477832512315271	150.113146546163	0.000133902876199996	0.00706281606112171	0	0.00190275987080194	0.100362616228539	32	68	1
SPBP26C9.03c	5	606	17	100	3286	300	0.05	15.7077158499335	0.184418746195983	57.9359452529501	0.00302570819714074	0.020554610736062	0.271122112211221	0.0994247713580446	0.675424508786997	16	89	1
SPBC1271.14	26	647	11	100	1970	300	0.26	81.6801224196543	0.328426395939086	103.176570100579	0.0265798243137673	0.0603032962601826	0.791653786707883	0.523622538981215	1.1879749363256	31	95	1
SPNCRNA.103	44	121	109	100	385	300	0.44	138.227899479415	0.314285714285714	98.7342139138678	0.253662753174416	0.519949643564042	1.4	0.976601599721501	2.00180612772156	34	110	1
SPBC1271.13	13	194	17	100	829	300	0.13	40.8400612098271	0.234016887816647	73.517415558193	0.0365497404599147	0.120316768368436	0.555515463917526	0.302997348412693	0.997426009774332	21	92	1
SPBC1271.12	34	813	40	100	2161	300	0.34	106.812467779548	0.376214715409533	118.189476964331	0.0291985412404083	0.0596008168289651	0.903739237392374	0.630980476205223	1.28797365167394	36	98	1
SPBC1271.11	0	111	4	100	1563	300	0	0	0.0710172744721689	22.3103833569113	0.000820474905439703	0.0435007391588778	0	0.0128240227720226	0.67991655305326	6	94	1
SPBC1271.09	28	400	34	100	1340	300	0.28	87.9632087596277	0.298507462686567	93.7774080593045	0.046769074359065	0.104084222914896	0.938	0.62670559641147	1.3947285870596	29	99	1
SPNCRNA.1344	3	111	27	100	1068	248	0.03	9.42462950996011	0.103932584269663	32.6508700251427	0.00686779895329844	0.0877853793441958	0.288648648648649	0.0733480928212273	0.937547851396011	9	94	1
SPNCRNA.1345	1	15	20	100	663	300	0.01	3.1415431699867	0.0226244343891403	7.10756373300159	0.00328192270549487	0.476785931797302	0.442	0.021759147537431	3.16109072781611	2	99	1
SPNCRNA.1346	0	0	2	100	275	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.304	0	58	7	100	2384	300	0	0	0.0243288590604027	7.64301610147771	0.00157310823633282	0.0838787505311741	0	0.0375029003541745	1.99966941266319	2	98	1
SPBC1271.02	68	1200	24	100	2271	300	0.68	213.624935559096	0.528401585204756	165.999639101015	0.0440279746113948	0.0728069157695492	1.2869	0.999875303424776	1.65344505712646	58	110	1
SPBC106.02c	4	26	12	100	559	300	0.04	12.5661726799468	0.0465116279069767	14.6118286976126	0.0455844319439998	0.462894764092878	0.86	0.254816974566959	2.58758173127919	4	100	1
SPNCRNA.1350	0	15	12	100	1219	300	0	0	0.0123051681706317	3.86572170219857	0.00615095181701504	0.339527058120729	0	0.0749801026494133	4.13883483849169	1	99	1
SPBC106.05c	19	167	40	100	513	300	0.19	59.6893202297473	0.325536062378168	102.26855933485	0.0686384150981964	0.18643671727239	0.583652694610778	0.352115069453748	0.95642035960736	29	90	1
SPBC106.07c	7	137	3	100	2562	300	0.07	21.9908021899069	0.0534738485558158	16.7990403703426	0.0219376700688832	0.112819846157796	1.30905109489051	0.562043107164787	2.89044445856273	5	102	1
SPBC106.08c	1	31	31	100	1484	300	0.01	3.1415431699867	0.0208894878706199	6.56252279444661	0.00163609062693161	0.219484423903823	0.478709677419355	0.0242795849036652	3.25714885073274	2	99	1
SPBC106.11c	21	121	4	100	1801	300	0.21	65.9724065697207	0.0671848972792893	21.1064255174009	0.106107689617915	0.281205194217191	3.12570247933884	1.91099949001865	5.0645055478516	7	114	0.319105836254397
SPBC106.12c	2	169	58	100	1211	300	0.02	6.2830863399734	0.139554087530966	43.8415190526633	0.0020325307121398	0.0482472660499252	0.143313609467456	0.024613946924013	0.584274391864594	12	90	1
