CDK9as_dis2ts_3MBPP1_30C_combined_pr_counts	CDK9as_dis2ts_3MBPP1_30C_combinedgb_counts	CDK9as_dis2ts_3MBPP1_30C_combinedterm_counts	CDK9as_dis2ts_3MBPP1_30C_combinedpr_map	CDK9as_dis2ts_3MBPP1_30C_combinedgb_map	CDK9as_dis2ts_3MBPP1_30C_combinedterm_map	CDK9as_dis2ts_3MBPP1_30C_combinedpr_density	CDK9as_dis2ts_3MBPP1_30C_combinedpr_densityRPKM	CDK9as_dis2ts_3MBPP1_30C_combinedgb_density	CDK9as_dis2ts_3MBPP1_30C_combinedgb_densityRPKM	CDK9as_dis2ts_3MBPP1_30C_combinedpause_index_CI_low	CDK9as_dis2ts_3MBPP1_30C_combinedpause_index_CI_high	CDK9as_dis2ts_3MBPP1_30C_combinedpause_index_scaled	CDK9as_dis2ts_3MBPP1_30C_combinedpause_index_CI_low_scaled	CDK9as_dis2ts_3MBPP1_30C_combinedpause_index_CI_high_scaled	CDK9as_dis2ts_3MBPP1_30C_combined_ExpPR	CDK9as_dis2ts_3MBPP1_30C_combined_ExpGB	CDK9as_dis2ts_3MBPP1_30C_combinedFexact_Pval
SPBP8B7.32	3	417	44	100	4046	300	0.03	6.47862668662948	0.10306475531389	22.2572691409169	0.00184995897788001	0.0230428460178123	0.291079136690647	0.0748493402450252	0.932313549880685	9	94	1
SPBP8B7.02	6	80	6	100	834	300	0.06	12.957253373259	0.0959232613908873	20.7150333705179	0.0295256868882607	0.178300942468825	0.6255	0.246244228648094	1.48702986019	9	97	1
SPBP8B7.04	16	599	4	100	2358	300	0.16	34.5526756620239	0.254028837998304	54.8586003009762	0.0156969690295703	0.0447484143945356	0.629849749582638	0.370134529717267	1.05516761142315	23	93	1
SPBP8B7.06	127	721	173	100	289	300	1.27	274.261863067314	2.49480968858131	538.764687550156	0.145187065657898	0.213568865571315	0.509056865464632	0.419590619751325	0.6172140215011	162	65	1
SPNCRNA.1628	1	60	8	100	2160	300	0.01	2.15954222887649	0.0277777777777778	5.99872841354581	0.000857068701558265	0.11087817119528	0.36	0.0185126839536585	2.39496849781804	2	99	1
SPNCRNA.575	0	3	1	100	1091	300	0	0	0.00274977085242896	0.593824627555406	0.0327971598819604	2.22593021867193	0	0.357817014312188	24.2848986857108	0	100	1
SPBP8B7.11	48	570	41	100	1846	300	0.48	103.658026986072	0.308775731310943	66.6814231018202	0.0619952700366239	0.11405648455437	1.55452631578947	1.14443268487608	2.10548270487367	34	114	1
SPBP8B7.13	21	416	32	100	1167	300	0.21	45.3503868064063	0.356469580119966	76.9811111578938	0.0317038851005685	0.0795587829937289	0.589110576923077	0.369984339123634	0.928450997536817	31	90	1
SPNCRNA.1629	19	68	23	100	2117	300	0.19	41.0313023486533	0.0321209258384506	6.93664957787442	0.16249244842327	0.475682774909556	5.91514705882353	3.43996513312063	10.0702043448353	3	116	0.00020782871843903
SPNCRNA.427	9	55	15	100	347	300	0.09	19.4358800598884	0.15850144092219	34.2290555009242	0.0755165925131176	0.34274487991079	0.567818181818182	0.262042576020518	1.18932473329044	14	95	1
SPBP8B7.19	8	1372	29	100	3143	300	0.08	17.2763378310119	0.43652561247216	94.2695494119805	0.00270528810786972	0.0120171977822099	0.183265306122449	0.0850272052303453	0.377700526294858	32	76	1
SPBP8B7.21	7	1024	37	100	2623	300	0.07	15.1167956021354	0.390392680137247	84.3069478600659	0.00298720041320259	0.0148108669271774	0.179306640625	0.0783542668383039	0.388489039499864	30	77	1
SPBP8B7.22	17	448	54	100	1378	300	0.17	36.7122178909004	0.32510885341074	70.2086297922111	0.0226172645305858	0.0627681268340927	0.522901785714286	0.311665905231472	0.864944787773797	28	89	1
SPBP8B7.23	32	950	39	100	2321	300	0.32	69.1053513240477	0.40930633347695	88.3914311690076	0.023281004968769	0.0484696502875814	0.78181052631579	0.540352125325128	1.12498058317477	38	94	1
SPBP8B7.25	157	1218	151	100	727	300	1.57	339.048129933609	1.67537826685007	361.805011660463	0.108765882637797	0.152689142294538	0.937101806239737	0.790727966776786	1.11005006448129	160	97	1
SPBP8B7.26	39	524	40	100	894	300	0.39	84.2221469261832	0.586129753914989	126.57719551804	0.0529922941120899	0.104118522348981	0.665381679389313	0.473751109362084	0.930819589799889	51	88	1
SPBP8B7.27	15	200	13	100	3365	300	0.15	32.3931334331474	0.0594353640416048	12.8353178536493	0.0427003277271866	0.129541952955995	2.52375	1.43686602801983	4.35908671696923	6	109	1
SPBP8B7.29	10	332	10	100	2251	300	0.1	21.5954222887649	0.14749000444247	31.8510892930695	0.0151526327847611	0.0580086399921943	0.678012048192771	0.341085763984973	1.30577448622429	14	96	1
SPBP8B7.31	8	87	8	100	956	300	0.08	17.2763378310119	0.0910041841004184	19.6527378569304	0.0413296470337003	0.196052684305358	0.879080459770115	0.395111425642175	1.87426366195923	9	99	1
SPNCRNA.1631	3	8	9	100	260	300	0.03	6.47862668662948	0.0307692307692308	6.64474531961997	0.0790706961718822	1.54345429461482	0.975	0.205583810046894	4.01298116599854	3	100	1
SPNCRNA.428	3	14	10	100	486	300	0.03	6.47862668662948	0.0288065843621399	6.22090353997343	0.0490202656367911	0.791973133215248	1.04142857142857	0.238238490994805	3.8489894274261	2	101	1
SPNCRNA.1632	0	9	3	100	1889	300	0	0	0.00476442562202223	1.02889783270982	0.0103569347612096	0.590306163886248	0	0.195642497639249	11.1508834358112	0	100	1
SPBC19F5.03	39	1098	24	100	2070	300	0.39	84.2221469261832	0.530434782608696	114.54963127084	0.0254499850967439	0.0493710007139763	0.735245901639344	0.5268146915026	1.02197971477931	48	91	1
SPBC19F5.04	146	1296	62	100	1988	300	1.46	315.293165415968	0.651911468812877	140.783034639031	0.094571423349432	0.134123773236925	2.23956790123457	1.88007989618671	2.66638061195007	97	149	6.84898391008036e-06
SPBC25D12.04	57	993	54	100	1247	300	0.57	123.09390704596	0.796311146752205	171.966754873645	0.0435320060358035	0.0755194827306928	0.715800604229607	0.54284411526647	0.941727949651739	69	88	1
SPBC25D12.05	21	470	41	100	1797	300	0.21	45.3503868064063	0.261547022815804	56.4821840607652	0.0280979535044343	0.0703237812900018	0.802914893617021	0.504920224474684	1.26371834978133	25	96	1
SPBC25D12.06	33	446	1	100	2822	300	0.33	71.2648935529242	0.158043940467753	34.1302563458156	0.0510761684180998	0.106639665621681	2.0880269058296	1.44136947275878	3.00937136384383	18	115	1
SPBC13G1.02	56	1081	119	100	1468	300	0.56	120.934364817084	0.736376021798365	159.023511540565	0.039216238142005	0.0682724255962326	0.760481036077706	0.575694375924633	1.00223920775269	66	90	1
SPNCRNA.1633	38	88	45	100	2161	300	0.38	82.0626046973067	0.040721888014808	8.79406368075573	0.289883832624561	0.641361673781729	9.33159090909091	6.26438962301677	13.8598257704232	5	133	1.58526966662103e-15
SPBC13G1.05	9	209	15	100	2378	300	0.09	19.4358800598884	0.0878889823380992	18.9799968812105	0.0206994252884308	0.0863482214254163	1.02401913875598	0.492232333358885	2.0533607054964	8	101	1
SPBC13G1.07	8	204	10	100	1185	300	0.08	17.2763378310119	0.172151898734177	37.1769295097725	0.01796877363993	0.0819017170651707	0.464705882352941	0.21292996763317	0.970535347222273	15	93	1
SPBC13G1.09	99	1180	59	100	1514	300	0.99	213.794680658773	0.779392338177014	168.313066715605	0.0679601610961456	0.10347395091943	1.27022033898305	1.02891683899564	1.56659561692017	87	112	1
SPBC13G1.11	17	472	87	100	1017	300	0.17	36.7122178909004	0.464110127826942	100.226541989155	0.0214776882706645	0.0595466286968217	0.366292372881356	0.218428089712658	0.605589213846677	37	80	1
SPBC13G1.12	11	182	41	100	1151	300	0.11	23.7549645176414	0.158123370981755	34.1474097007404	0.0311863414262815	0.114017451690299	0.695659340659341	0.3589547898165	1.31234086895534	15	96	1
SPBC13G1.13	39	361	144	100	1615	300	0.39	84.2221469261832	0.223529411764706	48.2721204101804	0.076507551436574	0.15195710429622	1.74473684210526	1.23559695570067	2.45410723438395	25	114	1
SPBC31F10.02	62	276	144	100	601	300	0.62	133.891618190342	0.459234608985025	99.1736531064745	0.168869727032734	0.29829468617745	1.35007246376812	1.01490705946673	1.79275106392647	50	112	1
SPBC31F10.03	34	339	16	100	2562	300	0.34	73.4244357818007	0.13231850117096	28.5747390940332	0.0693190516036174	0.144416671380287	2.56955752212389	1.77595410208468	3.69995512076296	15	119	0.107381278302112
SPBC31F10.05	15	24	1	100	1293	300	0.15	32.3931334331474	0.0185614849187935	4.00843105127887	0.31253944182058	1.23943649994254	8.08125	4.0411349827401	16.0259139442571	2	113	0.00049169672773799
SPBC31F10.07	14	408	44	100	1291	300	0.14	30.2335912042709	0.316034082106894	68.2488946074058	0.0193405879417999	0.0597304584658515	0.442990196078431	0.249686990328637	0.771120218794143	27	87	1
SPBC31F10.08	1	5	0	100	689	300	0.01	2.15954222887649	0.00725689404934688	1.56715691500471	0.00883974757390515	1.74105855180368	1.378	0.0609058607842065	11.9958934219274	0	101	1
SPNCRNA.1637	0	30	2	100	1691	300	0	0	0.0177409816676523	3.83123990930188	0.00305234191746883	0.164578840345685	0	0.051615101824398	2.78302819024554	1	99	1
SPBC31F10.12	108	360	29	100	777	300	1.08	233.230560718661	0.463320463320463	100.056010604316	0.240515366687756	0.373929984940049	2.331	1.86880439916387	2.90543598298418	65	143	0.000165421747381237
SPNCRNA.1638	0	12	3	100	895	295	0	0	0.0134078212290503	2.89547561413608	0.00771806013949717	0.431135285113533	0	0.0690766382484996	3.85866080176612	1	99	1
SPNCRNA.1639	10	50	7	100	496	300	0.1	21.5954222887649	0.100806451612903	21.7695789201259	0.0953082235786257	0.408036320400422	0.992	0.472728788949984	2.02386014918609	10	100	1
SPBC31F10.16	8	1146	19	100	2330	300	0.08	17.2763378310119	0.491845493562232	106.216111343024	0.00323738782608962	0.014393701436818	0.162652705061082	0.0754311363478882	0.335373243477861	35	73	1
SPNCRNA.1640	3	157	8	100	1574	300	0.03	6.47862668662948	0.0997458703939009	21.540541927167	0.00487856465426463	0.0617197531752518	0.300764331210191	0.0767886076581252	0.971468914978463	9	94	1
SPNCRNA.1641	3	82	5	100	1374	300	0.03	6.47862668662948	0.0596797671033479	12.8880977269194	0.00924410871541094	0.119632172109518	0.502682926829268	0.127014053749746	1.64374604478478	5	98	1
SPBC21C3.03	10	225	12	100	2324	300	0.1	21.5954222887649	0.096815834767642	20.9077883604652	0.0222527012155862	0.0860237925125364	1.03288888888889	0.517152776250224	1.99919293799135	9	101	1
SPBC21C3.05	11	203	70	100	918	300	0.11	23.7549645176414	0.221132897603486	47.7545830568549	0.0280148359684508	0.102012936632037	0.49743842364532	0.257176194190379	0.936478758282097	20	91	1
SPBC21C3.06	25	139	29	100	749	300	0.25	53.9885557219123	0.185580774365821	40.0769519110591	0.114692682507966	0.280013575426072	1.34712230215827	0.859048191984664	2.09730167994128	19	106	1
SPNCRNA.1642	4	9	8	100	698	300	0.04	8.63816891550597	0.0128939828080229	2.7845100372333	0.115554998947778	1.57169221691214	3.10222222222222	0.806573892655488	10.9704116740467	1	103	1
SPNCRNA.1643	2	520	57	100	2135	300	0.02	4.31908445775298	0.243559718969555	52.5977498368045	0.000664352773200749	0.0155671037347361	0.0821153846153846	0.014183931707836	0.332357664736615	19	83	1
SPBC21C3.11	22	363	15	100	1316	300	0.22	47.5099290352828	0.275835866261398	59.5679201430218	0.0384120117731368	0.0947194862211226	0.797575757575758	0.50550207493448	1.24650843866997	26	96	1
SPBC21C3.13	113	1055	301	100	558	300	1.13	244.028271863044	1.89068100358423	408.300546857473	0.0877821136157056	0.130588882852911	0.597668246445498	0.489824193975637	0.728685966319243	139	74	1
SPBC21C3.18	0	1	2	100	1601	300	0	0	0.000624609618988132	0.134887084876733	0.120791776113059	17.3080587281839	0	1.93387633557007	277.102020238225	0	100	1
SPBC21C3.19	22	99	22	100	675	300	0.22	47.5099290352828	0.146666666666667	31.6732860235219	0.136133704714176	0.359699022350542	1.5	0.918902506820685	2.42796840086616	15	107	1
SPBC23E6.02	9	417	1	100	4337	300	0.09	19.4358800598884	0.0961494120359696	20.7638715573322	0.0104529036764693	0.0429343232096211	0.936043165467626	0.453342432448473	1.86206159760127	9	100	1
SPBC23E6.05	59	451	47	100	1418	300	0.59	127.412991503713	0.318053596614951	68.6850172936035	0.0987599410405119	0.172933558083422	1.8550332594235	1.40041596395446	2.45219785362292	38	121	1
SPBC23E6.08	5	216	5	100	3631	300	0.05	10.7977111443825	0.059487744423024	12.8466296182132	0.00842918481487139	0.0581168037474573	0.840509259259259	0.30606370062798	2.11022114407018	5	100	1
SPBC23E6.09	48	3569	164	100	4554	300	0.48	103.658026986072	0.783706631532718	169.244756584545	0.0100042037558979	0.0180260800785986	0.612474082376016	0.455591439043591	0.820907686779381	65	83	1
SPBC211.01	60	614	2	100	2453	300	0.6	129.57253373259	0.250305748063596	54.0545833073855	0.0742615429622643	0.128325715603004	2.39706840390879	1.82163564886434	3.1478298037417	32	128	0.00358848337325624
SPBC211.05	57	125	64	100	320	300	0.57	123.09390704596	0.390625	84.357118315488	0.329297063212828	0.630483822534872	1.4592	1.05375060228105	2.01754823211159	44	113	1
SPBC211.06	18	358	17	100	1665	300	0.18	38.8717601197769	0.215015015015015	46.4334004767438	0.0303469180581817	0.0822335533246553	0.837150837988827	0.505276185668726	1.36918866285551	20	98	1
SPBC1604.21c	59	1411	50	100	3167	300	0.59	127.412991503713	0.445532049257973	96.2145274690474	0.031931827110574	0.0546366747171119	1.32425939050319	1.01128096459188	1.73034348829093	49	110	1
SPBC1604.25	16	52	34	100	452	300	0.16	34.5526756620239	0.115044247787611	24.8442911286676	0.16876790462019	0.553969808266398	1.39076923076923	0.762830928883259	2.50394353336412	11	105	1
SPBC1604.20c	3	358	67	100	2000	300	0.03	6.47862668662948	0.179	38.6558058968892	0.00215330167089303	0.0268629076958588	0.167597765363128	0.0430660334178606	0.537258153917176	15	88	1
SPBC1604.19c	11	554	52	100	2093	300	0.11	23.7549645176414	0.264691829909221	57.1613184327557	0.0103772128641066	0.0369580091719273	0.41557761732852	0.21719506524575	0.773531131968438	23	88	1
SPBC1604.18c	7	100	10	100	1421	300	0.07	15.1167956021354	0.0703729767769177	15.1973415121498	0.0298330429584381	0.155804925389961	0.9947	0.423927540439406	2.21398798979135	7	100	1
SPBC1604.17c	0	28	269	100	1354	300	0	0	0.0206794682422452	4.46581849398388	0.00327211992868732	0.176722244865318	0	0.0443045038344264	2.39281919547641	2	98	1
SPBC1604.16c	56	362	75	100	632	300	0.56	120.934364817084	0.572784810126582	123.695298552736	0.115530405284058	0.206688004125213	0.97767955801105	0.730152161395249	1.30626818607134	56	100	1
SPBC1604.14c	42	788	34	100	2785	300	0.42	90.7007736128127	0.28294434470377	61.1030260809578	0.0385679139081302	0.0733934405162325	1.48439086294416	1.07411640234143	2.04400731837708	31	111	1
SPBC1604.13c	26	201	36	100	676	300	0.26	56.1480979507888	0.297337278106509	64.21124082902	0.084061167261295	0.197647030951636	0.874427860696517	0.568253490686354	1.33609392923306	28	98	1
SPBC1604.09c	10	156	7	100	1025	300	0.1	21.5954222887649	0.15219512195122	32.8671792882666	0.031888699768952	0.124921197335938	0.657051282051282	0.326859172631758	1.28044227269336	14	96	1
SPBC1604.08c	7	888	50	100	1771	300	0.07	15.1167956021354	0.501411631846414	108.28195930222	0.00344324676844449	0.0170869108303855	0.139605855855856	0.0609799002691519	0.302609190806127	35	72	1
SPBC1604.06c	10	418	49	100	1415	300	0.1	21.5954222887649	0.295406360424028	63.7942510014398	0.0120599717357417	0.045973953027352	0.338516746411483	0.170648600060744	0.650531435337031	25	85	1
SPNCRNA.1648	0	211	34	100	2142	300	0	0	0.0985060690943044	21.2728016009776	0.00043121392571436	0.0227956467164366	0	0.0092366022888016	0.488282752666072	8	92	1
SPBC1604.03c	26	163	50	100	921	300	0.26	56.1480979507888	0.176981541802389	38.2199113253929	0.103057720127693	0.245181978916909	1.46907975460123	0.949161602376049	2.25812602582473	18	108	1
SPBC1604.02c	9	767	2	100	3948	300	0.09	19.4358800598884	0.194275582573455	41.9546324606958	0.0057028079999315	0.0232567979030356	0.463259452411995	0.225146859837295	0.918178381211845	17	92	1
SPNCRNA.545	2	4	5	100	117	300	0.02	4.31908445775298	0.0341880341880342	7.38305035513331	0.0638181358093923	3.14803144559117	0.585	0.0746672188969889	3.68319679134166	3	99	1
SPBC1677.02	25	590	51	100	746	300	0.25	53.9885557219123	0.790884718498659	170.794894777095	0.0277727544306249	0.0641384709108777	0.316101694915254	0.207184748052462	0.478472992995148	55	70	1
SPBC26H8.01	12	316	21	100	2123	300	0.12	25.9145067465179	0.14884597268017	32.1439163601023	0.020339870794315	0.0692204005510413	0.80620253164557	0.431815456963307	1.46954910369861	14	98	1
SPNCRNA.1650	0	75	258	100	641	300	0	0	0.117004680187207	25.2676547840463	0.00121547503949483	0.0646352056966976	0	0.00779119500316186	0.414311668515831	10	90	1
SPBC26H8.03	43	757	10	100	2998	300	0.43	92.8603158416891	0.252501667778519	54.5288014429454	0.0412432762538566	0.0779626848645082	1.70295904887715	1.23647342209062	2.33732129223796	28	115	1
SPNCRNA.431	3	14	2	100	438	300	0.03	6.47862668662948	0.0319634703196347	6.90264639366915	0.0490202656367911	0.791973133215248	0.938571428571429	0.214708763489145	3.46884232348278	3	100	1
SPBC26H8.06	0	770	99	100	1185	300	0	0	0.649789029535865	140.324684914337	0.000118073422584213	0.00622713741475161	0	0.00139917005762292	0.0737915783648065	39	61	1
SPNCRNA.1651	388	905	156	100	231	300	3.88	837.902384804079	3.91774891774892	846.054423001396	0.379963710147936	0.483710624104438	0.990364640883978	0.877716170441733	1.11737154168125	388	100	1
SPBC26H8.10	10	679	16	100	3086	300	0.1	21.5954222887649	0.220025923525599	47.5155273301082	0.00744711981451692	0.028210800023937	0.454491899852725	0.229818117475992	0.870585288738695	19	91	1
SPBC26H8.12	13	533	50	100	1490	300	0.13	28.0740489753944	0.357718120805369	77.2507387913537	0.0134678787255005	0.0432352539476705	0.363414634146342	0.200671393009957	0.64420528382029	29	84	1
SPBC32C12.02	55	1204	11	100	3832	300	0.55	118.774822588207	0.31419624217119	67.852005312299	0.0345197509163187	0.0603059006459201	1.75049833887043	1.32279685511333	2.31092211275166	37	118	1
SPBC3B9.01	19	478	151	100	966	300	0.19	41.0313023486533	0.494824016563147	106.85933596304	0.0243988818729513	0.0639844526211969	0.38397489539749	0.235693198892709	0.618089812320762	39	80	1
SPNCRNA.1653	73	66	22	100	1230	300	0.73	157.646582707984	0.0536585365853659	11.5877875695812	0.78278859445673	1.56322510961975	13.6045454545455	9.62829971181778	19.2276688483229	8	165	2.8798768931918e-33
SPBC3B9.03	19	257	30	100	1854	300	0.19	41.0313023486533	0.138619201725998	29.9354019860441	0.0450155304961523	0.119998035689394	1.37066147859922	0.834587935398664	2.22476358168137	14	105	1
SPBC3B9.04	9	74	86	100	987	300	0.09	19.4358800598884	0.0749746707193516	16.1910967514549	0.0569143002426048	0.250953288212761	1.20040540540541	0.56174414339451	2.47690895465995	7	102	1
SPBC3B9.21	27	143	35	100	759	300	0.27	58.3076401796653	0.188405797101449	40.6870275005716	0.122372615212789	0.289466858554276	1.43307692307692	0.928808149465065	2.19705345642696	20	107	1
SPBC3B9.05	18	137	14	100	700	300	0.18	38.8717601197769	0.195714285714286	42.2653264794399	0.0777796692846067	0.219232790399597	0.91970802919708	0.544457684992247	1.53462953279718	19	99	1
SPNCRNA.1655	6	35	18	100	910	300	0.06	12.957253373259	0.0384615384615385	8.30593164952497	0.0648817861530847	0.425764869777491	1.56	0.59042425399307	3.87446031497516	3	103	1
SPBC3B9.09	6	152	130	100	1685	300	0.06	12.957253373259	0.0902077151335312	19.4807370201321	0.0157750811303849	0.0923117453101453	0.665131578947368	0.265810117046986	1.55545290847595	8	98	1
SPBC3B9.10	32	416	40	100	1144	300	0.32	69.1053513240477	0.363636363636364	78.5288083227815	0.0527533543052788	0.111568293461316	0.88	0.60349837325239	1.27634127719746	35	97	1
SPBC3B9.12	20	190	17	100	542	300	0.2	43.1908445775298	0.350553505535055	75.7035098683641	0.0644975253093303	0.169972153815824	0.570526315789474	0.34957658717657	0.921249073681765	31	89	1
SPNCRNA.1656	9	47	1	100	1186	300	0.09	19.4358800598884	0.0396290050590219	8.5580509913318	0.0875717251199952	0.405044003647463	2.27106382978723	1.03860065992314	4.80382188325891	4	105	1
SPBC3B9.17	3	20	5	100	636	300	0.03	6.47862668662948	0.0314465408805031	6.79101329835375	0.0355268249310211	0.530617317909897	0.954	0.225950606561294	3.37472614190694	3	100	1
SPBC3B9.19	13	596	33	100	1094	300	0.13	28.0740489753944	0.544789762340037	117.64964976329	0.0120533253548616	0.0386348699017781	0.238624161073826	0.131863379382186	0.422665476725453	39	74	1
SPBC215.01	12	435	58	100	2784	300	0.12	25.9145067465179	0.15625	33.7428473261952	0.014822144785527	0.0501195797881378	0.768	0.412648510829073	1.39532910130176	15	97	1
SPBC215.02	17	226	3	100	1566	300	0.17	36.7122178909004	0.144316730523627	31.1658073899162	0.044418470241862	0.125628208490682	1.17796460176991	0.69559324398756	1.96733774496409	14	103	1
SPBC215.04	12	82	57	100	876	257	0.12	25.9145067465179	0.0936073059360731	20.2148930100311	0.0759261101531651	0.27582852006557	1.28195121951219	0.665112724941726	2.41625783577439	9	103	1
SPNCRNA.435	0	3	1	100	228	300	0	0	0.0131578947368421	2.84150293273223	0.0327971598819604	2.22593021867193	0	0.0747775245308697	5.07512089857201	1	99	1
SPNCRNA.436	5	58	13	100	1615	300	0.05	10.7977111443825	0.0359133126934984	7.7556315340456	0.0304891655037137	0.223580815770315	1.39224137931034	0.492400022884976	3.61083017469059	3	102	1
SPNCRNA.1657	5	61	560	100	1880	300	0.05	10.7977111443825	0.0324468085106383	7.00702531709925	0.0290456517131218	0.212125386404063	1.54098360655738	0.546058252206689	3.98795726439638	3	102	1
SPBC215.05	117	2990	291	100	1573	300	1.17	252.66644077855	1.90082644628099	410.491498050903	0.0323826726511869	0.0472477063298739	0.615521739130435	0.509379440803171	0.743206420568917	142	75	1
SPNCRNA.1658	25	364	0	100	4026	300	0.25	53.9885557219123	0.0904123199205166	19.5249222879047	0.0447744517781853	0.104534698159365	2.76510989010989	1.80261942858974	4.20856694789603	10	115	0.293439554922495
SPNCRNA.1659	0	108	7	100	2405	300	0	0	0.0449064449064449	9.69773641241834	0.000843312924007766	0.0447192750342544	0	0.0202816758223868	1.07549856457382	4	96	1
SPBC215.10	36	218	6	100	1059	300	0.36	77.7435202395537	0.205854579792257	44.4551658069004	0.114167261859715	0.237859248424742	1.74880733944954	1.20903130309438	2.51892944081802	23	113	1
SPBC215.12	38	680	242	100	3240	300	0.38	82.0626046973067	0.209876543209877	45.323725791235	0.0397245745834314	0.0782844293659656	1.81058823529412	1.28707621650318	2.53641551145729	23	115	1
SPBC215.13	84	1326	65	100	1976	300	0.84	181.401547225625	0.671052631578947	144.916649569344	0.0504818657051039	0.07939443395979	1.25176470588235	0.997521666332853	1.56883401504545	73	111	1
SPNCRNA.437	0	8	164	100	332	300	0	0	0.0240963855421687	5.20371621416022	0.0116892782926356	0.673070909790981	0	0.0388084039315501	2.23459542050606	2	98	1
SPBC215.15	34	618	44	100	1041	300	0.34	73.4244357818007	0.593659942363112	128.203371512553	0.0383230429642691	0.0785911470909996	0.572718446601942	0.398942877258041	0.818133841217306	49	85	1
SPNCRNA.1662	9	103	427	100	2776	300	0.09	19.4358800598884	0.0371037463976945	8.01271071953453	0.0413654616680672	0.178079437220366	2.42563106796117	1.14830521590554	4.94348517723735	3	106	1
SPBC1347.02	100	1454	56	100	1241	300	1	215.954222887649	1.17163577759871	253.019693858696	0.0558542215471755	0.0846051355469576	0.853507565337001	0.693150889400448	1.04994973213774	107	93	1
SPBC1347.03	3	7	1	100	781	300	0.03	6.47862668662948	0.0089628681177977	1.93556921922349	0.0880775067426534	1.82748877281164	3.34714285714286	0.687885327660123	14.2726873156589	0	103	1
SPBC1347.04	3	223	17	100	1179	300	0.03	6.47862668662948	0.189143341815098	40.8463033960524	0.0034463417907213	0.0432799657417311	0.158609865470852	0.0406323697126041	0.510270796095009	16	87	1
SPBC1347.07	5	170	9	100	1997	300	0.05	10.7977111443825	0.085127691537306	18.3836844721584	0.0106785345136692	0.0740832750444678	0.587352941176471	0.213250334237974	1.47944300263802	8	97	1
SPBC1347.09	5	353	5	100	1445	300	0.05	10.7977111443825	0.244290657439446	52.7555990860485	0.00517972784396052	0.0353955174577675	0.204674220963173	0.0748470673452295	0.51146522726474	20	85	1
SPBC1347.10	9	379	39	100	2308	300	0.09	19.4358800598884	0.16421143847487	35.4621535851036	0.0114921908943804	0.0472771414659146	0.548073878627968	0.2652397658423	1.09115642503331	15	94	1
SPBC1347.11	62	1791	226	100	1140	300	0.62	133.891618190342	1.57105263157895	339.275450168228	0.0266418724780496	0.0448900339255094	0.39463986599665	0.303717346249766	0.511746386750808	98	64	1
SPBC1347.12	4	121	17	100	1658	300	0.04	8.63816891550597	0.0729794933655006	15.760229776481	0.0104074141268948	0.0927171466856156	0.548099173553719	0.172554926223915	1.53725029204751	7	97	1
SPNCRNA.1666	1	10	5	100	301	300	0.01	2.15954222887649	0.0332225913621262	7.1745588999219	0.00478667548335045	0.750794709134687	0.301	0.0144078932048849	2.25989207449541	3	98	1
SPBC56F2.10c	19	454	14	100	1392	300	0.19	41.0313023486533	0.326149425287356	70.4333456831844	0.0256758598281713	0.0674015003139559	0.582555066079295	0.357407968808144	0.938228884370266	29	90	1
SPBC56F2.09c	3	869	18	100	1857	300	0.03	6.47862668662948	0.467959073774906	101.057738120284	0.000889731915089016	0.0110281657188278	0.064108170310702	0.016522321663203	0.204793037398633	32	71	1
SPBC56F2.08c	192	2591	35	100	2945	300	1.92	414.632107944286	0.879796264855688	189.995718676366	0.0638163783282721	0.0860160408221706	2.18232342724817	1.87939234176761	2.53317240221292	136	156	1.04369370777337e-06
SPBC56F2.07c	1	263	10	100	2534	300	0.01	2.15954222887649	0.103788476716654	22.4135598340378	0.000197798655569257	0.0248313293760871	0.0963498098859316	0.00501221793212498	0.629225886390048	9	92	1
SPNCRNA.1668	1	13	1	100	1260	300	0.01	2.15954222887649	0.0103174603174603	2.2280991250313	0.00375396436557918	0.55840707127902	0.969230769230769	0.0472999510062977	7.03592909811565	1	100	1
SPNCRNA.1670	2	17	8	100	269	300	0.02	4.31908445775298	0.0631970260223048	13.6476646434574	0.018791857082423	0.52761009643784	0.316470588235294	0.0505500955517178	1.41927115941779	6	96	1
SPBC56F2.05c	11	418	26	100	2718	300	0.11	23.7549645176414	0.153789551140545	33.2115030047967	0.0137253131648637	0.0490879958114063	0.715263157894737	0.373054011820996	1.33421172615402	14	97	1
SPNCRNA.1671	3	187	4	100	1889	284	0.03	6.47862668662948	0.0989941768131286	21.3782105240817	0.00410343018548951	0.0517063226926216	0.303048128342246	0.0775137962038969	0.976732435663622	9	94	1
SPBC56F2.14	3	31	44	100	245	300	0.03	6.47862668662948	0.126530612244898	27.3248200388454	0.0236134998558081	0.330007199855794	0.237096774193548	0.0578530746467298	0.808517639646695	11	92	1
SPNCRNA.1672	0	12	32	100	654	300	0	0	0.018348623853211	3.96246280527797	0.00771806013949717	0.431135285113533	0	0.0504761133123115	2.81962476464251	1	99	1
SPNCRNA.1674	6	104	63	100	1097	300	0.06	12.957253373259	0.0948040109389243	20.4733265089476	0.0228780847684139	0.136063198892447	0.632884615384615	0.250972589909501	1.49261329185014	9	97	1
SPNCRNA.113	8	8	30	100	68	300	0.08	17.2763378310119	0.117647058823529	25.4063791632528	0.342538949259731	2.91937603639272	0.68	0.232926485496617	1.98517570474705	11	97	1
